广工大院一楼带70方花园使用率高 西南北通风采光好,广工大院,黄花岗,3室2厅 ,72.23, 南 北 , 简装 ,7,1991, 塔楼,3,4,4990000.0,"69,085元/平",VR房源 房本满五年 随时看房 
署前，近地铁，安静，框架，有钥匙看房,庙前西街,东山口,1室1厅 ,35.82, 东 , 其他 ,6,1990, 塔楼,4, 4个月以前发布,2350000.0,"65,606元/平",近地铁 VR看装修 房本满五年 随时看房 
越秀区北站路南向方正2房有电梯，满五年唯一,北站路,机场路,2室1厅 ,66.29, 东南 南 , 简装 ,9,1995, 平房,39, 一年前发布,1460000.0,"22,025元/平",VR看装修 房本满五年 随时看房 
桂花岗雕塑公园旁 绿色安静 采光通风好 上车盘,桂花岗,桂花岗,1室1厅 ,30.97, 东南 , 简装 ,8,1996, 塔楼,26, 11个月以前发布,880000.0,"28,415元/平",VR房源 房本满五年 随时看房 
实用大一房一厅，先烈中，框架结构，满五年，越秀区,永福路永福西约,黄花岗,1室1厅 ,34.92, 东 , 简装 ,8,1995, 塔楼,4, 8个月以前发布,1650000.0,"47,251元/平",近地铁 VR看装修 房本满五年 随时看房 
舒适标准1房1厅 电梯好楼层 旺中带静 入读省级 近地铁,波尔多庄园,黄花岗,1室1厅 ,46.48, 西北 , 精装 ,22,2004, 塔楼,0, 1个月以前发布,3300000.0,"70,999元/平",VR看装修 房本满两年 随时看房 
大院管理 环境舒适 配套成熟 平层电梯,明月二路,五羊新城,2室1厅 ,64.89, 北 , 其他 ,9,1989, 塔楼,0, 2个月以前发布,3680000.0,"56,712元/平",近地铁 VR房源 房本满两年 随时看房 
07年楼龄 可明火 双阳台 高楼层视野好,嘉诚国际公寓,水荫,1室1厅 ,64.43, 西南 , 精装 ,29,2007, 塔楼,144, 7个月以前发布,3260000.0,"50,598元/平",VR看装修 房本满五年 随时看房 
东川大厦，西南向采光，户型方正厅出阳台户型，没遮挡,东川大厦,东川路,2室1厅 ,70.21, 西南 , 其他 ,32,2003, 塔楼,7, 8个月以前发布,5250000.0,"74,776元/平",近地铁 VR看装修 房本满五年 随时看房 
靓仔户型，买不了吃亏，买不了上当,天锦大厦,杨箕,2室1厅 ,83.52, 北 , 简装 ,30,2004, 塔楼,27, 6个月以前发布,3600000.0,"43,104元/平",近地铁 VR房源 房本满两年 随时看房 
越秀区 户型格局好  视野宽阔，采光充足,广园西路,桂花岗,1室1厅 ,37.99, 北 南 , 精装 ,9,1993, 塔楼,21, 一年前发布,1000000.0,"26,323元/平",近地铁 VR看装修 房本满五年 随时看房 
辉煌大厦，方正实用，两房诚意出,辉煌大厦,东川路,2室1厅 ,68.38, 东 , 精装 ,31,2004, 塔楼,12, 3个月以前发布,3980000.0,"58,205元/平",近地铁 VR看装修 房本满五年 随时看房 
麓湖公园 雕塑公园 金麓山庄 商品房 方正两房 空气好,金麓山庄,麓景,2室1厅 ,78.22, 西 北 , 其他 ,9,2005, 塔楼,29, 一年前发布,2800000.0,"35,797元/平",VR看装修 房本满两年 随时看房 
华逸锦轩 八一  楼龄新 户型方正 中高楼层,华逸锦轩,五羊新城,2室1厅 ,66.36, 东 北 , 简装 ,27,2004, 塔楼,10, 7个月以前发布,4750000.0,"71,580元/平",VR看装修 房本满五年 随时看房 
教工新村，署前路，二楼，南北向，精装，随时可看房,教工新村,东山口,3室1厅 ,67.53, 南 北 , 精装 ,8,1996, 塔楼,0, 1个月以前发布,5080000.0,"75,226元/平",VR看装修 房本满五年 随时看房 
盘福路电台大院  入省东风西  户型方正,电台大院,盘福,1室1厅 ,44.27, 南 西 北 , 简装 ,7,2000, 塔楼,6, 9个月以前发布,2520000.0,"56,924元/平",VR看装修 房本满五年 随时看房 
中山四路农讲所北京路 南北对流实用两房 温馨港湾,中山四路,农讲所,2室1厅 ,48.35, 南 北 , 精装 ,9,1990, 塔楼,55, 10个月以前发布,2150000.0,"44,468元/平",近地铁 VR看装修 房本满五年 随时看房 
原道路两房 筹备加装电梯 南北对流 户型方正,华侨新村,淘金,2室1厅 ,46.61, 南 , 简装 ,9,1985, 板楼,30, 9个月以前发布,2700000.0,"57,928元/平",近地铁 VR看装修 房本满五年 随时看房 
近5号线动物园地铁站两房，生活便利，方正实用,水荫直街,水荫,2室1厅 ,55.43, 东南 , 简装 ,8,1990, 塔楼,29, 9个月以前发布,2600000.0,"46,907元/平",VR房源 房本满五年 随时看房 
嘉诚精装修两房 户型方正 视野开阔 交通便利 满五年,嘉诚国际公寓,水荫,2室1厅 ,72.42, 西 , 简装 ,29,2007, 塔楼,32, 一年前发布,3600000.0,"49,711元/平",VR看装修 房本满五年 随时看房 
中航大院 管理严格 准备加装电梯 东南朝向 光线充足,中航大厦,东风东,2室1厅 ,86.27, 东南 , 精装 ,7,1986, 塔楼,34, 一年前发布,4750000.0,"55,060元/平",VR看装修 房本满五年 随时看房 
精装修，带25平花园，层高3.1米。,五羊小区,五羊新城,3室1厅 ,81.15, 东南 , 精装 ,9,1986, 塔楼,52, 6个月以前发布,5000000.0,"61,615元/平",VR看装修 房本满五年 随时看房 
金湾畔大厦 2室1厅 东 东北,金湾畔大厦,越秀南,2室1厅 ,96.23, 东 东北 , 精装 ,41,2009, 塔楼,3, 3个月以前发布,6500000.0,"67,547元/平",VR看装修 房本满五年 随时看房 
云鹤南街 方正三房 小区管理 环境安静,环市东路,环市东,3室1厅 ,85.98, 南 北 , 其他 ,9,1996, 塔楼,14, 一年前发布,3850000.0,"44,778元/平",VR看装修 房本满五年 随时看房 
白云路 原装电梯三房   厅出阳台,白云路,东川路,3室1厅 ,96.68, 北 , 精装 ,14,1998, 塔楼,12, 3个月以前发布,5050000.0,"52,235元/平",近地铁 VR看装修 房本满五年 随时看房 
大德路 有位置加装电梯 一梯两户 标准三房户型,大德路,解放南,3室1厅 ,77.13, 东 西 , 简装 ,9,1990, 塔楼,68, 10个月以前发布,2030000.0,"26,320元/平",VR看装修 房本满五年 随时看房 
格局方正，面积实用，环境优美。,华侨新村,淘金,2室1厅 ,44.63, 南 , 精装 ,9,1991, 板楼,57, 一年前发布,2478000.0,"55,524元/平",近地铁 VR看装修 房本满五年 随时看房 
东山一品三期，毛坯，从未住过，南向三房带主套,嘉富广场,水荫,3室1厅 ,111.2, 南 , 毛坯 ,29,2010, 塔楼,11, 2个月以前发布,11800000.0,"106,116元/平",近地铁 VR看装修 房本满五年 随时看房 
东风广场四期小面积 满五  装修好 中楼层 采光好,东风广场,东风东,1室1厅 ,45.0, 东北 , 简装 ,33,2006, 塔楼,4, 4个月以前发布,3680000.0,"81,754元/平",近地铁 VR看装修 房本满五年 随时看房 
碧翠苑小区，首层小户型，环境安静！,碧翠苑,麓景,2室1厅 ,46.21, 东北 , 精装 ,9,1998, 塔楼,38, 一年前发布,1900000.0,"41,117元/平",VR看装修 房本满五年 随时看房 
越秀证，电梯房，八一，单边户型，采光好....,西华路,西华路,2室1厅 ,63.59, 西北 , 简装 ,9,1994, 塔楼,26, 5个月以前发布,2700000.0,"42,460元/平",VR看装修 房本满五年 随时看房 
金晖楼精装2房 满五唯一 省税费 通风采光好 视野开阔,华侨乐园,淘金,2室1厅 ,75.5, 东北 , 精装 ,18,1995, 塔楼,11, 2个月以前发布,4650000.0,"61,590元/平",近地铁 VR看装修 房本满五年 随时看房 
实用两房 安静不吵 有位置加装电梯,水荫直街,水荫,2室1厅 ,71.42, 西南 , 精装 ,8,1990, 塔楼,7, 7个月以前发布,3400000.0,"47,606元/平",近地铁 VR看装修 房本满两年 随时看房 
电梯三房，满五不唯一，东向，格局方正，视野开阔。,粤虹大厦,东川路,3室1厅 ,83.7, 东 , 精装 ,30,2005, 塔楼,10, 11个月以前发布,5600000.0,"66,906元/平",近地铁 VR看装修 房本满五年 随时看房 
电梯 住家装修两房 格局方正 房出阳台,雅景阁,越秀南,2室1厅 ,56.56, 西北 北 , 简装 ,23,2000, 塔楼,41, 3个月以前发布,2630000.0,"46,500元/平",VR房源 房本满两年 随时看房 
五羊E区 南向二房 间隔方正 通风采光好,五羊小区,五羊新城,2室1厅 ,60.9, 南 , 其他 ,9,1986, 塔楼,3, 4个月以前发布,3520000.0,"57,800元/平",近地铁 VR看装修 房本满五年 随时看房 
东川 实用三房 宜住宜租 上车盘,东川路,东川路,3室1厅 ,43.08, 西 , 其他 ,8,1999, 塔楼,3, 6个月以前发布,2600000.0,"60,353元/平",近地铁 VR看装修 房本满两年 随时看房 
商品三房，配套黄花，交通好近地铁，环境干净,环市东路435号大院,黄花岗,3室1厅 ,59.13, 东南 , 精装 ,5,1996, 板楼,28, 10个月以前发布,2880000.0,"48,707元/平",近地铁 VR看装修 房本满五年 随时看房 
三眼井示范小区 电梯实用两房 装修保养好 东南靓向,小北路,小北,2室1厅 ,59.31, 南 , 精装 ,9,1996, 塔楼,46, 7个月以前发布,4150000.0,"69,972元/平",近地铁 VR看装修 房本满五年 随时看房 
麓湖公园 雕塑公园 金麓山庄 商品房 方正两房 空气好,金麓山庄,麓景,2室1厅 ,78.22, 西 北 , 其他 ,9,2005, 塔楼,29, 一年前发布,2800000.0,"35,797元/平",VR看装修 房本满两年 随时看房 
东风广场四期小面积 满五  装修好 中楼层 采光好,东风广场,东风东,1室1厅 ,45.0, 东北 , 简装 ,33,2006, 塔楼,4, 4个月以前发布,3680000.0,"81,754元/平",近地铁 VR看装修 房本满五年 随时看房 
碧翠苑小区，首层小户型，环境安静！,碧翠苑,麓景,2室1厅 ,46.21, 东北 , 精装 ,9,1998, 塔楼,38, 一年前发布,1900000.0,"41,117元/平",VR看装修 房本满五年 随时看房 
海印苑 小区管理 安静二房 南北向,海印苑,东湖,2室1厅 ,70.8, 南 北 , 简装 ,9,1996, 塔楼,32, 7个月以前发布,5150000.0,"72,741元/平",近地铁 VR看装修 房本满五年 随时看房 
东山口培正，南北朝向户型，加装电梯平层，小区管理,海印苑,东湖,2室1厅 ,63.56, 南 北 , 精装 ,9,1996, 塔楼,37, 5个月以前发布,5300000.0,"83,386元/平",VR房源 房本满五年 随时看房 
稀有放盘证过五年马赛克外墙，楼龄新环境好业主诚意卖,东华西路,东川路,3室2厅 ,111.72, 南 , 简装 ,9,1990, 塔楼,2, 2个月以前发布,5600000.0,"50,126元/平",VR看装修 房本满五年 随时看房 
辉煌大厦 东向两房全明  空中花园小区 满五 望小蛮腰,辉煌大厦,东川路,2室1厅 ,85.03, 东 , 简装 ,32,2004, 塔楼,18, 一年前发布,4250000.0,"49,983元/平",近地铁 VR看装修 房本满五年 随时看房 
东方广场 电梯中层一房一厅 房出大阳台通风采光好,东方广场,环市东,1室1厅 ,57.44, 东 , 精装 ,32,1998, 塔楼,0, 10个月以前发布,4280000.0,"74,513元/平",近地铁 VR房源 房本满五年 随时看房 
动物园地铁站旁 东南向采光好 户型方正,水荫路,水荫,2室1厅 ,58.27, 东 南 北 , 其他 ,8,1988, 塔楼,10, 5个月以前发布,3300000.0,"56,633元/平",近地铁 VR看装修 房本满五年 随时看房 
东湖新村  原装电梯两房  格局方正  小区管理,东湖新村,东湖,2室1厅 ,58.01, 东北 , 其他 ,16,1982, 塔楼,15, 6个月以前发布,3400000.0,"58,611元/平",近地铁 VR看装修 房本满五年 随时看房 
户型方正，小区管理，框架结构  使用率高 越秀区云山,永福路89号大院,沙河,3室2厅 ,74.74, 北 , 简装 ,8,1997, 塔楼,16, 一年前发布,2800000.0,"37,464元/平",VR看装修 房本满五年 随时看房 
东方文德 学府气浓 东向双阳台  晨光闪耀,东方文德广场,农讲所,1室1厅 ,59.84, 南 , 其他 ,29,2015, 塔楼,1, 2个月以前发布,6580000.0,"109,960元/平",VR看装修 房本满两年 随时看房 
保利中环广场住宅 南区大套间 建设大马路学 有租客,保利中环广场,建设路,1室0厅 ,41.47, 北 , 其他 ,36,2009, 塔楼,0, 7个月以前发布,3380000.0,"81,505元/平",近地铁 VR看装修 房本满五年 随时看房 
宜安小区 2室1厅 南,宜安小区,建设路,2室1厅 ,49.37, 南 , 简装 ,8,1986, 塔楼,2, 一年前发布,3400000.0,"68,868元/平",近地铁 VR看装修 房本满五年 随时看房 
大院管理，南北对流，明厨明卫，楼顶天台或可利用,先烈中路81号大院,黄花岗,2室1厅 ,59.84, 南 北 , 其他 ,5,2000, 塔楼,2, 1个月以前发布,2980000.0,"49,800元/平",近地铁 VR看装修 房本满五年 随时看房 
低层两房 框架结构 精致装修 南北向 满五年 安静,执信南路,东山口,2室1厅 ,38.98, 南 北 , 精装 ,8,1999, 塔楼,91, 10个月以前发布,1600000.0,"41,047元/平",近地铁 VR看装修 房本满五年 随时看房 
云鹤北街 两房一厅 南北通透 通风采光好,环市东路,环市东,2室1厅 ,77.88, 南 北 , 简装 ,9,1990, 塔楼,1, 1个月以前发布,3690000.0,"47,381元/平",VR看装修 房本满五年 随时看房 
顺景大厦 西南向两房 实用改三房 诚意出让,顺景大厦,杨箕,2室2厅 ,98.91, 西南 , 简装 ,30,1998, 塔楼,3, 6个月以前发布,6200000.0,"62,684元/平",VR看装修 房本满五年 随时看房 
原小北 满五 户型方正 原装电梯 楼龄新 近越秀公园,嘉洲翠庭,小北,1室1厅 ,36.77, 东 , 精装 ,22,2001, 塔楼,7, 9个月以前发布,3230000.0,"87,844元/平",VR房源 房本满五年 随时看房 
大南路低层两房 南北对流 大院管理 一梯两户,大南路,北京路,2室1厅 ,66.74, 南 北 , 简装 ,8,1995, 塔楼,1, 5个月以前发布,2690000.0,"40,306元/平",VR看装修 房本满五年 随时看房 
淘金街大院新净楼龄，华侨旁边。地理位置好，户型实用,淘金路,淘金,1室1厅 ,49.09, 南 , 精装 ,9,1996, 塔楼,2, 4个月以前发布,3250000.0,"66,205元/平",VR看装修 房本满五年 随时看房 
德政中路 秉政小区 东向两房 采光好,德政中路,农讲所,2室1厅 ,51.43, 东南 , 简装 ,7,1990, 塔楼,51, 5个月以前发布,1800000.0,"35,000元/平",近地铁 VR看装修 房本满五年 随时看房 
正佳东方国际 大单间 采光通风好 看房好约 位置好,正佳东方国际,淘金,2室1厅 ,64.83, 东 , 其他 ,55,2009, 塔楼,1, 4个月以前发布,1400000.0,"21,595元/平",近地铁 房本满两年 随时看房 
珠光路   中低楼层  户型方正 格局,珠光路,北京路,2室1厅 ,51.13, 西南 , 简装 ,6,1996, 板楼,5, 5个月以前发布,2100000.0,"41,072元/平",近地铁 VR看装修 房本满五年 随时看房 
丽华大厦南向电梯两房，采光充足，总*低满五年,丽华大厦,东川路,2室1厅 ,78.3, 南 , 简装 ,21,1998, 塔楼,40, 一年前发布,3600000.0,"45,978元/平",近地铁 VR看装修 房本满五年 随时看房 
东川大三房，健身楼层，电梯走流程中,东川路91号大院,东川路,4室2厅 ,100.71, 南 北 , 简装 ,9,1990, 塔楼,0, 3个月以前发布,7500000.0,"74,472元/平",近地铁 VR看装修 房本满五年 随时看房 
东川路，满五，楼下环境好，采光通风好,东川路,东川路,3室1厅 ,87.47, 东北 , 其他 ,9,1988, 塔楼,1, 9个月以前发布,5100000.0,"58,306元/平",近地铁 VR看装修 房本满五年 随时看房 
全新装修，正规两房，户型方正，彩虹桥地铁站上。盖,西华路,西华路,2室2厅 ,46.87, 南 , 精装 ,8,1997, 平房,11, 4个月以前发布,1700000.0,"36,271元/平",近地铁 VR看装修 房本满五年 随时看房 
简单装修 两房一厅 使用率高 交通方便,德兴苑,人民路,2室1厅 ,42.25, 北 , 简装 ,24,1998, 塔楼,20, 一年前发布,1860000.0,"44,024元/平",近地铁 VR看装修 房本满五年 随时看房 
商品满五不唯一，南北朝向，单边位，中楼层采光好,执信南路,东山口,3室1厅 ,65.12, 南 , 精装 ,8,1990, 塔楼,5, 2个月以前发布,3150000.0,"48,373元/平",近地铁 VR看装修 房本满五年 随时看房 
东山精装三房  近中山医 交通便利 带主套,金铭轩,东山口,3室1厅 ,84.33, 东北 , 精装 ,9,2001, 塔楼,37, 5个月以前发布,5600000.0,"66,406元/平",VR看装修 房本满两年 随时看房 
大新路 中层 精装修 实用性大 拎包入住,大新路,海珠广场,1室1厅 ,27.15, 南 , 简装 ,9,1990, 塔楼,8, 5个月以前发布,950000.0,"34,991元/平",VR看装修 房本满五年 随时看房 
此房满五唯一，育才没有用，南北对流，2房,福今路,东山口,2室1厅 ,41.85, 南 , 精装 ,8,1988, 塔楼,3, 1个月以前发布,2990000.0,"71,446元/平",近地铁 VR房源 房本满五年 随时看房 
条形砖外墙 一梯两户 北京路地铁 产权清晰 看房方便,海日苑,海珠广场,3室1厅 ,89.29, 东 , 其他 ,9,1996, 塔楼,1, 1个月以前发布,3000000.0,"33,599元/平",VR房源 房本满五年 随时看房 
原装电梯三房，采光通风无障碍，,东川大厦,东川路,3室1厅 ,94.71, 南 , 简装 ,15,2003, 塔楼,6, 2个月以前发布,6980000.0,"73,699元/平",近地铁 VR看装修 房本满两年 随时看房 
满五省一级中星  大院管理 精装两房一厅 拎包入住南向,太和岗路22号大院,黄花岗,2室1厅 ,41.01, 南 , 精装 ,7,1988, 塔楼,40, 一年前发布,2130000.0,"51,939元/平",VR看装修 房本满五年 随时看房 
框架结构，楼层好，漂亮装修，低总*两房,执信南路,东山口,2室1厅 ,36.65, 东 东南 , 精装 ,8,1990, 塔楼,52, 一年前发布,1760000.0,"48,022元/平",近地铁 VR看装修 房本满两年 随时看房 
东川路 体委大院管理 低层精装三房+花园，实用高,体委大院,东川路,3室1厅 ,65.69, 南 , 精装 ,7,1993, 塔楼,26, 4个月以前发布,5080000.0,"77,333元/平",VR房源 房本满五年 随时看房 
正南向原装电梯两房 户型方正   过五年免重税,景华大厦,东川路,2室2厅 ,101.04, 南 , 简装 ,17,1997, 塔楼,8, 6个月以前发布,5150000.0,"50,970元/平",近地铁 VR看装修 房本满五年 随时看房 
