低密度舒适小区 优质配套 业主很诚意,光大花园中海锦榕湾,工业大道北,3室2厅 ,109.59, 南 , 简装 ,33,2010, 塔楼,1,7,8600000.0,"78,475元/平",VR看装修 房本满五年 随时看房 
过五年唯一物业 楼龄新 舒适三房,滨江水恋,滨江东,3室2厅 ,113.32, 东南 , 精装 ,27,2009, 塔楼,0, 3个月以前发布,10200000.0,"90,011元/平",近地铁 VR看装修 房本满五年 
江南西地铁50米 电梯三房带两卫 装修保养好 实用率90%,江南大道中,江南大道中,3室1厅 ,91.55, 东 南 , 精装 ,12,1988, 塔楼,88, 5个月以前发布,3600000.0,"39,323元/平",近地铁 VR房源 房本满两年 
富基广场B区  楼龄新 海实 精装望江  方正实用,富基广场,滨江中,3室1厅 ,99.49, 北 , 其他 ,44,2012, 塔楼,27, 一年前发布,7500000.0,"75,385元/平",VR看装修 房本满两年 
一线江景大四房，14平方*大阳台，欢迎品鉴！,亿海湾,滨江西,4室2厅 ,174.26, 北 , 精装 ,32,2004, 塔楼,87, 一年前发布,9250000.0,"53,082元/平",VR房源 房本满五年 
中海锦苑，三房望江，视野开阔。,中海锦苑,滨江东,3室2厅 ,148.25, 东北 , 其他 ,37,2000, 板塔结合,22, 8个月以前发布,13800000.0,"93,087元/平",近地铁 VR房源 房本满五年 
珠江帝景苑 精装刚需实用三房户型 南北对流少有放卖,珠江帝景苑,滨江东,3室2厅 ,100.84, 南 北 , 精装 ,20,2007, 塔楼,40, 4个月以前发布,5510000.0,"54,593元/平",近地铁 VR房源 房本满两年 
光大花园二期 南北对流 通风采光好 视野开阔,光大花园榕景四季,工业大道北,4室2厅 ,127.28, 南 北 , 简装 ,16,2004, 塔楼,76, 4个月以前发布,8680000.0,"68,197元/平",近地铁 VR房源 房本满五年 
各付各税 三房南北对流，双阳台，望中大园林望江，,蓝色康园,滨江东,3室2厅 ,125.74, 南 , 其他 ,28,2006, 板楼,171, 一年前发布,12000000.0,"95,436元/平",VR看装修 房本满五年 
南向三房 阳台主卧望江 三面采光 南北对流 层高3米,滨江明珠,滨江东,5室2厅 ,240.06, 南 北 东北 , 其他 ,29,2007, 塔楼,2, 一年前发布,21600000.0,"89,978元/平",VR房源 房本满五年 
高层一线江景，视野开阔，正规大四房,蓝色康园,滨江东,4室2厅 ,157.5, 西北 , 精装 ,28,2006, 板楼,10, 5个月以前发布,13000000.0,"82,540元/平",VR看装修 房本满两年 
配套完善 交通便利 电梯实用四房 江南西地铁300米,穗南大厦,前进路,4室2厅 ,117.82, 东北 , 简装 ,22,1990, 塔楼,42, 一年前发布,4500000.0,"38,194元/平",近地铁 VR房源 房本满五年 
电梯三房南向，近地铁，无抵押按揭,前进路(海珠),前进路,3室2厅 ,79.81, 南 , 简装 ,9,1998, 塔楼,35, 一年前发布,3250000.0,"40,722元/平",近地铁 VR看装修 房本满五年 
房子是双阳台的，安静望花园 间隔方正  通风采光很好,金雅苑,滨江东,3室2厅 ,111.12, 东南 , 精装 ,9,1998, 塔楼,4, 4个月以前发布,5400000.0,"48,597元/平",VR看装修 房本满五年 
此房子满五年，少见高层复式，享受土豪生活,逸景翠园,广州大道南,6室2厅 ,245.83, 北 , 简装 ,12,2004, 塔楼,25, 10个月以前发布,13500000.0,"54,916元/平",VR房源 房本满五年 
滨江东仅有的两梯一层一户稀有房产,中信君庭,滨江东,5室2厅 ,423.94, 南 北 , 简装 ,37,2004, 塔楼,4, 2个月以前发布,33000000.0,"77,842元/平",VR房源 房本满五年 
刚需实用三房户型，南北对流带主卫，税少。,珠江帝景苑,滨江东,3室2厅 ,101.0, 南 北 , 精装 ,20,2007, 塔楼,16, 3个月以前发布,5520000.0,"54,593元/平",近地铁 VR房源 房本满五年 
江南大道中 3室1厅 东,江南大道中,江南大道中,3室1厅 ,79.82, 东 , 精装 ,9,1986, 塔楼,0, 1个月以前发布,3200000.0,"40,091元/平",近地铁 VR看装修 房本满五年 
光大花园 大型花园小区 复式四房 安静望花园,光大花园,工业大道北,4室2厅 ,141.4, 北 , 简装 ,6,2000, 塔楼,108, 9个月以前发布,6380000.0,"45,121元/平",近地铁 VR房源 房本满五年 
南村路宝光里 精装私家天台已开发 省级宝玉直无占用,南村路,江南大道中,3室2厅 ,81.77, 西南 南 , 精装 ,2,2018, 平房,65, 一年前发布,3680000.0,"45,005元/平",近地铁 VR房源 房本满两年 
光大花园三期榕岸4房三卫南北对流带入户看江过五唯一,光大花园榕岸,工业大道北,4室2厅 ,167.49, 东南 , 精装 ,33,2006, 塔楼,91, 10个月以前发布,13660000.0,"81,558元/平",近地铁 VR看装修 房本满五年 
珠江广场4期 一线江景房 三梯四户 过五年唯一省税,珠江广场,滨江东,5室2厅 ,236.97, 东北 , 其他 ,31,2005, 塔楼,2, 2个月以前发布,24500000.0,"103,389元/平",近地铁 VR房源 房本满五年 
滨江1933南北对流三房 户型上档次 装修保养好,滨江1933,滨江西,3室2厅 ,211.98, 南 北 , 精装 ,32,2007, 塔楼,22, 10个月以前发布,13000000.0,"61,327元/平",近地铁 VR看装修 房本满五年 
三房带主套 南北对流 居家三代同堂 临江小区 管理严格,海琴湾宜利苑,滨江东,3室2厅 ,118.62, 南 北 , 简装 ,9,2000, 塔楼,34, 11个月以前发布,7800000.0,"65,757元/平",近地铁 VR看装修 房本满五年 
柏蕙花园 方正三房南向带主套 业主自住保养好,柏蕙花园,滨江东,3室1厅 ,121.0, 东 南 , 简装 ,15,2002, 塔楼,2, 2个月以前发布,7650000.0,"63,224元/平",VR看装修 房本满五年 
东西向望江，视野开阔，无遮挡保养好,光大花园榕岸,工业大道北,4室2厅 ,148.43, 西北 , 其他 ,33,2006, 塔楼,12, 5个月以前发布,12000000.0,"80,847元/平",近地铁 VR看装修 房本满五年 
昌岗原装电梯花园小区 大三房 满五唯一 方便看房,金昌大厦,昌岗,3室1厅 ,92.95, 南 , 精装 ,25,1999, 塔楼,30, 5个月以前发布,3800000.0,"40,883元/平",近地铁 VR房源 房本满五年 
翠城花园，三房带主套 双阳台 凤凰层（非顶楼）,翠城花园,江燕路,3室1厅 ,100.5, 东北 , 其他 ,33,2009, 塔楼,2, 3个月以前发布,7280000.0,"72,438元/平",近地铁 VR房源 房本满五年 
安静望花园五房 带15方平台花园,珠江帝景苑,滨江东,5室2厅 ,162.99, 东北 , 精装 ,13,2007, 塔楼,4, 2个月以前发布,8900000.0,"54,593元/平",近地铁 VR房源 房本满五年 
海意名苑 条形砖外墙 楼龄新 2房改3房 满五唯一,海意名苑,江南大道中,2室2厅 ,76.86, 西南 , 简装 ,10,1999, 塔楼,38, 8个月以前发布,2300000.0,"29,925元/平",近地铁 VR看装修 房本满两年 
客村地铁口 精装修三房 东南向单边 望泳池 采光充足,愉景雅苑,新港西,3室2厅 ,102.34, 东南 , 其他 ,12,2000, 塔楼,12, 5个月以前发布,7290000.0,"71,234元/平",近地铁 VR看装修 房本满五年 
市区顶复户型 50平方平台花园 南北通透 省级宝玉直,宏宇广场,宝岗,6室3厅 ,268.8, 南 北 , 其他 ,33,2000, 塔楼,4, 3个月以前发布,11800000.0,"43,899元/平",VR房源 房本满五年 
江南西商圈 马赛克外墙近地铁 旺中带静,嘉丽苑,江南大道中,3室1厅 ,73.69, 东 东北 , 精装 ,9,1998, 塔楼,42, 一年前发布,3200000.0,"43,426元/平",VR看装修 房本满两年 
同福西地铁口 *科华庭 三房大阳台,万科金域华庭,同福,3室1厅 ,94.89, 南 , 其他 ,33,2012, 塔楼,24, 一年前发布,7000000.0,"73,770元/平",近地铁 VR房源 房本满五年 
装修保养好 正规三房两卫 格局好 使用率 视野开阔,海印南苑,东晓路,3室1厅 ,117.0, 东南 , 简装 ,28,2000, 塔楼,8, 10个月以前发布,6300000.0,"53,847元/平",VR看装修 房本满两年 
满五唯一  原装电梯房  精装修交楼  近晓港公园,东晓花园,东晓路,3室2厅 ,101.39, 北 , 精装 ,20,1998, 塔楼,7, 3个月以前发布,4200000.0,"41,425元/平",VR看装修 房本满五年 
朗晴居二期 高层望江单位 夜景美不胜收,朗晴居二期,滨江中,5室2厅 ,236.98, 北 , 精装 ,31,2000, 塔楼,54, 一年前发布,15800000.0,"66,673元/平",VR看装修 房本满五年 
海洋研究所 带平台花园 正规4房南北朝向 主阳台朝南,海洋研究所宿舍,新港西,4室2厅 ,106.91, 东 南 北 , 简装 ,7,1999, 塔楼,12, 3个月以前发布,5880000.0,"55,000元/平",近地铁 VR看装修 房本满五年 
晓港花苑  正规四房  南向看晓港公园 有天台独立使用,晓港花苑,前进路,4室1厅 ,213.59, 东南 东北 , 精装 ,25,1998, 塔楼,32, 一年前发布,10290000.0,"48,177元/平",VR看装修 房本满五年 
愉景雅苑 自住保养好 3+1房 满五年 好房,愉景雅苑,新港西,3室2厅 ,107.54, 东北 , 精装 ,12,2002, 塔楼,8, 2个月以前发布,6280000.0,"58,397元/平",近地铁 VR看装修 房本满五年 
邻近小蛮腰景区 中轴线上三房 通风采光良好 优质配套,泊雅湾,滨江东,3室2厅 ,99.39, 东 西 , 精装 ,18,2008, 塔楼,4, 6个月以前发布,10000000.0,"100,614元/平",近地铁 VR房源 房本满两年 
信达阳光海岸 两梯两户 通透格局 高层望江 南北向,信达阳光海岸,滨江东,4室2厅 ,287.83, 南 北 , 精装 ,30,2009, 塔楼,55, 一年前发布,45000000.0,"156,343元/平",VR房源 房本满五年 
此房满五唯一 东南向 视野开阔 采光通风好 交通便利,宝怡阁,滨江东,3室2厅 ,123.0, 东南 , 简装 ,30,2000, 塔楼,4, 5个月以前发布,8200000.0,"66,667元/平",VR看装修 房本满五年 
顺华名庭 电梯高层 业主诚心放卖 近双地铁 户型方正,顺华名庭,新港西,1室1厅 ,46.07, 西北 , 其他 ,20,2001, 塔楼,0,15,1670000.0,"36,250元/平",近地铁 VR房源 房本满两年 随时看房 
漂亮装修 西北一线望江 四房 景观好,珠江广场,滨江东,4室2厅 ,149.34, 西北 , 精装 ,31,2000, 塔楼,10, 10个月以前发布,15500000.0,"103,791元/平",近地铁 VR看装修 房本满五年 
顺景雅苑   三期电梯直上   园林小区  大两房舒适,顺景雅苑,新港西,2室2厅 ,91.26, 北 , 其他 ,15,2005, 塔楼,4, 4个月以前发布,4600000.0,"50,406元/平",近地铁 VR房源 房本满五年 
海逸花园精装修大2房 户型房子实用 采光通风很好,海逸花园,江南大道中,2室1厅 ,71.4, 南 , 简装 ,31,2002, 塔楼,108, 一年前发布,3200000.0,"44,818元/平",近地铁 VR看装修 房本满五年 
此房满五唯一，格局合理，安静舒适,光大花园中海锦榕湾,工业大道北,3室1厅 ,124.95, 西北 , 简装 ,33,2010, 塔楼,17, 一年前发布,9900000.0,"79,232元/平",VR看装修 房本满五年 
翠城花园，三房带主套 双阳台 凤凰层（非顶楼）,翠城花园,江燕路,3室1厅 ,100.5, 东北 , 其他 ,33,2009, 塔楼,2, 3个月以前发布,7280000.0,"72,438元/平",近地铁 VR房源 房本满五年 
客村地铁口 精装修三房 东南向单边 望泳池 采光充足,愉景雅苑,新港西,3室2厅 ,102.34, 东南 , 其他 ,12,2000, 塔楼,12, 5个月以前发布,7290000.0,"71,234元/平",近地铁 VR看装修 房本满五年 
市区顶复户型 50平方平台花园 南北通透 省级宝玉直,宏宇广场,宝岗,6室3厅 ,268.8, 南 北 , 其他 ,33,2000, 塔楼,4, 3个月以前发布,11800000.0,"43,899元/平",VR房源 房本满五年 
昌岗原装电梯花园小区 大三房 满五唯一 方便看房,金昌大厦,昌岗,3室1厅 ,92.95, 南 , 精装 ,25,1999, 塔楼,30, 5个月以前发布,3800000.0,"40,883元/平",近地铁 VR房源 房本满五年 
安静望花园五房 带15方平台花园,珠江帝景苑,滨江东,5室2厅 ,162.99, 东北 , 精装 ,13,2007, 塔楼,4, 2个月以前发布,8900000.0,"54,593元/平",近地铁 VR房源 房本满五年 
高雅湾 南北向大4房 户型方正 南北对流 采光通风好,高雅湾,滨江东,4室2厅 ,152.75, 南 北 , 其他 ,31,2010, 塔楼,10, 6个月以前发布,15000000.0,"98,200元/平",VR看装修 房本满五年 
金穗雅苑 南向复式 双阳台 诚意出*,金穗雅园,广州大道南,5室2厅 ,232.97, 南 , 精装 ,12,2004, 塔楼,77, 一年前发布,13000000.0,"55,802元/平",VR房源 房本满五年 
恒龙苑 3室2厅 东南,恒龙苑,宝岗,3室2厅 ,124.59, 东南 , 其他 ,31,1998, 塔楼,20, 一年前发布,5480000.0,"43,985元/平",VR房源 房本满五年 
此房满五唯一，产权清晰原装电梯三房二卫近江南西地铁,江南翠菊园,江南大道中,3室2厅 ,117.0, 东北 , 其他 ,27,2003, 塔楼,15, 一年前发布,5380000.0,"45,983元/平",近地铁 VR房源 房本满五年 
双地铁小区 正南向三面单边安静望花园3+1大3房,愉景雅苑,新港西,3室1厅 ,106.0, 南 , 简装 ,11,2000, 塔楼,32, 10个月以前发布,6800000.0,"64,151元/平",近地铁 VR看装修 房本满两年 
市二宫成熟商圈 电梯三房 近地铁生活交通便利,侨宏大厦,前进路,3室1厅 ,121.97, 东北 , 其他 ,22,1999, 板塔结合,23, 一年前发布,3250000.0,"26,646元/平",近地铁 VR看装修 房本满五年 
新一城旁电梯三房 南北对流通风采光佳 马赛克外墙,宝岗大道,宝岗,3室2厅 ,104.96, 东 西 , 简装 ,9,1999, 暂无数据,53, 一年前发布,3600000.0,"34,299元/平",VR看装修 房本满五年 
东南向三房带主套 市二宫地铁站300米 2011年花园小区,力迅时光里,江南大道中,3室2厅 ,112.1, 东南 , 精装 ,32,2011, 塔楼,88, 11个月以前发布,6890000.0,"61,463元/平",近地铁 VR看装修 房本满五年 
东翠花园金麟台，精装三房，通风采光好。,东翠花园金麟台,东晓路,3室1厅 ,103.52, 东 , 精装 ,28,2003, 塔楼,1, 1个月以前发布,6720000.0,"64,915元/平",VR看装修 房本满五年 
汇美景台，复式一线望江，视野开阔，景观好,汇美景台,滨江东,5室2厅 ,290.27, 北 , 精装 ,33,2003, 塔楼,148, 一年前发布,34000000.0,"117,133元/平",VR房源 房本满五年 
二期蕞笋一套，高层望小蛮腰漂亮景色，可以看房,华标涛景湾,滨江中,5室2厅 ,218.59, 东北 , 其他 ,31,2004, 塔楼,62, 一年前发布,17500000.0,"80,059元/平",近地铁 VR房源 房本满五年 
满五唯一，户型方正，东南向看小区花园,中海名都,滨江中,4室2厅 ,127.0, 东南 , 简装 ,38,2003, 塔楼,98, 一年前发布,9980000.0,"78,583元/平",VR看装修 房本满五年 
中海锦苑 中空复式，一线江景，很靓,中海锦苑,滨江东,4室2厅 ,296.51, 东北 , 简装 ,37,2000, 板塔结合,0, 4个月以前发布,29057000.0,"97,997元/平",近地铁 VR房源 房本满五年 
此房满五唯一 免除税费，装修保养新 采光好 通风好,明珠花园(海珠区),东晓路,3室2厅 ,110.0, 东南 , 精装 ,33,1996, 塔楼,12, 5个月以前发布,4500000.0,"40,910元/平",VR房源 房本满五年 
装修保养好 正规三房两卫 格局好 使用率 视野开阔,海印南苑,东晓路,3室2厅 ,117.13, 东 , 简装 ,28,2000, 塔楼,7, 6个月以前发布,6100000.0,"52,079元/平",VR看装修 房本满五年 
滨江东一线江边楼盘，高层东南向，视野开阔无遮挡,海琴湾,滨江东,3室2厅 ,129.79, 西南 , 简装 ,32,2002, 板塔结合,28, 10个月以前发布,9880000.0,"76,123元/平",近地铁 VR房源 房本满五年 
电梯大三房两卫 正南向 双大阳台 单边位 实用率高,万寿路,前进路,3室2厅 ,161.12, 南 , 精装 ,9,2000, 塔楼,245, 一年前发布,5960000.0,"36,992元/平",VR看装修 房本满五年 
电梯平层 精装南向三房改四房 天台花园独立使用,晓园新村晓园南,昌岗,3室1厅 ,85.26, 南 北 , 精装 ,9,2005, 塔楼,5, 3个月以前发布,3500000.0,"41,051元/平",近地铁 VR看装修 房本满两年 
过5年免重税 单边位 南北对流 业主诚心放卖,柏蕙花园,滨江东,3室2厅 ,102.15, 北 , 精装 ,16,2005, 塔楼,31, 5个月以前发布,6400000.0,"62,653元/平",近地铁 VR房源 房本满五年 
全明房 新装修 昌岗商圈 近地铁,南翠苑,昌岗,3室2厅 ,106.62, 东 , 精装 ,9,1999, 塔楼,36, 一年前发布,4250000.0,"39,862元/平",VR看装修 房本满五年 
高档小区管理 高楼层精装修 拎包入住,可逸家园,江南西,2室1厅 ,85.87, 东北 , 精装 ,29,2010, 塔楼,39, 一年前发布,6400000.0,"74,532元/平",近地铁 VR看装修 房本满五年 
户型方正 小区环境好  配套成熟,愉景雅苑,新港西,5室2厅 ,171.9, 西 , 精装 ,11,2000, 塔楼,4, 9个月以前发布,11200000.0,"65,155元/平",近地铁 VR房源 房本满五年 
同福睿府 开发商样板房装修 大四房带主套 南北双阳台,中海联同福睿府,宝岗,4室1厅 ,147.46, 东 东南 南 北 东北 , 其他 ,31,2015, 塔楼,0, 1个月以前发布,10880000.0,"73,783元/平",近地铁 VR看装修 房本满五年 
情怀江南西玫瑰园复式5房奔三胎 安静 富力海珠城,玫瑰园,江南西,5室2厅 ,170.0, 东北 , 精装 ,7,2000, 塔楼,71, 一年前发布,8330000.0,"49,000元/平",VR房源 房本满五年 
明珠花园电梯三房 精装修 满五年 看房方便,明珠花园(海珠区),东晓路,3室2厅 ,95.42, 东北 , 精装 ,28,1995, 塔楼,1, 3个月以前发布,4250000.0,"44,540元/平",近地铁 VR看装修 房本满五年 
光大二期，正规四房 望花园 精装修，业主诚心放卖,光大花园榕景四季,工业大道北,4室2厅 ,153.19, 南 , 精装 ,18,2004, 塔楼,2, 1个月以前发布,9700000.0,"63,321元/平",近地铁 VR房源 房本满五年 
花园小区管理 南向 三房两卫 满五 楼层好,明珠花园(海珠区),东晓路,3室1厅 ,110.0, 南 , 其他 ,33,1997, 塔楼,4, 4个月以前发布,4800000.0,"43,637元/平",VR看装修 房本满五年 
嘉仕花园东区 三房带主套 厨房客厅宽敞 户型实用方正,嘉仕花园东区,滨江东,3室2厅 ,128.99, 南 西南 , 精装 ,33,2006, 塔楼,9, 3个月以前发布,9280000.0,"71,944元/平",VR房源 房本满五年 
新港西路大院  南向精装三房 加装电梯在筹备中,新港西路143号大院,中大,3室2厅 ,66.29, 南 , 精装 ,9,1996, 塔楼,49, 6个月以前发布,2100000.0,"31,679元/平",近地铁 VR看装修 房本满两年 
金穗东苑 装修很新净 花了好多钱 南向视野开阔,金穗东苑,赤岗,4室2厅 ,327.21, 东 南 , 其他 ,22,2008, 塔楼,7, 3个月以前发布,19500000.0,"59,595元/平",VR房源 房本满五年 
电梯楼。交通生话交通方便。楼下就是宝玉直有。宝岗大,可逸豪苑,宝岗,4室2厅 ,139.81, 南 北 , 其他 ,29,2007, 塔楼,11, 一年前发布,8770000.0,"62,728元/平",近地铁 VR看装修 房本满五年 
