双地铁 临江物业 户型方正 装修新净,悦涛雅苑,黄埔区府,2室2厅 ,67.36, 北 , 精装 ,13,2000, 塔楼,0,6,2820000.0,"41,865元/平",近地铁 VR房源 房本满五年 随时看房 
佳兆业城市广场双层双钥匙，楼下就有商场。,佳兆业城市广场,沙村,2室2厅 ,51.0, 南 , 其他 ,21,2021, 塔楼,22, 一年前发布,1060000.0,"20,785元/平",房本满两年 随时看房 
峰湖御景精品三房，中高楼层，视野好,峰湖御境,科学城,3室2厅 ,90.7, 西北 , 其他 ,33,2018, 塔楼,5, 一年前发布,3760000.0,"41,456元/平",VR看装修 房本满两年 随时看房 
精装修中，高楼层大楼层，板块主推,金碧世纪花园,大沙地,3室2厅 ,108.44, 南 , 简装 ,32,2006, 塔楼,30, 一年前发布,5800000.0,"53,486元/平",VR房源 房本满两年 随时看房 
看房方便..业主有心卖.户型方正,保利越秀岭南林语,科学城,3室2厅 ,117.0, 南 北 , 其他 ,32,2016, 塔楼,54, 一年前发布,5000000.0,"42,736元/平",VR看装修 房本满两年 随时看房 
石化生活区一房一厅，楼层好，采光视野好,石化生活区,文冲,1室1厅 ,35.91, 南 , 简装 ,6,1976, 塔楼,9, 3个月以前发布,1150000.0,"32,025元/平",近地铁 VR看装修 房本满两年 随时看房 
万科幸福誉 精装两房 业主诚心出* 采光好,万科幸福誉,知识城,2室1厅 ,74.0, 东北 , 精装 ,26,2014, 板塔结合,17, 一年前发布,2600000.0,"35,136元/平",近地铁 VR看装修 房本满两年 随时看房 
满五年免增值税，无贷款，无占用户口 通风采光好,金碧领秀国际,黄埔区府,1室0厅 ,33.34, 北 , 精装 ,33,2007, 塔楼,4, 一年前发布,1440000.0,"43,124元/平",VR房源 房本满五年 随时看房 
科城山庄峻森园 房子无抵押  看房方便,科城山庄峻森园,科学城,2室1厅 ,77.35, 南 , 精装 ,18,2015, 塔楼,23, 7个月以前发布,3030000.0,"39,118元/平",VR看装修 房本满五年 随时看房 
此房源采光好保养好，随时看房。,广州绿地城,知识城,2室2厅 ,73.95, 北 , 精装 ,33,2017, 板塔结合,1, 2个月以前发布,2170000.0,"29,345元/平",VR看装修 房本满两年 随时看房 
腾飞中新里  大三房  楼层好 近地铁项目,腾飞园中新里,知识城,3室2厅 ,113.0, 南 , 毛坯 ,26,2016, 塔楼,1, 4个月以前发布,2800000.0,"24,779元/平",近地铁 VR看装修 房本满两年 随时看房 
腾飞园中新里 大三房 地铁口旁 交通便捷 采光通风好,腾飞园中新里,知识城,3室2厅 ,111.6, 南 , 精装 ,25,2016, 塔楼,2, 5个月以前发布,3020000.0,"27,061元/平",近地铁 VR房源 房本满两年 随时看房 
主套带全屋定制家私 家电 保养好 可拎包入住,实地常春藤,科学城,3室2厅 ,96.94, 北 , 精装 ,29,2017, 塔楼,9, 2个月以前发布,2080000.0,"21,457元/平",VR看装修 房本满两年 随时看房 
南向 满五唯一富春山居 精装修 户型方正 采光视野好,雅居乐富春山居,科学城,2室2厅 ,82.99, 南 , 精装 ,9,2014, 塔楼,493, 10个月以前发布,2480000.0,"29,869元/平",近地铁 VR房源 房本满五年 随时看房 
小区介绍，税费解析，适宜人群。,实地常春藤,科学城,3室1厅 ,97.0, 北 , 精装 ,29,2017, 塔楼,27, 一年前发布,2300000.0,"23,712元/平",VR看装修 房本满两年 随时看房 
业主诚心出*，上学方便，房子无遮挡，出行方便,实地常春藤,科学城,2室2厅 ,70.37, 北 , 精装 ,33,2018, 塔楼,144, 一年前发布,1720000.0,"24,443元/平",VR看装修 房本满两年 随时看房 
时代春树里B区四房 业主诚心出 保养好 户型方正,时代春树里,香雪,4室2厅 ,113.49, 西南 , 精装 ,26,2016, 塔楼,9, 6个月以前发布,3850000.0,"33,924元/平",VR看装修 房本满两年 随时看房 
金梦小三房 总JIA低  满五省增值税 全屋尚品定制,万科金色梦想,香雪,3室2厅 ,77.03, 西北 , 精装 ,28,2015, 板塔结合,188, 一年前发布,2680000.0,"34,792元/平",VR看装修 房本满五年 随时看房 
低总JIA小三房，刚需首 选，中楼层视野通风采光好,万科金色梦想,香雪,3室2厅 ,75.86, 东北 , 精装 ,34,2015, 板塔结合,9, 4个月以前发布,2800000.0,"36,911元/平",VR看装修 房本满两年 随时看房 
石化生活区 中间位置 安静不吵 中间楼层 南北对流,石化生活区,文冲,1室1厅 ,35.91, 南 , 简装 ,6,1976, 塔楼,19, 11个月以前发布,1000000.0,"27,848元/平",近地铁 VR房源 房本满五年 随时看房 
奥园春晓毛坯房诚意放卖 带车位，欢迎看房,奥园春晓,科学城,3室1厅 ,89.72, 北 , 毛坯 ,18,2014, 塔楼,3, 一年前发布,2500000.0,"27,865元/平",VR看装修 房本满两年 随时看房 
科城山庄锦泽园 南向两房 望山景 满五年,科城山庄锦泽园,科学城,2室2厅 ,83.38, 南 , 精装 ,18,2015, 塔楼,1, 2个月以前发布,3270000.0,"39,118元/平",近地铁 VR看装修 房本满五年 随时看房 
金碧世纪花园 中楼层望花园 满五省税 安静大两房,金碧世纪花园,大沙地,2室1厅 ,74.68, 东北 , 简装 ,17,2003, 塔楼,0, 1个月以前发布,3620000.0,"48,474元/平",VR房源 房本满五年 随时看房 
新福港鼎峰精装修三房、采光视野好，业主诚心卖,新福港鼎峰,科学城,3室2厅 ,87.9, 南 北 , 简装 ,17,2015, 塔楼,0, 1个月以前发布,3890000.0,"44,156元/平",近地铁 VR看装修 房本满两年 随时看房 
带大平台 三房 低于市 场成 交 急需资金周转,越秀保利爱特城,香雪,3室2厅 ,87.65, 北 , 精装 ,18,2016, 塔楼,52, 11个月以前发布,2080000.0,"23,731元/平",VR看装修 房本满两年 随时看房 
包税 奥园香雪公馆三房 出门就是地铁口 笋盘急卖,奥园香雪公馆,香雪,3室2厅 ,94.18, 南 北 , 精装 ,22,2017, 塔楼,36, 一年前发布,4300000.0,"45,658元/平",近地铁 VR看装修 房本满两年 随时看房 
科城山庄峻森园2房  71.30m²,科城山庄峻森园,科学城,2室2厅 ,71.3, 西 , 精装 ,18,2015, 塔楼,21, 7个月以前发布,2790000.0,"39,118元/平",VR房源 房本满两年 随时看房 
适宜人群，小区介绍，交通出行，,珠江嘉园,科学城,2室2厅 ,83.0, 东南 , 精装 ,16,2017, 塔楼,57, 一年前发布,1850000.0,"22,290元/平",VR看装修 房本满两年 随时看房 
视野开阔   安静望山景  全新未入住,峰湖御境,科学城,2室2厅 ,77.59, 北 , 精装 ,33,2018, 塔楼,12, 11个月以前发布,2830000.0,"36,474元/平",VR看装修 房本满两年 随时看房 
满五，朝南，望花园，安静，离小区门近,龙光峰景华庭,科学城,3室1厅 ,91.57, 南 , 精装 ,18,2009, 塔楼,3, 1个月以前发布,2610000.0,"28,463元/平",VR房源 房本满五年 随时看房 
金碧世纪花园 过五唯一三房   交通便利 看房方便,金碧世纪花园,大沙地,3室2厅 ,84.68, 东南 , 简装 ,17,2004, 塔楼,46, 7个月以前发布,4200000.0,"49,599元/平",VR看装修 房本满五年 随时看房 
东荟城低楼层小三房，阳台看小区花园,万科东荟城,香雪,3室2厅 ,86.12, 北 , 精装 ,33,2016, 塔楼,76, 7个月以前发布,3180000.0,"36,926元/平",VR看装修 房本满两年 随时看房 
刚需三房，望植树公园，空气很清新，安静舒适。,时代春树里,香雪,3室1厅 ,81.69, 东北 , 精装 ,34,2017, 塔楼,83, 11个月以前发布,2750000.0,"33,664元/平",VR看装修 房本满两年 随时看房 
珠江嘉园 3室1厅 南,珠江嘉园,科学城,3室1厅 ,110.9, 南 , 精装 ,16,2015, 塔楼,5, 6个月以前发布,2550000.0,"22,994元/平",VR看装修 房本满两年 
珠江嘉园，南向大三房，望花园安静 视野开阔,珠江嘉园,科学城,3室2厅 ,113.3, 南 北 , 精装 ,17,2015, 塔楼,15, 5个月以前发布,3200000.0,"28,244元/平",VR看装修 房本满两年 
珠江嘉园精装三房诚心 望花园 高楼层,珠江嘉园,科学城,3室2厅 ,110.0, 南 , 精装 ,11,2015, 塔楼,4, 10个月以前发布,2800000.0,"25,455元/平",VR看装修 房本满两年 
南向高楼层保养好，税费少，*达新开，商，业发达,宏康花园宏康和园,开发东区,3室1厅 ,94.04, 东南 , 精装 ,15,2007, 塔楼,149, 一年前发布,2580000.0,"27,436元/平",VR看装修 房本满五年 
珠江嘉园，南北对流，楼龄新，户型方正实用,珠江嘉园,科学城,3室2厅 ,110.84, 南 , 其他 ,16,2017, 塔楼,2, 7个月以前发布,2800000.0,"25,262元/平",VR看装修 房本满两年 
精装修三房 业主诚心出*  到*就卖,天虹花园,大沙地,4室1厅 ,88.0, 北 , 其他 ,9,2006, 塔楼,98, 一年前发布,3270000.0,"37,160元/平",近地铁 VR看装修 房本满五年 
满二年，中高楼层，视野好，保养好，诚意出*,奥园香雪公馆,香雪,2室1厅 ,82.77, 北 , 其他 ,32,2017, 塔楼,23, 一年前发布,4250000.0,"51,348元/平",近地铁 VR看装修 房本满两年 
电梯荔园两房，高楼层视野棒，业主自住,荔园小区,黄埔区府,2室1厅 ,73.11, 南 , 精装 ,9,1995, 塔楼,12, 一年前发布,2980000.0,"40,761元/平",VR房源 房本满五年 
凯信东方华庭 高层两房 视野采光好 租金可达3000元.,凯信东方华庭,开发东区,2室1厅 ,79.9, 北 , 精装 ,17,2005, 塔楼,12, 11个月以前发布,2000000.0,"25,032元/平",VR看装修 房本满五年 
精装温馨三房、采光通风好良好、业主诚心放卖,实地常春藤,科学城,3室2厅 ,99.33, 南 北 , 精装 ,33,2018, 塔楼,4, 7个月以前发布,3090000.0,"31,109元/平",VR看装修 房本满两年 
春树里实用三房，安静采光好，格局方正，采光通风良,时代春树里,香雪,3室2厅 ,81.71, 北 , 其他 ,35,2017, 塔楼,46, 一年前发布,3250000.0,"39,775元/平",VR看装修 房本满两年 
越秀保利爱特城 南北对流三房两卫望小区花园 诚心放卖,越秀保利爱特城,香雪,3室2厅 ,99.0, 北 , 其他 ,18,2016, 塔楼,7, 一年前发布,3080000.0,"31,112元/平",VR看装修 房本满两年 
满五南向三房，户型方正，采光通方视野好,龙光峰景华庭,科学城,3室2厅 ,91.8, 南 , 精装 ,18,2009, 塔楼,25, 一年前发布,2620000.0,"28,463元/平",VR看装修 房本满五年 
骏鸿花园 交通便利 配套成熟 近地铁,骏鸿花园,黄埔区府,2室1厅 ,67.53, 南 北 , 精装 ,6,2005, 塔楼,17, 7个月以前发布,2400000.0,"35,540元/平",VR看装修 房本满两年 
格局方正，南北对流，中楼层，采光通风好,实地常春藤,科学城,3室2厅 ,94.85, 西南 , 精装 ,32,2015, 塔楼,5, 一年前发布,3090000.0,"32,578元/平",VR看装修 房本满两年 
时代春树里  81平 实用三房，安静不吵 看公园,时代春树里,香雪,3室2厅 ,81.9, 北 , 其他 ,26,2016, 塔楼,14, 一年前发布,2970000.0,"36,264元/平",VR看装修 房本满两年 
近地铁5号线 中楼层  大三房户型方正 通风采光好,银丰花园,黄埔区府,3室2厅 ,124.97, 东北 , 精装 ,9,1999, 塔楼,29, 一年前发布,3710000.0,"29,660元/平",近地铁 VR房源 房本满五年 
林语竖厅大三房，两梯四户，户型方正楼层好,保利越秀岭南林语,科学城,3室2厅 ,117.17, 南 , 精装 ,33,2016, 塔楼,19, 6个月以前发布,5330000.0,"45,490元/平",VR看装修 房本满五年 
万科城市花园一期实用精致两房 园林社区 装修保养好,万科城市花园,文冲,2室2厅 ,73.0, 西北 , 精装 ,11,2003, 塔楼,7, 7个月以前发布,3010000.0,"41,176元/平",VR看装修 房本满五年 
怡港花园，双地铁口物业，楼层好，视野好，配套好！,怡港花园,黄埔区府,3室2厅 ,87.35, 东北 , 简装 ,24,2006, 塔楼,50, 一年前发布,2930000.0,"33,509元/平",VR看装修 房本满五年 
区府旁的三房，房子保养好，交通便捷,宝能文化广场,科学城,3室2厅 ,127.17, 南 北 , 精装 ,31,2018, 塔楼,2, 6个月以前发布,7000000.0,"55,045元/平",近地铁 VR房源 房本满两年 
小区旁边是植树公园可散步跑步，门口6号线延长线站点,时代春树里,香雪,4室2厅 ,111.52, 南 , 精装 ,18,2016, 塔楼,5, 11个月以前发布,4460000.0,"39,993元/平",VR看装修 房本满两年 
珠江嘉园东南向三房中楼层视野开阔采光好快满五省重税,珠江嘉园,科学城,3室2厅 ,101.0, 东南 , 精装 ,32,2015, 塔楼,63, 6个月以前发布,2080000.0,"20,595元/平",VR看装修 房本满两年 
海关大院 满五年 安静不吵，居住舒适,海关大院,黄埔区府,2室2厅 ,88.34, 东南 , 其他 ,9,1998, 塔楼,4, 11个月以前发布,3200000.0,"36,224元/平",VR看装修 房本满五年 
港湾路 精装两房 交通便利 装修保养好,港湾路,大沙地,2室1厅 ,64.92, 南 北 , 精装 ,7,1995, 塔楼,42, 一年前发布,2550000.0,"39,280元/平",近地铁 VR看装修 房本满五年 
户型方正 东南向望江 采光好 电梯两房改三房,榕景园,黄埔区府,2室2厅 ,85.22, 东南 , 简装 ,9,2001, 塔楼,8, 5个月以前发布,3500000.0,"41,071元/平",VR房源 房本满五年 
海关大院优质房源卖点详情介绍以及讲解,海关大院,黄埔区府,3室1厅 ,104.25, 西南 , 其他 ,30,1998, 塔楼,4, 一年前发布,3910000.0,"37,506元/平",VR看装修 房本满五年 
越秀保利爱特城 4室2厅 南 北,越秀保利爱特城,香雪,4室2厅 ,129.04, 南 北 , 其他 ,33,2016, 塔楼,5, 一年前发布,5160000.0,"39,988元/平",VR看装修 房本满两年 
金色梦想三房，装修时尚，值得拥有，诚心*可谈,万科金色梦想,香雪,3室2厅 ,86.35, 西南 , 精装 ,29,2015, 板塔结合,26, 一年前发布,3500000.0,"40,533元/平",VR看装修 房本满两年 
奥园香雪公馆 南北对流 户型方正 通风采光好,奥园香雪公馆,香雪,2室2厅 ,79.87, 北 , 简装 ,22,2017, 塔楼,26, 一年前发布,4000000.0,"50,082元/平",近地铁 VR看装修 房本满两年 
实地常春藤二期，南北通透，中高层无遮挡，科技小区,实地常春藤,科学城,3室2厅 ,96.74, 南 , 精装 ,29,2018, 塔楼,4, 7个月以前发布,3200000.0,"33,079元/平",VR看装修 房本满两年 
方正南向三房，花园式小区，楼间距宽。业主自住保养好,富力悦禧花园,开发东区,3室2厅 ,86.96, 南 , 其他 ,33,2017, 塔楼,2, 5个月以前发布,2580000.0,"29,669元/平",VR看装修 房本满两年 
业主诚意出，交通便利，小区环境好,万科城,科学城,4室2厅 ,171.44, 东 西 , 精装 ,16,2009, 板塔结合,4, 8个月以前发布,5660000.0,"33,005元/平",近地铁 VR房源 房本满五年 
腾飞园高层漂亮大3房南向的房子转让！,腾飞园中新里,知识城,3室2厅 ,112.58, 南 , 精装 ,25,2016, 塔楼,8, 4个月以前发布,3050000.0,"27,092元/平",近地铁 VR看装修 房本满两年 
港湾一村 2室1厅 东,港湾一村,大沙地,2室1厅 ,64.01, 东 , 精装 ,7,1995, 塔楼,2, 9个月以前发布,2980000.0,"46,556元/平",近地铁 VR看装修 房本满两年 
业主诚心放卖，高楼层视野开阔。,奥园春晓,科学城,3室1厅 ,89.0, 北 , 精装 ,15,2014, 塔楼,91, 一年前发布,3300000.0,"37,079元/平",近地铁 VR看装修 房本满两年 
荔园小区 电梯南向三房 三阳台 使用率高,荔园小区,黄埔区府,3室2厅 ,86.74, 南 北 , 简装 ,8,1995, 塔楼,6, 4个月以前发布,3100000.0,"35,739元/平",近地铁 VR看装修 房本满五年 
荔香花园 高楼层南向大两房 电梯加装中,荔香花园,黄埔区府,2室2厅 ,80.09, 南 , 精装 ,9,1996, 塔楼,1, 6个月以前发布,3200000.0,"39,956元/平",VR看装修 房本满五年 
山景城实用三房，户型端正，采光充足。,万科山景城,科学城,3室2厅 ,94.26, 南 北 , 其他 ,35,2015, 塔楼,10, 10个月以前发布,3350000.0,"35,540元/平",VR看装修 房本满两年 
奥园春晓中高层3房   精装修望花园,奥园春晓,科学城,3室2厅 ,89.46, 北 , 其他 ,18,2014, 塔楼,11, 一年前发布,3750000.0,"41,919元/平",近地铁 VR看装修 房本满两年 
鱼珠CBD鱼珠双地铁口旁 鱼木小区框架三房可公积金贷款,鱼木小区,鱼珠,3室1厅 ,71.24, 东南 , 简装 ,8,1993, 塔楼,20, 6个月以前发布,3180000.0,"44,638元/平",近地铁 VR看装修 房本满五年 
宏康花园一期 2室1厅 东北,宏康花园一期,开发东区,2室1厅 ,83.71, 东北 , 简装 ,9,2004, 板楼,13, 10个月以前发布,1590000.0,"18,995元/平",VR看装修 房本满五年 
岭南林语精装3房 保养好 业主诚意出* 带车位,保利越秀岭南林语,科学城,3室2厅 ,106.68, 南 , 精装 ,33,2015, 塔楼,55, 一年前发布,4750000.0,"44,526元/平",VR看装修 房本满五年 
小区绿化 率高，楼间距大，外观清新，户型实用,越秀保利爱特城,香雪,3室2厅 ,82.76, 南 , 精装 ,18,2016, 塔楼,22, 6个月以前发布,2580000.0,"31,175元/平",VR看装修 房本满两年 
黄埔东区正规三房 繁华中的安静户型证过五年唯一税费,宏康花园五期宏康东筑,开发东区,3室2厅 ,89.91, 东 , 精装 ,20,2009, 塔楼,12, 7个月以前发布,2530000.0,"28,140元/平",VR房源 房本满五年 
宏康五期满五唯一 东南向 高层 户型方正 安静不靠大路,宏康花园五期宏康东筑,开发东区,2室2厅 ,82.22, 东南 , 精装 ,22,2009, 塔楼,2, 2个月以前发布,1930000.0,"23,474元/平",VR房源 房本满五年 
龙光峰景华庭 南向中层 三房 望别墅区  满五年不唯一,龙光峰景华庭,科学城,3室2厅 ,92.8, 南 , 其他 ,18,2009, 塔楼,62, 一年前发布,2650000.0,"28,463元/平",VR看装修 房本满五年 
