此小区位于广州后花园之都从化流溪河。,翰林国际,旧城区,4室2厅 ,118.34, 南 , 精装 ,11,2018, 板楼,14, 10个月以前发布,1080000.0,"9,127元/平",VR看装修 房本满两年 随时看房 
大城云山 近地铁 户型方正 采光通风好,大城云山,太平镇,3室2厅 ,95.98, 北 , 毛坯 ,22,2018, 塔楼,3, 7个月以前发布,1195000.0,"12,451元/平",近地铁 VR看装修 房本满两年 
格局好：户型方正，实用率高，楼层适中，位置好。,骏逸湖畔花苑,太平镇,3室2厅 ,89.12, 西南 , 其他 ,16,2017, 暂无数据,1, 一年前发布,1075000.0,"12,063元/平",VR房源 房本满两年 
一楼带花.园，居住舒适，带装修大三房,紫泉翠荔嘉园,太平镇,3室2厅 ,90.56, 南 北 , 其他 ,6,2008, 塔楼,1, 10个月以前发布,1620000.0,"17,889元/平",VR看装修 房本满五年 
华标荔苑 地铁口 电梯两房 视野好无遮挡,华标荔苑,太平镇,2室2厅 ,91.63, 西南 , 精装 ,12,2013, 塔楼,5, 6个月以前发布,1250000.0,"13,642元/平",近地铁 VR看装修 房本满两年 
本小区配套成熟，相对其他楼盘设施完善，生活便利。,人盛巴厘天地,神岗镇,3室2厅 ,100.67, 东北 , 简装 ,10,2013, 塔楼,19, 一年前发布,1030000.0,"10,232元/平",VR看装修 房本满五年 
珠江壹城3房2厅2卫，前方无遮挡，视野很好,珠江壹城,神岗镇,3室2厅 ,118.37, 西南 , 其他 ,27,2018, 板塔结合,5, 一年前发布,1720000.0,"14,531元/平",VR看装修 房本满两年 
紫泉翠荔嘉园 南向格局好 通透户型,紫泉翠荔嘉园,太平镇,2室2厅 ,66.0, 西南 , 简装 ,6,2006, 板楼,54, 一年前发布,850000.0,"12,879元/平",VR看装修 房本满五年 
巴厘天地，绿化较高，适合居住。,人盛巴厘天地,神岗镇,3室2厅 ,119.87, 东南 , 毛坯 ,17,2011, 塔楼,10, 一年前发布,1160000.0,"9,678元/平",VR看装修 房本满五年 
南向望荔枝林，景色优美。户型方正，空气好。,紫泉流溪湾,太平镇,2室2厅 ,76.61, 南 , 其他 ,17,2016, 板楼,11, 一年前发布,1030000.0,"13,445元/平",VR看装修 房本满五年 
紫泉流溪湾 精装两房 享受别墅配套,紫泉流溪湾,太平镇,2室2厅 ,81.41, 西南 , 其他 ,17,2018, 板楼,2, 11个月以前发布,1150000.0,"14,127元/平",VR看装修 房本满两年 
珠江壹城4房2厅2卫，证过二，楼层很好,珠江壹城,神岗镇,4室2厅 ,144.75, 西南 , 精装 ,28,2017, 板塔结合,7, 8个月以前发布,1645000.0,"11,365元/平",近地铁 VR房源 房本满两年 
流溪河山庄 2室2厅 南,流溪河山庄,赤草,2室2厅 ,75.59, 南 , 其他 ,6,2011, 板楼,7, 7个月以前发布,620000.0,"8,203元/平",VR房源 房本满两年 
华标荔苑 地铁物业 中楼层 户型方正 采光好,华标荔苑,太平镇,1室1厅 ,44.6, 北 , 精装 ,6,2013, 塔楼,1, 1个月以前发布,600000.0,"13,453元/平",近地铁 VR看装修 房本满五年 
太平圈中、配套成熟、交通出行便。,智汇国际,太平镇,1室0厅 ,47.33, 北 , 其他 ,25,2016, 塔楼,1, 7个月以前发布,380000.0,"8,029元/平",近地铁 房本满两年 
富力泉天下 3室2厅 南,富力泉天下,温泉镇,3室2厅 ,100.4, 南 , 精装 ,18,2013, 塔楼,0,8,980000.0,"9,761元/平",VR房源 房本满两年 
方圆明月山溪 1室1厅 北,方圆明月山溪,温泉镇,1室1厅 ,58.0, 北 , 其他 ,18,2014, 塔楼,0,18,580000.0,"10,000元/平",VR房源 房本满五年 
富力泉天下 4室2厅 南,富力泉天下,温泉镇,4室2厅 ,199.9, 南 , 其他 ,3, 塔楼 , 联排别墅 ,0,19,2490000.0,"12,457元/平",VR房源 房本满五年 
上城湾畔   南向 单位 三房,上城湾畔B区,江浦街,3室2厅 ,95.54, 南 , 精装 ,10,2009, 塔楼,0, 2个月以前发布,1778000.0,"18,611元/平",近地铁 VR房源 房本满五年 
流溪御景别墅，精装修，没入住，居住舒适,珠光流溪御景,赤草,7室2厅 ,191.13, 东南 , 精装 ,3,2014, 暂无数据,0,2,3280000.0,"17,162元/平",VR房源 房本满两年 
荔山雅筑精装修大四房，户型方正，采光好，带家私家电,荔山雅筑,赤草,4室2厅 ,156.22, 南 北 , 其他 ,7,2013, 塔楼,2, 4个月以前发布,3150000.0,"20,164元/平",近地铁 房本满两年 
一生之城，一生所享之城，别墅大盘,珠江壹城,神岗镇,5室2厅 ,407.34, 东南 , 毛坯 ,2,2003, 板塔结合,6, 一年前发布,5600000.0,"13,748元/平",房本满五年 随时看房 
户型方正，景色优美。空气良好。通风采光,紫泉流溪湾,太平镇,5室2厅 ,296.67, 西北 东北 , 其他 ,3,2015, 板楼,4, 6个月以前发布,5800000.0,"19,551元/平",房本满五年 随时看房 
风景秀美，自然环境青幽迷人，交通便利,逸泉山庄,赤草,4室3厅 ,280.51, 东南 , 毛坯 ,3,2011, 暂无数据,4, 一年前发布,5000000.0,"17,825元/平",房本满五年 随时看房 
富力泉天下 3室2厅 东南,富力泉天下,温泉镇,3室2厅 ,190.79, 东南 , 毛坯 ,3,2014, 塔楼,2, 一年前发布,2180000.0,"11,427元/平",房本满两年 
从化东方夏湾拿别墅区 地段繁华、绿化好、宜居生态,东方夏湾拿,太平镇,5室3厅 ,267.52, 东南 , 精装 ,3,2013, 板塔结合,24, 一年前发布,4100000.0,"15,326元/平",房本满五年 
富力泉天下 精装小独栋 业主自住 保养新净,富力泉天下,温泉镇,3室2厅 ,226.43, 东南 , 精装 ,3,2012, 塔楼,4, 一年前发布,3680000.0,"16,253元/平",房本满两年 
方圆明月山溪 6室2厅 东南,方圆明月山溪,温泉镇,6室2厅 ,368.04, 东南 , 毛坯 ,3,2014, 塔楼,3, 3个月以前发布,2770000.0,"7,527元/平",房本满五年 
保利桃花源 3室2厅 南 北,保利桃花源,江浦街,3室2厅 ,125.64, 南 北 , 精装 ,5, 塔楼 , 联排别墅 ,0, 1个月以前发布,1950000.0,"15,521元/平",房本满两年 随时看房 
巴厘电梯3房，毛坯可自己设计装修，小区环境舒适,人盛巴厘天地,神岗镇,3室2厅 ,129.61, 南 , 其他 ,17,2012, 塔楼,1, 一年前发布,1250000.0,"9,645元/平",VR看装修 房本满两年 随时看房 
空气清新   负离子空气   优质的森林别墅,富力泉天下,温泉镇,10室3厅 ,206.85, 东 , 其他 ,3,2014, 塔楼,17, 7个月以前发布,2250000.0,"10,878元/平",房本满两年 
富力泉天下 5室2厅 东 西,富力泉天下,温泉镇,5室2厅 ,190.96, 东 西 , 毛坯 ,3,2013, 塔楼,4, 一年前发布,2880000.0,"15,082元/平",房本满两年 随时看房 
富力泉天下 3室2厅 南 北,富力泉天下,温泉镇,3室2厅 ,100.4, 南 北 , 简装 ,18,2013, 塔楼,1, 1个月以前发布,790000.0,"7,869元/平",房本满五年 
碧桂园地铁口物业/此房满二产权清晰/南向望花园位置。,荔山雅筑,赤草,3室2厅 ,103.0, 南 , 其他 ,26,2019, 塔楼,0,3,1050000.0,"10,195元/平",近地铁 VR房源 房本满两年 随时看房 
空气清新 负离子空气 优质的森林 视野开阔配套完善,富力泉天下,温泉镇,5室2厅 ,218.66, 南 , 其他 ,3,2014, 塔楼,0, 10个月以前发布,4500000.0,"20,580元/平",房本满五年 
近地铁500米即买即收租 可以租给酒店 只可一次性交易,新光百德广场,太平镇,1室0厅 ,44.55, 南 , 精装 ,16,2014, 塔楼,4, 5个月以前发布,300000.0,"6,735元/平",近地铁 房本满五年 
近地铁500米即买即收租 可以租给酒店 只可一次性交易,新光百德广场,太平镇,1室1厅 ,44.4, 东南 , 精装 ,16,2014, 塔楼,2, 5个月以前发布,296000.0,"6,667元/平",近地铁 房本满五年 
华标荔苑  小户型 地铁站200米 采光充足,华标荔苑,太平镇,1室1厅 ,47.12, 南 , 简装 ,6,2013, 塔楼,6, 10个月以前发布,660000.0,"14,007元/平",近地铁 VR看装修 房本满五年 
楼层好，采光充足，配套设施齐全，地铁口200米,华标荔苑,太平镇,1室1厅 ,46.15, 南 北 , 简装 ,6,2013, 塔楼,16, 6个月以前发布,650000.0,"14,085元/平",近地铁 VR看装修 房本满五年 
新光百德广场 1室0厅 东南,新光百德广场,太平镇,1室0厅 ,44.4, 东南 , 精装 ,16,2014, 塔楼,0, 5个月以前发布,296000.0,"6,667元/平",近地铁 房本满五年 
急急急  大城云山  自住靓装修 楼层好,大城云山,太平镇,3室2厅 ,113.59, 东北 , 精装 ,11,2016, 塔楼,2, 6个月以前发布,1550000.0,"13,646元/平",近地铁 VR房源 房本满五年 
南北对流户型  楼间距宽  刚需小2房,紫泉翠荔嘉园,太平镇,2室1厅 ,67.33, 南 , 精装 ,6,2007, 塔楼,2, 5个月以前发布,890000.0,"13,219元/平",VR看装修 房本满两年 
华标荔苑 精装小户型 采光充足,华标荔苑,太平镇,1室1厅 ,47.14, 东南 , 精装 ,6,2013, 塔楼,7, 10个月以前发布,735000.0,"15,592元/平",近地铁 VR看装修 房本满五年 
智汇国际  写字楼 证过二带租约,智汇国际,太平镇,2室1厅 ,94.29, 东 , 简装 ,25,2016, 塔楼,7, 一年前发布,730000.0,"7,743元/平",近地铁 房本满五年 
御湖城 低密度社区，精装修家私齐全,君源御湖城,江浦街,3室2厅 ,99.97, 南 , 其他 ,16,2012, 塔楼,0, 10个月以前发布,1130000.0,"11,304元/平",VR看装修 房本满两年 
单*低总*低，视野开阔，业主买的一手房闲置看中就卖,利泰花林湖畔,鳌头镇,2室2厅 ,81.75, 北 , 毛坯 ,9,2012, 塔楼,5, 一年前发布,600000.0,"7,340元/平",VR看装修 房本满五年 
时代名苑 3室2厅 南 北,时代名苑,旧城区,3室2厅 ,108.61, 南 北 , 精装 ,9,2000, 塔楼,2, 2个月以前发布,1400000.0,"12,891元/平",VR看装修 房本满五年 
南向中高楼层 视野开阔 业主急卖,利泰花林湖畔,鳌头镇,2室1厅 ,79.27, 南 , 毛坯 ,11,2013, 塔楼,5, 9个月以前发布,590000.0,"7,443元/平",VR看装修 房本满五年 
新光*德 电梯南向1房 带阳台,新光百德广场,太平镇,1室1厅 ,40.43, 南 , 精装 ,16,2014, 塔楼,142, 一年前发布,280000.0,"6,926元/平",近地铁 房本满五年 
房子业主诚心卖，业主房子保养好，房子不临街,智汇国际,太平镇,1室0厅 ,51.9, 北 , 精装 ,25,2016, 塔楼,1, 7个月以前发布,400000.0,"7,708元/平",近地铁 房本满两年 
高楼层，采光充足 户型方正 满二,新光百德广场,太平镇,1室0厅 ,44.4, 东北 , 精装 ,16,2014, 塔楼,17, 5个月以前发布,260000.0,"5,856元/平",近地铁 房本满五年 
小区风景宜人、绿树成荫、环境优雅，房内光线充足,君源御湖城,江浦街,2室2厅 ,81.0, 北 , 精装 ,16,2011, 塔楼,2, 6个月以前发布,700000.0,"8,642元/平",VR看装修 房本满五年 
地铁口，视野开阔，户型采光充足，全新装修,大城云山,太平镇,1室2厅 ,49.3, 东北 , 精装 ,22,2016, 塔楼,5, 2个月以前发布,680000.0,"13,794元/平",近地铁 VR看装修 房本满两年 
流溪湾精装1房 流溪河边绿道旁,紫泉流溪湾,太平镇,1室1厅 ,40.92, 北 东北 , 简装 ,17,2018, 板楼,1, 6个月以前发布,650000.0,"15,885元/平",VR看装修 房本满两年 
户型方正，楼间距宽，视野无遮挡，采光好,云星钱隆天誉,太平镇,2室2厅 ,69.51, 西南 , 毛坯 ,25,2017, 塔楼,2, 7个月以前发布,850000.0,"12,229元/平",VR看装修 房本满五年 
华标荔苑 太平地铁口200米 一房一厅,华标荔苑,太平镇,1室1厅 ,46.88, 东 北 , 毛坯 ,6,2013, 塔楼,12, 一年前发布,680000.0,"14,506元/平",近地铁 VR看装修 房本满五年 
望谷温泉小镇 1室1厅 北,望谷温泉小镇,温泉镇,1室1厅 ,50.61, 北 , 简装 ,18,2013, 暂无数据,0, 1个月以前发布,360000.0,"7,114元/平",VR房源 房本满五年 
大小区  神岗市场边  电梯房,人盛巴厘天地,神岗镇,2室2厅 ,86.93, 东南 , 精装 ,18,2018, 塔楼,0, 1个月以前发布,980000.0,"11,274元/平",VR看装修 房本满两年 
从化温泉旅游区，三面环山，南临流溪河,方圆明月山溪,温泉镇,1室1厅 ,39.29, 东南 , 精装 ,18,2014, 塔楼,31, 一年前发布,400000.0,"10,181元/平",VR看装修 房本满五年 
智慧国际，近地铁口，出行方便，适合办公,智汇国际,太平镇,1室0厅 ,40.59, 西北 , 简装 ,25,2016, 塔楼,0, 1个月以前发布,400000.0,"9,855元/平",近地铁 房本满两年 
精装复式 内转单位 采光好 视眼开阔,智汇国际,太平镇,2室1厅 ,73.26, 南 , 精装 ,25,2016, 塔楼,1, 7个月以前发布,990000.0,"13,514元/平",近地铁 房本满五年 
美景单位，小区环境优美，配套齐全,人盛巴厘天地,神岗镇,3室2厅 ,83.97, 南 , 精装 ,17,2014, 塔楼,1, 5个月以前发布,980000.0,"11,671元/平",VR房源 房本满五年 
高楼层，采光充足，视野开阔，交通方便,新光百德广场,太平镇,1室1厅 ,39.59, 东北 , 精装 ,16,2014, 塔楼,2, 8个月以前发布,310000.0,"7,831元/平",近地铁 房本满五年 
近地铁500米即买即收租 可以租给酒店 只可一次性交易,新光百德广场,太平镇,2室2厅 ,76.56, 南 , 精装 ,16,2014, 塔楼,21, 5个月以前发布,500000.0,"6,531元/平",近地铁 房本满五年 
近地铁500米即买即收租 可以租给酒店 只可一次性交易,新光百德广场,太平镇,2室1厅 ,76.54, 南 , 精装 ,16,2014, 塔楼,12, 5个月以前发布,500000.0,"6,533元/平",近地铁 房本满五年 
近地铁口。环境优美，交通便利，出行便捷,新光百德广场,太平镇,1室0厅 ,44.33, 西北 , 精装 ,16,2014, 塔楼,1, 1个月以前发布,299000.0,"6,745元/平",近地铁 房本满两年 
高楼层，采光充足，视野开阔，交通方便,新光百德广场,太平镇,1室0厅 ,40.43, 南 , 精装 ,16,2014, 塔楼,10, 10个月以前发布,300000.0,"7,421元/平",近地铁 房本满五年 
此房南向格局好 通透户型 阳台望小区绿化,紫泉翠荔嘉园,太平镇,2室2厅 ,68.0, 西南 , 简装 ,6,2007, 塔楼,4, 4个月以前发布,850000.0,"12,500元/平",VR看装修 房本满五年 
高楼层，采光充足，视野开阔，交通方便,新光百德广场,太平镇,1室1厅 ,44.33, 东北 , 精装 ,16,2014, 塔楼,8, 9个月以前发布,310000.0,"6,994元/平",近地铁 房本满五年 
新光百德广场 1室1厅 东南,新光百德广场,太平镇,1室1厅 ,44.4, 东南 , 其他 ,16,2014, 塔楼,1, 5个月以前发布,288000.0,"6,487元/平",近地铁 房本满五年 
新光百德广场 1室1厅 东南,新光百德广场,太平镇,1室1厅 ,44.45, 东南 , 精装 ,16,2014, 塔楼,3, 5个月以前发布,296000.0,"6,660元/平",近地铁 房本满五年 
近地铁500米即买即收租 可以租给酒店 只可一次性交易,新光百德广场,太平镇,1室0厅 ,56.86, 东南 , 精装 ,16,2014, 塔楼,3, 5个月以前发布,360000.0,"6,332元/平",近地铁 房本满五年 
高楼层，采光充足 户型方正 满二，只可一次性交易,新光百德广场,太平镇,1室0厅 ,44.4, 东北 , 精装 ,16,2014, 塔楼,9, 5个月以前发布,260000.0,"5,856元/平",近地铁 房本满五年 
新光百德广场 太平地铁口 好出租,新光百德广场,太平镇,1室1厅 ,44.4, 西北 , 简装 ,16,2014, 塔楼,20, 5个月以前发布,250000.0,"5,631元/平",近地铁 房本满五年 
近地铁500米即买即收租 可以租给酒店 只可一次性交易,新光百德广场,太平镇,1室0厅 ,44.55, 南 , 精装 ,16,2014, 塔楼,4, 5个月以前发布,300000.0,"6,735元/平",近地铁 房本满五年 
智汇国际 复式 楼层好 视野开阔 南向,智汇国际,太平镇,1室0厅 ,40.95, 西南 , 毛坯 ,25,2016, 塔楼,4, 一年前发布,520000.0,"12,699元/平",近地铁 房本满五年 
人盛大厦 2室1厅 北,人盛大厦,旧城区,2室1厅 ,61.89, 北 , 精装 ,9,2000, 暂无数据,3, 7个月以前发布,780000.0,"12,604元/平",VR房源 房本满五年 
汉中紫薇苑 2室2厅 东北,汉中紫薇苑,江浦街,2室2厅 ,91.99, 东北 , 精装 ,18,2017, 塔楼,1, 2个月以前发布,1150000.0,"12,502元/平",近地铁 VR看装修 房本满两年 
华标荔苑  楼梯中层  看房方便,华标荔苑,太平镇,2室1厅 ,73.93, 东北 , 毛坯 ,6,2013, 塔楼,133, 一年前发布,830000.0,"11,227元/平",近地铁 VR看装修 随时看房 
三面环山，南临流溪河，拥有丰富的原生态资源。,方圆明月山溪,温泉镇,1室1厅 ,44.81, 东南 , 其他 ,18,2014, 塔楼,0, 4个月以前发布,450000.0,"10,043元/平",VR看装修 房本满两年 
中楼层，小户型，近地铁，绿化高，适合养老,大城云山,太平镇,1室1厅 ,49.48, 东南 , 其他 ,22,2018, 塔楼,21, 7个月以前发布,590000.0,"11,925元/平",近地铁 VR看装修 房本满两年 
紫泉流溪湾五期， 风景优美，格局方正，,紫泉流溪湾,太平镇,1室1厅 ,40.92, 西北 , 其他 ,17,2018, 板楼,6, 一年前发布,630000.0,"15,396元/平",VR看装修 房本满两年 
逸泉山庄地铁口小区 大双拼 大花园 中空客厅,逸泉山庄,赤草,5室3厅 ,219.43, 南 北 , 毛坯 ,3, 暂无数据 , 独栋别墅 ,3, 6个月以前发布,5000000.0,"22,787元/平",近地铁 VR房源 房本满五年 
真温泉入户  小区旁是温泉旅游区，适合度假养生,望谷温泉小镇,温泉镇,1室1厅 ,51.36, 南 , 其他 ,18,2013, 暂无数据,6, 10个月以前发布,450000.0,"8,762元/平",VR看装修 房本满两年 
望谷温泉小镇 1室1厅 南,望谷温泉小镇,温泉镇,1室1厅 ,51.36, 南 , 其他 ,18,2013, 暂无数据,2, 一年前发布,600000.0,"11,683元/平",VR看装修 房本满五年 
花园路(从化) 2室1厅 南,花园路(从化),太平镇,2室1厅 ,59.32, 南 , 其他 ,5,2003, 塔楼,0, 3个月以前发布,750000.0,"12,644元/平",VR房源 房本满两年 
新光百德广场 1室0厅 东北,新光百德广场,太平镇,1室0厅 ,44.4, 东北 , 其他 ,16,2014, 塔楼,1, 3个月以前发布,299000.0,"6,735元/平",近地铁 房本满五年 
高层  南向  景观很漂亮 此房业主诚意方盘,方圆明月山溪,温泉镇,1室1厅 ,39.3, 南 , 其他 ,18,2014, 塔楼,1, 6个月以前发布,430000.0,"10,942元/平",VR看装修 房本满五年 
高楼层，采光充足 配套齐全 即买即收租,新光百德广场,太平镇,1室0厅 ,55.92, 东北 , 简装 ,16,2014, 塔楼,14, 6个月以前发布,290000.0,"5,186元/平",近地铁 房本满五年 
14号线太平站新光*德 交通便利 带租出*,新光百德广场,太平镇,1室0厅 ,40.05, 东南 , 精装 ,16,2014, 塔楼,27, 一年前发布,280000.0,"6,992元/平",近地铁 房本满五年 
此房新装修，改了两房，楼层好，视野开阔，交通便利,新光百德广场,太平镇,1室0厅 ,56.0, 东南 , 简装 ,16,2014, 塔楼,0, 一年前发布,500000.0,"8,929元/平",近地铁 房本满两年 
此房源小户型，小区特有，税费低。,华标荔苑,太平镇,2室2厅 ,85.07, 西南 , 精装 ,6,2013, 塔楼,0, 6个月以前发布,1150000.0,"13,519元/平",近地铁 VR看装修 房本满五年 
