合一国际 南向 三房有主套 漂亮装修  中空大厅,合一国际,同和,3室1厅 ,69.16, 南 , 精装 ,18,2006, 塔楼,44, 9个月以前发布,3380000,"48,873元/平",近地铁 VR房源 房本满两年 随时看房 
富力城南区 正南向望花园四房 户型方正,富力城南区,夏茅,4室2厅 ,124.25, 南 , 精装 ,18,2007, 塔楼,8, 一年前发布,4700000,"37,827元/平",VR看装修 房本满五年 
畔山大宅 坐落白云山 倚靠麓湖 复式两层六房 私人车库,御鹿华轩山畔雍庭,麓景,6室3厅 ,326.89, 东南 南 , 精装 ,5,1998, 板楼,8, 7个月以前发布,20000000,"61,183元/平",VR房源 房本满五年 
房子通风采光好，视野开阔，满五唯一,白云骏景家园,黄石,6室2厅 ,182.11, 北 , 简装 ,11,2003, 塔楼,9, 5个月以前发布,6500000,"35,693元/平",VR房源 房本满五年 
时代花生大户型，楼层好南向望小区花园，业主诚心出卖,时代花生Ⅱ,同和,5室1厅 ,123.53, 南 , 简装 ,32,2014, 塔楼,0, 1个月以前发布,6000000,"48,572元/平",近地铁 VR看装修 房本满五年 
高层南向望花园，无遮挡视野，采光通风好,佳兆业天御,京溪,3室2厅 ,92.93, 东南 南 , 其他 ,18,2017, 塔楼,2, 6个月以前发布,7350000,"79,092元/平",近地铁 VR房源 房本满两年 
春庭花园  明亮四房 通风透亮,春庭花园,元下田,4室2厅 ,139.04, 东北 , 简装 ,9,1999, 塔楼,58, 一年前发布,2950000,"21,217元/平",近地铁 VR房源 房本满五年 
客厅宽敞，通风采光好，房屋面积配比合理,南湖半山东苑,南湖,3室2厅 ,114.75, 西北 , 精装 ,28,2005, 塔楼,16, 9个月以前发布,3150000,"27,451元/平",VR房源 房本满五年 
白云-改善-大户型南北对流-中楼层，景观好，视野开阔,一品湖山,南湖,5室2厅 ,189.95, 南 北 , 精装 ,16,2011, 塔楼,7, 3个月以前发布,8600000,"45,276元/平",VR看装修 房本满五年 
云山熹景稀有大四房两卫 三开间南向 视野开阔无遮挡,云山熹景,梅花园,4室2厅 ,134.74, 东南 南 , 精装 ,11,2008, 塔楼,13, 3个月以前发布,7750000,"57,519元/平",VR房源 房本满五年 
交通便利 方正实用 采光通风好,同和云苑新村,同和,3室2厅 ,106.4, 东 , 精装 ,7,1995, 塔楼,119, 7个月以前发布,2520000,"23,685元/平",近地铁 VR看装修 房本满两年 
南北向高层住宅，小区环境好人车分流,越秀星汇云城,同和,3室2厅 ,89.21, 北 , 精装 ,32,2017, 塔楼,14, 7个月以前发布,5000000,"56,048元/平",VR房源 房本满五年 
富力城 北区 安静 复式4房 保养好,富力城北区,夏茅,4室2厅 ,79.37, 北 , 精装 ,12,2008, 塔楼,11, 6个月以前发布,3160000,"39,814元/平",VR房源 房本满五年 
恒大绿洲 精装大5房 东南向看花园 带部分家私,恒大绿洲花园,金沙洲,5室2厅 ,295, 东南 , 精装 ,31,2008, 塔楼,36, 一年前发布,11700000,"39,662元/平",近地铁 VR看装修 房本满五年 
山水庭苑 3室1厅 南,山水庭苑,南湖,3室1厅 ,157.55, 南 , 其他 ,12,2007, 塔楼,20, 一年前发布,6000000,"38,084元/平",VR看装修 房本满五年 
山畔雍庭  山脚下的物业   一梯两户  南北对流,御鹿华轩山畔雍庭,麓景,4室1厅 ,166.8, 南 北 , 其他 ,5,1998, 板楼,17, 一年前发布,6500000,"38,969元/平",VR房源 房本满五年 
有天有地，有属于自己的花园，还有温馨的家,桐林别墅,南湖,4室2厅 ,291.89, 东南 西北 , 精装 ,2, 暂无数据 , 联排别墅 ,38, 一年前发布,12000000,"41,112元/平",VR房源 房本满五年 
金域蓝湾 1房 高层 南北对流  满五年 有钥匙,金域蓝湾,金沙洲,1室1厅 ,46.21, 南 , 其他 ,11,2008, 板楼,0,14,2300000,"49,773元/平",近地铁 VR看装修 房本满五年 随时看房 
新世界嘉云府  顶楼复式单位   南向望花园   视野开阔,新世界嘉云府,嘉禾望岗,4室3厅 ,175.81, 南 , 精装 ,7,2008, 板楼,22, 10个月以前发布,11000000,"62,568元/平",VR房源 房本满五年 
业主很有诚意卖，装修保养好，可直接拎包入住,越秀星汇云城,同和,3室2厅 ,98.18, 西北 , 精装 ,32,2017, 塔楼,85, 一年前发布,4570000,"46,548元/平",VR看装修 房本满两年 
富力城 高楼层 东南向四房 户型漂亮 少有放盘,富力城南区,夏茅,4室2厅 ,156.81, 东南 , 精装 ,18,2007, 塔楼,0, 4个月以前发布,5580000,"35,585元/平",VR看装修 房本满五年 
交通便利，采光通风好，格局方正，小区很好的位置。,同和云苑新村,同和,3室1厅 ,88.5, 西北 , 简装 ,8,2000, 塔楼,15, 3个月以前发布,2080000,"23,503元/平",近地铁 VR看装修 房本满五年 
高层大户五房，两梯三户，低密度环境,富力城北区,夏茅,5室2厅 ,79.86, 东北 , 精装 ,12,2008, 塔楼,0, 1个月以前发布,2600000,"32,557元/平",VR看装修 房本满五年 
城西标准南向一房一厅，采光通风好。,城西花园,金沙洲,1室1厅 ,48, 南 , 其他 ,7,1999, 塔楼,0,13,1290000,"26,875元/平",近地铁 VR看装修 房本满五年 随时看房 
玫瑰园安静看花园4房，中楼层视野开豁，满五不唯一,时代玫瑰园,黄边,4室2厅 ,141.42, 北 , 精装 ,18,2008, 塔楼,22, 6个月以前发布,7210000,"50,983元/平",近地铁 VR看装修 房本满五年 
托斯卡纳  精装5房  过五年   通风采光好,利海绿洲花园,东平,5室2厅 ,194.07, 南 , 精装 ,12,2009, 塔楼,5, 6个月以前发布,6200000,"31,948元/平",VR看装修 房本满五年 
满五唯一，小高楼层采光通风好，精装修，户型方正,顺丰翠园,石井,4室2厅 ,178.86, 南 , 精装 ,11,2012, 塔楼,4, 9个月以前发布,6890000,"38,522元/平",近地铁 VR房源 房本满五年 
金满蕞 HAO的户型  jia格实惠 在加装电梯 还在等什么,金满家园,金沙洲,2室1厅 ,65.07, 南 , 简装 ,9,2000, 塔楼,0,16,1620000,"24,897元/平",近地铁 VR看装修 房本满五年 随时看房 
怡新花园   带两个大平台  南向对流 少有放盘,怡新花园,梅花园,5室0厅 ,177.21, 南 , 简装 ,28,2007, 塔楼,4, 2个月以前发布,10000000,"56,431元/平",近地铁 VR房源 房本满五年 
业主诚心卖，满五唯一，看白云山，南北通，看小区园景,云山熹景,梅花园,4室2厅 ,164.2, 南 北 , 其他 ,18,2008, 板塔结合,15, 一年前发布,9500000,"57,857元/平",近地铁 VR房源 房本满五年 
富力桃园 高楼层南向阔绰四房 户型方正采光通风好,富力桃园,罗冲围,4室2厅 ,154.19, 南 , 精装 ,30,2005, 塔楼,96, 3个月以前发布,5550000,"35,995元/平",VR房源 房本满五年 
"房子高楼层，诚心卖房,原装电梯,小区管理",汇侨新城南区,新市,3室2厅 ,137.85, 东 , 简装 ,17,2000, 塔楼,4, 3个月以前发布,3530000,"25,608元/平",VR房源 房本满五年 
颐和山庄 两套打通 高层三房 总共264平，本套181.8平,颐和山庄,南湖,3室2厅 ,181.8, 东北 , 简装 ,21,1999, 塔楼,64, 10个月以前发布,5900000,"32,454元/平",VR房源 房本满五年 
南向四房 高楼层看花园 视野采光好,东湖映月,龙归,3室2厅 ,98.27, 南 , 简装 ,33,2012, 塔楼,113, 7个月以前发布,2800000,"28,493元/平",近地铁 VR看装修 房本满五年 
怡新花园 三期东南向精装四房 南北对流 免重税,怡新花园,梅花园,4室2厅 ,146.99, 东南 南 , 精装 ,28,2007, 塔楼,0, 2个月以前发布,7590000,"51,637元/平",近地铁 VR房源 房本满五年 
白云-改善-大户型南北对流-中楼层，景观好，视野开阔,一品湖山,南湖,5室2厅 ,189.95, 南 北 , 精装 ,16,2011, 塔楼,7, 3个月以前发布,8600000,"45,276元/平",VR看装修 房本满五年 
交通便利 方正实用 采光通风好,同和云苑新村,同和,3室2厅 ,106.4, 东 , 精装 ,7,1995, 塔楼,119, 7个月以前发布,2520000,"23,685元/平",近地铁 VR看装修 房本满两年 
富力城 北区 安静 复式4房 保养好,富力城北区,夏茅,4室2厅 ,79.37, 北 , 精装 ,12,2008, 塔楼,11, 6个月以前发布,3160000,"39,814元/平",VR房源 房本满五年 
东湖映月 高层三房双阳台 附平台一个,东湖映月,龙归,3室2厅 ,117.8, 南 北 , 精装 ,29,2012, 塔楼,48, 一年前发布,3600000,"30,561元/平",近地铁 VR看装修 房本满五年 
户型方正真复式，双层阳台望花园，精装房屋拎包住,越秀星汇云城,同和,4室2厅 ,112.36, 南 , 其他 ,31,2017, 塔楼,113, 一年前发布,7500000,"66,750元/平",VR房源 房本满两年 
紫薇花园 顶层复式 楼龄新 物业管理好,紫薇花园,新市,4室2厅 ,107.18, 南 , 简装 ,18,2006, 塔楼,14, 一年前发布,5600000,"52,249元/平",VR房源 房本满五年 
倚绿山庄   精装修三房  白云山脚下空气好,倚绿山庄,同和,3室2厅 ,107, 东南 , 精装 ,6,2000, 塔楼,31, 一年前发布,3510000,"32,804元/平",近地铁 VR房源 房本满五年 
江南世家 一线湖景 500方大花园 独栋别墅 业主诚*,江南世家,南湖,7室2厅 ,450, 西南 , 精装 ,1,2005, 板楼,22, 一年前发布,30000000,"66,667元/平",VR房源 房本满五年 
南向三房 望花园不嘈杂  优质小区,云裳丽影,同和,3室2厅 ,114.03, 南 , 简装 ,30,2007, 塔楼,42, 11个月以前发布,5000000,"43,849元/平",近地铁 VR看装修 房本满五年 
香柏广场大四房 东南向望花园 户型实用,君华香柏广场,京溪,4室2厅 ,160.12, 东南 , 精装 ,30,2010, 塔楼,130, 5个月以前发布,9300000,"58,082元/平",近地铁 VR看装修 房本满五年 
君华香柏广场 160平户型上新了 满五年,君华香柏广场,京溪,4室2厅 ,160.12, 南 , 其他 ,30,2010, 塔楼,10, 4个月以前发布,9000000,"56,208元/平",近地铁 VR看装修 房本满五年 
高层复式两层 南向采光好 保养新靓,云山诗意,黄边,4室2厅 ,187.07, 南 , 精装 ,18,2008, 塔楼,14, 9个月以前发布,10000000,"53,456元/平",近地铁 VR房源 房本满五年 
和馨雅居 电梯高层复式舒适大三房 视野开阔 房大厅大,和馨雅居,新市,3室2厅 ,120.47, 北 , 其他 ,11,2002, 塔楼,0, 6个月以前发布,3800000,"31,544元/平",VR房源 房本满五年 
保利白云山庄大户型复式住宅三个大阳台，环境好采光好,保利白云山庄,元下田,3室2厅 ,151.11, 东南 西南 东北 , 简装 ,5,2001, 板楼,18, 一年前发布,5480000,"36,265元/平",VR房源 房本满五年 
富力城北区 7室2厅 北,富力城北区,夏茅,7室2厅 ,92.77, 北 , 精装 ,12,2008, 塔楼,2, 7个月以前发布,3350000,"36,111元/平",VR房源 房本满五年 
托斯卡纳南北通透格局正规4+1带 独立保姆房,利海绿洲花园,东平,5室2厅 ,192.22, 北 南 , 精装 ,12,2009, 板楼,9, 11个月以前发布,6680000,"34,752元/平",VR看装修 房本满五年 
格局方正 一梯两户 南北对流 南向靠山 空气好 采光好,御鹿华轩山畔雍庭,麓景,6室2厅 ,262.37, 南 , 其他 ,5,1998, 板楼,18, 一年前发布,11000000,"41,926元/平",VR房源 房本满两年 
中海云麓公馆  南北对流 近地铁 4＋1户型,中海云麓公馆,白云大道南,5室2厅 ,269.01, 南 , 精装 ,19,2014, 塔楼,2, 1个月以前发布,20190000,"75,053元/平",近地铁 VR看装修 房本满两年 
中楼层，户型格局方正，电梯出入便利。,春晖闲庭,南湖,4室2厅 ,133.01, 西南 西 , 精装 ,7,2004, 塔楼,89, 一年前发布,3650000,"27,442元/平",近地铁 VR看装修 房本满五年 
小区只有一套在卖 东南向复式户型  电梯高层视野开阔,时代花园,机场路,4室2厅 ,128.34, 南 , 精装 ,15,2001, 塔楼,3, 7个月以前发布,5800000,"45,193元/平",VR房源 房本满五年 
富力城北区 两套打通户型 位置安静 户型方正,富力城北区,夏茅,3室2厅 ,92.97, 北 , 精装 ,12,2008, 塔楼,7, 7个月以前发布,3000000,"32,269元/平",VR看装修 房本满五年 
精装套房，小区内部配套一应俱全，纯天然氧吧,金湖花园,沙太北,5室2厅 ,304, 南 , 其他 ,5,1993, 板楼,4, 6个月以前发布,17000000,"55,922元/平",VR房源 房本满五年 
云山诗意 高层东向园景五房 户型方正实用 位置安静,云山诗意,黄边,5室2厅 ,184.83, 东 , 精装 ,18,2008, 塔楼,2, 1个月以前发布,9200000,"49,776元/平",VR房源 房本满五年 
体育花园 东南向大三房 白云山景观 电梯一梯两户,体育花园,白云大道南,4室2厅 ,173.27, 东南 , 其他 ,7,2001, 塔楼,3, 2个月以前发布,14700000,"84,839元/平",近地铁 VR房源 房本满五年 
此房满五不唯一 复式两层 业主装修保养好,利海绿洲花园,东平,6室1厅 ,318.47, 南 , 精装 ,12,2004, 板楼,10, 7个月以前发布,13000000,"40,821元/平",VR房源 房本满五年 
【中层东南向三房带主套】【业主诚意卖】,君华香柏广场,京溪,3室2厅 ,98.58, 东南 , 精装 ,30,2010, 塔楼,1, 1个月以前发布,6500000,"65,937元/平",近地铁 VR看装修 房本满两年 
云景名都 东南看花园大三房 安静舒适 装修保养好,云景花园云景名都,京溪,3室2厅 ,140.32, 东南 , 精装 ,25,2002, 塔楼,15, 2个月以前发布,8500000,"60,576元/平",近地铁 VR房源 房本满五年 
白云新城，黄边北地铁口，双层复式，东南向6房,云山诗意,黄边,6室3厅 ,243.86, 东南 , 精装 ,27,2009, 塔楼,18, 6个月以前发布,11880000,"48,717元/平",近地铁 VR房源 房本满五年 
品质大三房，小区中间位置。安静！,富力城南区,夏茅,3室2厅 ,112.66, 南 , 精装 ,18,2007, 塔楼,3, 5个月以前发布,4100000,"36,393元/平",VR看装修 房本满五年 
天河御品 标准4房2卫 东南向 精装修,天河御品,京溪,4室2厅 ,144.24, 东南 , 其他 ,18,2010, 塔楼,0, 1个月以前发布,7880000,"54,632元/平",近地铁 VR看装修 房本满五年 
深业江悦湾、毛坯大四房、带车位,深业江悦湾,金沙洲,4室2厅 ,188.06, 西南 , 毛坯 ,8,2015, 板楼,17, 一年前发布,8500000,"45,199元/平",VR看装修 房本满五年 
白云山脚  金泉山庄中层东南向大三房,金泉山庄,大金钟路,3室2厅 ,122.37, 东南 , 精装 ,5,2003, 板楼,29, 一年前发布,5350000,"43,720元/平",VR看装修 房本满五年 
山水庭苑 中高层 东南向山景大三房 安静舒适,山水庭苑,南湖,3室2厅 ,157, 东南 , 精装 ,12,2007, 塔楼,43, 一年前发布,5600000,"35,669元/平",VR看装修 房本满五年 
大型花园小区，时代物，业管理好,时代花园,机场路,4室2厅 ,128.34, 东南 , 其他 ,15,2001, 塔楼,6, 一年前发布,6300000,"49,089元/平",VR房源 房本满五年 
金桂园4房2厅2卫2厨电梯房精装,金桂园,桂花岗,4室2厅 ,143.63, 东南 , 精装 ,15,2000, 塔楼,21, 一年前发布,6620000,"46,091元/平",近地铁 VR房源 房本满两年 
6米中控顶复 白云新城顶豪 奢华阔气 类叠墅,时代玫瑰园,黄边,5室2厅 ,227.84, 东南 , 简装 ,18,2008, 塔楼,17, 一年前发布,11000000,"48,280元/平",近地铁 VR房源 房本满五年 
金桂园小区，全明四房一厅，随时可看。,金桂园,桂花岗,4室1厅 ,117, 西 北 , 其他 ,16,2000, 塔楼,3, 一年前发布,4360000,"37,265元/平",近地铁 VR房源 房本满五年 
地铁口方正三房 小高层视野无遮挡  装修精致保养好,圣地天河星荟,京溪,3室2厅 ,120.73, 北 , 精装 ,10,2011, 塔楼,120, 一年前发布,5200000,"43,072元/平",近地铁 VR看装修 房本满五年 
电梯4房 户型方正 小区环境好 业主有心出,富业苑云岭雅筑,大金钟路,4室2厅 ,151.34, 南 , 简装 ,7,2000, 塔楼,4, 9个月以前发布,9050000,"59,800元/平",VR看装修 房本满五年 
珠江岭南苑 6室3厅 南,珠江岭南苑,白云大道南,6室3厅 ,387.86, 南 , 毛坯 ,13,2014, 塔楼,64, 一年前发布,56800000,"146,445元/平",近地铁 VR房源 房本满五年 
金桂园 精装五房  电梯高层，望花园,金桂园,桂花岗,5室3厅 ,261.1, 南 , 精装 ,11,2000, 塔楼,22, 一年前发布,10000000,"38,300元/平",近地铁 VR房源 房本满五年 
金桂园小区管理 电梯标准房两房两厅 格局方正,金桂园,桂花岗,3室2厅 ,109.51, 东南 , 简装 ,16,2000, 塔楼,7, 4个月以前发布,4800000,"43,832元/平",近地铁 VR房源 房本满五年 
梅花园地铁物业 带大面积平台花园 高使用率四房 方正,梅苑小区,梅花园,4室2厅 ,91.34, 西北 , 精装 ,9,1999, 塔楼,31, 一年前发布,3450000,"37,771元/平",近地铁 VR房源 房本满五年 
3号线 15min到天河，电梯高层 3房，望小区园林！,天河御品,京溪,3室1厅 ,119.78, 东 , 其他 ,25,2010, 塔楼,0, 1个月以前发布,6880000,"57,439元/平",近地铁 VR看装修 房本满五年 
使用率高，透格局好，视野开阔，采光充足，户型方正,雅居乐南湖半岛花园,南湖,3室2厅 ,76.21, 西北 , 简装 ,9,2003, 塔楼,117, 一年前发布,2880000,"37,791元/平",VR房源 房本满五年 
绿化四成优质小区 人车分流 舒适南向 自住保养好,元邦航空家园,马务,3室2厅 ,114.57, 南 , 精装 ,15,2004, 塔楼,16, 5个月以前发布,3370000,"29,415元/平",VR房源 房本满五年 
新天半山  全新未住  靠山望湖  无遮无挡 风景秀丽,新天半山墅,南湖,4室2厅 ,284.88, 西北 东南 , 精装 ,26,2016, 板楼,26, 一年前发布,18000000,"63,185元/平",VR房源 房本满五年 
三号线京溪地铁复式带35平露台，无遮挡视野佳实用率高,恒骏花园,京溪,5室3厅 ,143.01, 西 北 , 精装 ,6,2002, 塔楼,50, 一年前发布,6100000,"42,655元/平",近地铁 VR房源 房本满五年 
南湖半岛花园，3+1户型，普通住宅，满五唯一，交易便,雅居乐南湖半岛花园,南湖,4室1厅 ,140.08, 西 , 精装 ,15,2003, 塔楼,12, 一年前发布,5300000,"37,836元/平",VR房源 房本满五年 
云山雅苑 17楼非顶层精装南向四房 视野开阔 位置安静,云山雅苑,景泰,4室2厅 ,148.14, 西南 , 其他 ,18,2008, 塔楼,12, 一年前发布,12000000,"81,005元/平",VR看装修 房本满五年 
