该房子满五年 格局方正 南北对流,碧桂园豪进广场,白江,3室2厅 ,116.77, 南 北 , 毛坯 ,31,2016, 塔楼,0,11,2480000.0,"21,239元/平",近地铁 VR房源 房本满五年 随时看房 
诚卖 东南向少有复式 非毫厇 i满五唯一 低税,翡翠绿洲森林半岛,凤凰城,5室3厅 ,124.16, 东南 , 毛坯 ,18,2011, 塔楼,0,18,2900000.0,"23,357元/平",VR房源 房本满五年 
碧桂园凤凰城凤晴苑 3室2厅 北,碧桂园凤凰城凤晴苑,凤凰城,3室2厅 ,116.39, 北 , 精装 ,32,2002, 塔楼,0,19,2130000.0,"18,301元/平",VR看装修 房本满五年 
合汇学府名郡 2室1厅 南,合汇学府名郡,白江,2室1厅 ,81.73, 南 , 精装 ,32,2018, 板塔结合,0,23,1700000.0,"20,801元/平",VR房源 房本满两年 
广州海伦堡 3室2厅 北,广州海伦堡,沙村,3室2厅 ,105.44, 北 , 简装 ,12,2008, 塔楼,0,20,1900000.0,"18,020元/平",VR看装修 房本满两年 
业主自住保养好精装修 小区中间东南向望花园 户型方正,金泽豪庭,白江,3室2厅 ,87.94, 东南 , 精装 ,32,2016, 塔楼,0,28,2000000.0,"22,743元/平",近地铁 VR看装修 房本满两年 
金泽豪庭 中好楼层南向三房 满五唯一,金泽豪庭,白江,3室1厅 ,91.38, 南 东南 , 精装 ,26,2007, 塔楼,1,31,1790000.0,"19,589元/平",近地铁 VR房源 房本满五年 
位于小区半岛 四周环湖 景观好,广州海伦堡,沙村,3室2厅 ,113.03, 北 , 简装 ,11,2008, 塔楼,0,30,1700000.0,"15,041元/平",VR看装修 房本满五年 
优质户型，花园300平方，南向靠湖，少有放盘，,广州海伦堡,沙村,4室2厅 ,122.47, 南 , 简装 ,11,2008, 塔楼,0,24,3500000.0,"28,579元/平",VR看装修 房本满五年 
海伦堡花园 全新装修3房 过5年 南向,广州海伦堡,沙村,3室2厅 ,95.63, 东南 , 其他 ,17,2008, 塔楼,0,30,1960000.0,"20,496元/平",VR看装修 房本满五年 
金泽豪庭 南向大三房 满五唯一 保养新,金泽豪庭,白江,3室1厅 ,113.08, 北 南 , 精装 ,27,2014, 塔楼,0,31,2420000.0,"21,401元/平",近地铁 VR看装修 房本满五年 
水电二局小区 新塘白江 凯达尔大润发,水电二局宿舍,白江,3室1厅 ,117.97, 北 , 精装 ,18,2006, 板楼,0,31,1950000.0,"16,530元/平",近地铁 VR房源 房本满五年 
沙村花园式小区精装三房，格局方正，采光充足,新塘新世界花园嘉华苑,沙村,3室1厅 ,99.0, 北 , 简装 ,7,2003, 塔楼,0,17,1500000.0,"15,152元/平",VR房源 房本满两年 
海伦堡花园  复式四房  通风采光好，满五,广州海伦堡,沙村,4室2厅 ,166.55, 北 , 精装 ,12,2008, 塔楼,0,27,2700000.0,"16,212元/平",VR房源 房本满五年 
地铁口 万象苑方正两房  交通便利,新塘新世界花园万象苑,沙村,2室1厅 ,84.34, 北 , 精装 ,18,2009, 塔楼,0,28,1750000.0,"20,750元/平",近地铁 VR看装修 房本满两年 
此房满5天伦精装大两房 装修漂亮 业主诚意出 看中即签,敏捷锦绣天伦,新塘北,2室2厅 ,80.85, 北 , 简装 ,32,2015, 塔楼,0,18,1410000.0,"17,440元/平",VR房源 房本满五年 
金地荔湖城公园上城 3室2厅 东南,金地荔湖城公园上城,永和,3室2厅 ,128.53, 东南 , 精装 ,26,2014, 板楼,0,19,1960000.0,"15,250元/平",VR看装修 房本满两年 
房子满五，装修保养好，小区配套成熟，近地铁出行方便,尚东阳光雅苑,沙村,2室1厅 ,86.68, 南 , 精装 ,30,2011, 塔楼,0,27,1780000.0,"20,536元/平",近地铁 VR看装修 房本满五年 
买地铁3房必看！新塘CBD美景尽收眼底！刚需住家优选！,新都盛世名门,白江,3室1厅 ,102.18, 北 , 精装 ,30,2012, 塔楼,0, 1个月以前发布,2280000.0,"22,314元/平",近地铁 VR看装修 房本满两年 
新天地南向大两房很nice  视野开阔,锦绣新天地,新塘南,2室1厅 ,81.95, 南 , 精装 ,15,2011, 塔楼,0,23,1480000.0,"18,060元/平",VR看装修 房本满两年 
地铁口精装，可拎包入住， 高楼层，采光通风好,金泽豪庭,白江,3室2厅 ,89.89, 南 , 精装 ,26,2007, 塔楼,0,22,1750000.0,"19,469元/平",近地铁 VR看装修 房本满五年 
金泽豪庭南北对流大三房 望花园，视野好,金泽豪庭,白江,3室1厅 ,115.98, 南 北 , 精装 ,27,2009, 塔楼,1, 1个月以前发布,2450000.0,"21,125元/平",近地铁 VR看装修 房本满两年 
95方精装两房保养好 产权清晰 满五年税费少 看房方便,碧桂园凤凰城凤盈苑,凤凰城,2室1厅 ,93.18, 西 , 其他 ,6,2002, 塔楼,0,20,1330000.0,"14,274元/平",VR看装修 房本满五年 
白江地铁口盛世名门 精装中高层实用3房 满五年,新都盛世名门,白江,3室2厅 ,102.15, 北 , 精装 ,30,2012, 塔楼,0,30,2030000.0,"19,873元/平",VR看装修 房本满五年 
碧桂园凤凰城凤仪苑 3室1厅 东北,碧桂园凤凰城凤仪苑,凤凰城,3室1厅 ,99.29, 东北 , 精装 ,6,2002, 塔楼,0,29,1650000.0,"16,618元/平",VR房源 房本满五年 
生活便利，户型方正格局好，交通购物方便，满五年唯一,汇美体育花园,新塘北,3室2厅 ,123.42, 南 , 精装 ,23,2006, 塔楼,0,28,1690000.0,"13,694元/平",VR看装修 房本满五年 
锦绣半山御景 3室2厅 西北,锦绣半山御景,荔城西区,3室2厅 ,110.12, 西北 , 精装 ,14,2012, 塔楼,0,30,1280000.0,"11,624元/平",VR看装修 房本满五年 
满五唯一，楼龄新，小区配套成熟，格局方正，近地铁，,新塘新世界花园万象苑,沙村,2室2厅 ,84.59, 东北 , 精装 ,18,2012, 塔楼,0,30,1720000.0,"20,334元/平",近地铁 VR看装修 房本满五年 
锦绣半山大三房，格局好，户型方正，空气清新,锦绣半山御景,荔城西区,3室2厅 ,123.17, 东 , 精装 ,14,2012, 塔楼,0, 1个月以前发布,1600000.0,"12,991元/平",VR看装修 房本满五年 
保利平方花园 3室2厅 南,保利平方花园,永和,3室2厅 ,94.98, 南 , 精装 ,32,2019, 塔楼,0,28,1800000.0,"18,952元/平",VR看装修 房本满两年 
广州海伦堡 2室2厅 北,广州海伦堡,沙村,2室2厅 ,83.0, 北 , 精装 ,18,2012, 塔楼,0, 1个月以前发布,1500000.0,"18,073元/平",VR看装修 房本满五年 
创基丽江国际 3室1厅 东南,创基丽江国际,增城区府,3室1厅 ,113.85, 东南 , 精装 ,36,2017, 塔楼,0,23,2500000.0,"21,959元/平",VR看装修 房本满两年 
过五年 省税费  高层2房 户型方正,广州海伦堡,沙村,2室2厅 ,83.33, 东北 , 精装 ,18,2012, 塔楼,0, 1个月以前发布,1450000.0,"17,401元/平",VR看装修 房本满五年 
房子格局方正，标准3房 保养好，小区静中带旺,岭秀苑,荔城西区,3室1厅 ,95.04, 东南 , 其他 ,17,2008, 塔楼,0,21,1200000.0,"12,627元/平",VR看装修 房本满五年 
广州海伦堡 方正两房 精装修  视野开阔,广州海伦堡,沙村,2室1厅 ,83.47, 北 , 精装 ,18,2012, 塔楼,0,23,1390000.0,"16,653元/平",VR看装修 房本满五年 
碧桂园凤凰城凤晴苑 3室2厅 北,碧桂园凤凰城凤晴苑,凤凰城,3室2厅 ,116.39, 北 , 精装 ,32,2002, 塔楼,0,19,2130000.0,"18,301元/平",VR看装修 房本满五年 
新天地温馨三房，满五年，户型方正,锦绣新天地,新塘南,3室2厅 ,133.0, 南 北 , 精装 ,26,2012, 塔楼,0,24,2550000.0,"19,173元/平",VR看装修 房本满两年 
地铁口热门小区锦绣天伦，急卖全南向大三房，假格可谈,敏捷锦绣天伦,新塘北,3室2厅 ,115.94, 南 , 精装 ,32,2015, 塔楼,1,24,2590000.0,"22,340元/平",VR看装修 房本满两年 
诚心卖业主可谈 高楼层精装大三房 位置安静望花园,翡翠绿洲湖翠苑,凤凰城,3室2厅 ,134.7, 东 北 , 其他 ,24,2011, 塔楼,0,27,2680000.0,"19,897元/平",VR看装修 房本满两年 
锦绣新天地 2室2厅 西,锦绣新天地,新塘南,2室2厅 ,75.25, 西 , 精装 ,17,2010, 塔楼,0,19,1200000.0,"15,947元/平",VR看装修 房本满两年 
业主自住保养好精装修 小区中间东南向望花园 户型方正,金泽豪庭,白江,3室2厅 ,87.94, 东南 , 精装 ,32,2016, 塔楼,0,28,2000000.0,"22,743元/平",近地铁 VR看装修 房本满两年 
高楼层视野开阔，业主自住标准，诚心出手,保利东江首府,新塘南,3室2厅 ,128.46, 南 , 精装 ,39,2012, 塔楼,0,19,2760000.0,"21,486元/平",VR看装修 房本满五年 
新景豪庭三房安静位置，中楼层，采光充足，业主保养好,新景豪庭,白江,3室1厅 ,101.7, 北 , 精装 ,13,2016, 塔楼,0,28,1850000.0,"18,191元/平",近地铁 VR看装修 房本满五年 
成熟小区，配套商场，医院，齐全,顺欣广场,新塘北,3室2厅 ,114.79, 西南 , 简装 ,11,2006, 塔楼,0,30,1560000.0,"13,591元/平",VR看装修 房本满五年 
南向4房 保养好 客厅和餐厅不分离 得房率高,保利i立方,永和,4室2厅 ,95.53, 西南 , 其他 ,32,2018, 塔楼,0,22,1700000.0,"17,796元/平",VR看装修 房本满两年 
左岸精装修四房 南北对流 低楼层 园林好 安静 诚意卖,碧桂园豪进左岸,石滩镇,4室2厅 ,141.53, 南 北 , 精装 ,31,2018, 塔楼,0,30,1750000.0,"12,365元/平",VR看装修 房本满两年 
中楼层 户型方正 无遮挡，配套成熟,广州海伦堡,沙村,3室2厅 ,97.09, 北 , 简装 ,12,2008, 塔楼,1,25,1800000.0,"18,540元/平",VR看装修 房本满两年 
广州海伦堡 3室2厅 南,广州海伦堡,沙村,3室2厅 ,114.33, 南 , 精装 ,18,2008, 塔楼,0,29,2050000.0,"17,931元/平",VR看装修 房本满五年 
凤馨苑满五唯一 高层三房两卫 明厨明卫,碧桂园凤凰城凤馨苑,凤凰城,3室1厅 ,97.14, 东南 , 精装 ,18,2002, 塔楼,1,29,1820000.0,"18,736元/平",VR看装修 房本满五年 
十年成熟 生活配套齐全 户型方正实用高 中高楼层,碧桂园凤凰城凤馨苑,凤凰城,3室1厅 ,96.14, 北 , 精装 ,18,2002, 塔楼,0,16,1700000.0,"17,683元/平",VR房源 房本满五年 
满五年唯一；小区位置安静；南北对流，适合老人小孩住,翡翠绿洲森林半岛,凤凰城,2室2厅 ,72.73, 南 北 , 精装 ,11,2006, 塔楼,1,27,1390000.0,"19,112元/平",VR看装修 房本满五年 
誉山国际 中高楼层 南向 满五唯一 视野开阔,合景誉山国际,永和,3室2厅 ,102.0, 南 , 精装 ,25,2014, 塔楼,1,26,1550000.0,"15,197元/平",VR房源 房本满五年 
锦绣新天地 精装大三房 满五年 安静望花园 业主诚心卖,锦绣新天地,新塘南,3室2厅 ,114.71, 东北 , 精装 ,24,2012, 塔楼,1,21,1595000.0,"13,905元/平",VR看装修 房本满五年 
东南向三房两厅两卫，满五年唯一税费少，拎包入住,碧桂园凤凰城凤仪苑,凤凰城,3室2厅 ,105.6, 东南 , 精装 ,6,2002, 塔楼,0,26,1700000.0,"16,099元/平",VR房源 房本满五年 
海伦堡 后一期，楼龄新敞亮高楼层,广州海伦堡,沙村,2室1厅 ,76.61, 北 , 精装 ,18,2012, 塔楼,0,20,1400000.0,"18,275元/平",VR看装修 房本满五年 随时看房 
保利东江首府 3室1厅 南,保利东江首府,新塘南,3室1厅 ,126.46, 南 , 其他 ,39,2012, 塔楼,0,16,2500000.0,"19,770元/平",VR看装修 房本满五年 
富雅名居 新塘地铁口 精装三房,富雅名居,新塘北,3室1厅 ,90.16, 东南 , 其他 ,9,2005, 塔楼,1,17,1200000.0,"13,310元/平",VR房源 房本满五年 
此房满五年 全明户型采光好，视野开阔，中楼层采光,力诚凯怡湾,新塘南,3室2厅 ,78.53, 北 , 其他 ,31,2013, 板楼,1,14,1500000.0,"19,101元/平",VR看装修 房本满五年 
中高楼层采光好，花园大，户型方正实用 使用率高,奥园誉峯,永和,3室2厅 ,85.26, 北 , 其他 ,32,2019, 塔楼,0,10,1490000.0,"17,476元/平",VR看装修 房本满两年 
金地荔湖城公园上城 3室2厅 南,金地荔湖城公园上城,永和,3室2厅 ,109.43, 南 , 其他 ,33,2014, 板楼,0,13,1638000.0,"14,969元/平",VR看装修 房本满五年 
保利东江首府 3室1厅 东南,保利东江首府,新塘南,3室1厅 ,127.06, 东南 , 其他 ,32,2012, 塔楼,0,16,2920000.0,"22,982元/平",VR房源 房本满五年 
南向中楼层，小区品质高管理严格，业主诚心出,豪进山湖珺璟,白江,5室1厅 ,268.14, 南 , 毛坯 ,31,2011, 塔楼,2, 10个月以前发布,5500000.0,"20,512元/平",VR房源 房本满五年 随时看房 
学府南北对流大三房，户型方正，采光通风好，带装修,合汇学府名郡,白江,3室2厅 ,123.0, 北 南 , 精装 ,32,2017, 塔楼,129, 8个月以前发布,2000000.0,"16,261元/平",VR看装修 房本满两年 随时看房 
豪进山湖珺璟··南北对流。。。,豪进山湖珺璟,白江,4室1厅 ,130.61, 东南 , 毛坯 ,33,2013, 塔楼,0, 2个月以前发布,2800000.0,"21,438元/平",VR房源 房本满五年 随时看房 
大平层楼层好，采光充足，视野开阔！,侨建御溪谷北区,中新镇,5室2厅 ,286.52, 南 , 毛坯 ,27,2013, 板塔结合,1, 5个月以前发布,6000000.0,"20,941元/平",近地铁 VR房源 房本满五年 随时看房 
碧桂园豪进广场 毛坯4房 格局方正 望荔枝山公园,碧桂园豪进广场,白江,4室2厅 ,138.23, 南 北 , 毛坯 ,31,2016, 塔楼,13, 10个月以前发布,3100000.0,"22,427元/平",近地铁 VR看装修 房本满五年 随时看房 
金地荔湖城前后*望湖景别墅,金地荔湖城,永和,4室2厅 ,302.69, 南 , 其他 ,3, 塔楼 , 独栋别墅 ,9, 一年前发布,10000000.0,"33,038元/平",VR房源 房本满五年 随时看房 
小区是地铁口上盖物业，交通出行方便,金马香颂居,荔城西区,3室2厅 ,107.56, 南 , 毛坯 ,19,2015, 塔楼,0, 1个月以前发布,1920000.0,"17,851元/平",近地铁 VR看装修 房本满五年 随时看房 
实用三房，视野好，业主诚意放卖,恒大山水城,中新镇,3室2厅 ,99.35, 东 , 精装 ,18,2008, 板塔结合,1,27,1445000.0,"14,545元/平",VR看装修 房本满五年 随时看房 
恒大山水城    毛坯四房   好楼层   南向   位置好,恒大山水城,中新镇,4室2厅 ,142.91, 南 , 毛坯 ,18,2012, 板塔结合,1,20,2750000.0,"19,243元/平",VR看装修 房本满五年 随时看房 
精装两房，楼层好，视野开阔，户型方正，生活配套齐全,亚太新城亚太银座二期,新塘北,2室1厅 ,76.94, 北 , 精装 ,18,2018, 塔楼,0,20,1580000.0,"20,536元/平",VR房源 房本满两年 随时看房 
景新国际名城 3室1厅 南,景新国际名城,中新镇,3室1厅 ,99.0, 南 , 毛坯 ,25,2015, 板塔结合,0,28,1600000.0,"16,162元/平",VR看装修 房本满两年 随时看房 
新塘南，便宜中高楼层两房，视野开阔 采光好,金泽华庭,新塘南,2室1厅 ,83.75, 北 , 精装 ,23,2009, 塔楼,0,26,1250000.0,"14,926元/平",VR看装修 房本满五年 随时看房 
汇港威华雅苑 3室1厅 东南 南,汇港威华雅苑,朱村,3室1厅 ,103.3, 东南 南 , 毛坯 ,30,2018, 塔楼,0,25,1380000.0,"13,360元/平",近地铁 VR房源 房本满两年 随时看房 
复式4房，视野无遮挡 望江河 业主诚心出 地铁盘,保利中航城一期,朱村,4室2厅 ,109.47, 东南 , 精装 ,13,2019, 板楼,0, 1个月以前发布,2290000.0,"20,919元/平",VR房源 房本满两年 随时看房 
新汇时光 1室0厅 西,新汇时光,新塘北,1室0厅 ,44.93, 西 , 精装 ,9,2016, 塔楼,0,30,740000.0,"16,471元/平",近地铁 VR看装修 房本满两年 随时看房 
满五省税费，中高楼层 景观好，产权清晰,锦绣御景国际一期,荔城西区,3室2厅 ,90.18, 北 , 精装 ,18,2011, 塔楼,0,22,1590000.0,"17,632元/平",VR看装修 房本满五年 随时看房 
房屋位置好， 楼层好 ，朝向东南向，环境优美 。,恒大山水城,中新镇,3室2厅 ,93.81, 东北 , 其他 ,18,2015, 板塔结合,0,17,1670000.0,"17,802元/平",VR看装修 房本满五年 随时看房 
叠溪花园 3室2厅 南,叠溪花园,朱村,3室2厅 ,104.77, 南 , 精装 ,33,2018, 塔楼,0,22,1300000.0,"12,409元/平",VR看装修 房本满两年 随时看房 
中铁建 21号凤岗地铁 南向三房带主套 中高层 景观好,中国铁建国际花园,朱村,3室2厅 ,92.0, 南 , 精装 ,26,2017, 板塔结合,0,23,1850000.0,"20,109元/平",近地铁 VR看装修 房本满两年 随时看房 
时代天启大三房，装修新净 适合置换,时代天启,荔城增江,3室1厅 ,118.95, 南 北 , 简装 ,32,2018, 塔楼,1,27,1590000.0,"13,367元/平",VR房源 房本满两年 随时看房 
碧桂园城市花园花岸苑 3室2厅 南,碧桂园城市花园花岸苑,朱村,3室2厅 ,106.36, 南 , 精装 ,25,2016, 板塔结合,0,24,1800000.0,"16,924元/平",VR房源 房本满两年 随时看房 
景新国际名城 3室2厅 北,景新国际名城,中新镇,3室2厅 ,90.7, 北 , 毛坯 ,17,2013, 板塔结合,0,26,1300000.0,"14,333元/平",VR看装修 房本满五年 随时看房 
翡翠绿洲森林半岛 5室1厅 东,翡翠绿洲森林半岛,凤凰城,5室1厅 ,189.01, 东 , 精装 ,24,2008, 塔楼,42, 一年前发布,3560000.0,"18,835元/平",VR房源 房本满五年 
7个房间 一套房可五代同堂 家里都可以打球,锦绣新天地,新塘南,7室2厅 ,323.73, 南 , 精装 ,28,2012, 塔楼,2, 8个月以前发布,5280000.0,"16,310元/平",VR房源 房本满五年 
新康花园 带南向小花园 精装三房三卫,新康花园,白江,3室2厅 ,147.0, 南 , 其他 ,5,1999, 塔楼,24, 一年前发布,2550000.0,"17,347元/平",VR房源 房本满五年 
中海香樟墅  6室3厅 东南,中海香樟墅,中新镇,6室3厅 ,479.07, 东南 , 毛坯 ,4,2014, 板塔结合,1, 一年前发布,8000000.0,"16,700元/平",VR房源 房本满五年 
凤盈苑 舒适复式 户型方正保养好 位置安静且视野好,碧桂园凤凰城凤盈苑,凤凰城,5室2厅 ,300.6, 东北 , 精装 ,11,2006, 塔楼,2, 3个月以前发布,6000000.0,"19,961元/平",VR房源 房本满五年 
新景豪庭三房改四房业主自住保养好,新景豪庭,白江,4室2厅 ,119.51, 东南 南 北 , 精装 ,14,2016, 塔楼,7, 6个月以前发布,2250000.0,"18,827元/平",近地铁 VR看装修 房本满两年 
新塘地铁口 7房4卫3厅中高楼层有平台 采光通风好,城市家园二期,新塘北,7室3厅 ,112.23, 南 , 简装 ,28,2007, 塔楼,6, 6个月以前发布,1940000.0,"17,286元/平",VR房源 房本满五年 
新康花园精装复式五房，一楼*,新康花园,白江,5室2厅 ,252.22, 东南 , 精装 ,7,2001, 塔楼,14, 一年前发布,4200000.0,"16,653元/平",VR房源 房本满五年 
森林半岛 四房*少放卖 中高楼层 安静望花园 随时看房,翡翠绿洲森林半岛,凤凰城,4室2厅 ,146.76, 西 , 精装 ,24,2011, 塔楼,5, 一年前发布,3100000.0,"21,123元/平",VR看装修 房本满两年 
"TID旁边,交通枢纽,九轨交汇处,保养好,南向高层",时尚广场,新塘北,4室1厅 ,139.75, 南 , 毛坯 ,31,2017, 塔楼,1, 一年前发布,3770000.0,"26,977元/平",近地铁 VR看装修 房本满五年 
此房满五  南向  通透格局，采光充足,金泽豪庭,白江,3室2厅 ,127.62, 南 , 精装 ,26,2007, 塔楼,78, 一年前发布,2180000.0,"17,082元/平",近地铁 VR房源 房本满五年 
：金泽豪庭南北对流大三房 带大平台,金泽豪庭,白江,3室2厅 ,127.55, 北 , 精装 ,26,2007, 塔楼,28, 一年前发布,2800000.0,"21,953元/平",近地铁 VR房源 房本满五年 
