西门口版块 中层精装三房 东南朝向 拎包入住,光复北路,龙津,3室1厅 ,73.38, 东 南 , 精装 ,10,1995, 板楼,0,5,2300000.0,"31,344元/平",VR看装修 房本满两年 随时看房 
此房总楼款低，中层采光通风好，方正实用大二房,芳村大道西,滘口,2室1厅 ,57.9, 东南 , 简装 ,9,1988, 塔楼,1, 1个月以前发布,1400000.0,"24,180元/平",近地铁 VR看装修 房本满五年 
协和无占用  户型方正  近地铁站 产权满五年,西湾路,西村,2室2厅 ,65.06, 南 , 简装 ,6,1985, 塔楼,60, 7个月以前发布,2060000.0,"31,664元/平",近地铁 VR看装修 房本满五年 
陈家祠地铁上 东南向三房带主套 满五免重税 罕有户型,新光城市广场,龙津,3室2厅 ,108.12, 东南 , 精装 ,31,2003, 塔楼,4, 1个月以前发布,6100000.0,"56,419元/平",近地铁 VR房源 房本满五年 
柏悦湾 近5/6号线坦尾站 产权清晰 房屋整洁保养好,万科柏悦湾,大坦沙,3室2厅 ,96.94, 西南 西北 , 精装 ,18,2013, 塔楼,146, 8个月以前发布,3970000.0,"40,954元/平",近地铁 VR房源 房本满五年 
金色荔苑 小区电梯三房双阳台 一手业主产权清晰,万科金色荔苑,龙津,3室1厅 ,80.23, 北 , 精装 ,32,2006, 板塔结合,46, 一年前发布,5280000.0,"65,811元/平",VR看装修 房本满五年 
过五年  唯一 实用三房带主套  采光通风好,荔港南湾,南岸路,3室2厅 ,105.5, 西南 , 简装 ,25,1999, 塔楼,3, 1个月以前发布,4100000.0,"38,863元/平",近地铁 VR房源 房本满五年 
荔湖明苑 户型方正 小区花园管理 中高楼层 视野开阔,荔湖明苑,黄沙,2室1厅 ,66.52, 东 , 精装 ,23,1999, 塔楼,12, 2个月以前发布,2830000.0,"42,544元/平",近地铁 VR房源 房本满五年 
富力环市西苑小区 电梯大三房带主套，小区管理,富力环市西苑,西村,3室1厅 ,93.31, 南 , 简装 ,15,2000, 塔楼,31, 4个月以前发布,4430000.0,"47,477元/平",近地铁 VR房源 房本满五年 
荔港南湾 南向三房 全明屋 方正实用,荔港南湾,南岸路,3室1厅 ,88.39, 南 东南 , 精装 ,32,2008, 塔楼,3, 1个月以前发布,3900000.0,"44,123元/平",近地铁 VR房源 房本满五年 
西场地铁口 框架 广雅小 温馨小户型 非顶楼 随时看房,和平新村,西场,1室1厅 ,45.89, 南 北 , 精装 ,9,1998, 塔楼,7, 2个月以前发布,1450000.0,"31,598元/平",近地铁 VR看装修 房本满五年 
荔港南湾 西南向一线望江三房 视野开阔无遮挡,荔港南湾,南岸路,3室2厅 ,99.18, 南 西南 , 简装 ,33,2008, 塔楼,69, 一年前发布,4360000.0,"43,961元/平",近地铁 VR房源 房本满五年 
富力广场B区 荔湾湖公园旁 精装小三房 望花园泳池,富力广场B区,中山八,3室2厅 ,79.28, 东北 , 精装 ,23,2005, 塔楼,58, 9个月以前发布,3690000.0,"46,544元/平",近地铁 VR看装修 房本满五年 
康乃馨  满五年  电梯2房 户型方正  采光充足,康乃馨苑,坑口,2室1厅 ,54.71, 西 , 简装 ,9,2000, 塔楼,7, 1个月以前发布,1800000.0,"32,901元/平",近地铁 VR看装修 房本满五年 
过五年 中间栋数   视野开阔  采光充足,保利公园九里,龙溪,1室1厅 ,55.45, 东北 , 精装 ,21,2014, 塔楼,18, 3个月以前发布,1980000.0,"35,708元/平",VR看装修 房本满五年 
桃源社区  精装修 南北对流两房  省级,桃源社区,西华路,2室1厅 ,61.12, 东南 , 精装 ,9,1991, 塔楼,1, 1个月以前发布,2490000.0,"40,740元/平",近地铁 VR看装修 房本满两年 
珠岛花园电梯两房一厅 东南向  采光好  看房提前约,珠岛花园,大坦沙,2室1厅 ,67.22, 东南 , 精装 ,23,1999, 塔楼,11, 2个月以前发布,2880000.0,"42,845元/平",VR看装修 房本满五年 
双地铁交汇，小区管理，高层望小区园林三房，随时可看,世纪广场,龙津,3室2厅 ,93.57, 西北 , 精装 ,33,1999, 塔楼,0,3,4680000.0,"50,017元/平",近地铁 VR看装修 房本满五年 随时看房 
过五唯一物业，简单装修户型方正，出行方便,东浚荔景苑,中山八,3室1厅 ,96.01, 北 , 简装 ,37,1998, 塔楼,0,8,4650000.0,"48,433元/平",近地铁 VR看装修 房本满五年 
高层电梯望江望花园，东南靓朝向。,珠岛花园,大坦沙,3室2厅 ,107.79, 东南 , 简装 ,25,1999, 塔楼,0,8,4680000.0,"43,418元/平",VR房源 房本满五年 
珠岛花园 电梯三房 户型实用 产权清晰,珠岛花园,大坦沙,3室2厅 ,82.3, 西北 , 简装 ,23,1999, 塔楼,1,7,3400000.0,"41,313元/平",VR看装修 房本满五年 
恒荔湾畔B区 东北向望江 三房带主套 满五物业,恒荔湾畔,芳村,3室2厅 ,118.63, 东北 , 其他 ,33,2008, 塔楼,0,7,6880000.0,"57,996元/平",近地铁 VR房源 房本满五年 
2021年 高档装修   三面采光    安静,西关海,南岸路,4室2厅 ,154.8, 东南 西 北 , 精装 ,46,2012, 塔楼,0,4,10520000.0,"67,959元/平",近地铁 VR房源 房本满两年 
南向望花园   安静舒适    高层单位  采光通风好,保利公园九里,龙溪,3室1厅 ,106.4, 西南 , 精装 ,32,2014, 塔楼,0,3,4300000.0,"40,414元/平",VR看装修 房本满五年 
中层南北对流望花园 4+1 园景尽收眼底,新世界凯粤湾,滘口,5室2厅 ,142.36, 东北 , 精装 ,33,2018, 塔楼,0,20,7660000.0,"53,808元/平",VR看装修 房本满两年 
流花华侨新村 5室2厅 南,流花华侨新村,流花站前,5室2厅 ,107.63, 南 , 其他 ,8,1998, 塔楼,0,29,4650000.0,"43,204元/平",VR看装修 房本满五年 
过五年   唯一物业  装修新净房子,保利公园九里,龙溪,4室2厅 ,143.75, 东南 , 精装 ,32,2014, 塔楼,3,26,6000000.0,"41,740元/平",VR看装修 房本满五年 
西湾东路 3室1厅 东,西湾东路,西村,3室1厅 ,63.79, 东 , 简装 ,9,1980, 塔楼,1,8,2000000.0,"31,353元/平",近地铁 VR看装修 房本满五年 
金信大厦中层双阳台，不对马路，通风采光好,金信大厦,西华路,3室1厅 ,142.32, 西 , 其他 ,22,2000, 塔楼,0, 1个月以前发布,5680000.0,"39,911元/平",VR房源 房本满两年 随时看房 
逸彩庭院证过五年 电梯中层 南向大两房,新世界逸彩庭园,滘口,2室1厅 ,78.3, 东南 , 简装 ,19,2007, 塔楼,1, 1个月以前发布,3100000.0,"39,592元/平",近地铁 VR房源 房本满两年 随时看房 
房屋双阳台对流，通风好，配套设施齐全、交通便利.,珠岛花园,大坦沙,2室1厅 ,63.66, 东 , 其他 ,9,1995, 板塔结合,0,27,2600000.0,"40,842元/平",近地铁 VR看装修 房本满两年 随时看房 
新世界逸彩庭园 东南向满五年唯一 户型方正采光好,新世界逸彩庭园,滘口,3室2厅 ,92.4, 东南 , 精装 ,21,2007, 塔楼,0, 1个月以前发布,3930000.0,"42,533元/平",近地铁 VR看装修 房本满五年 随时看房 
周门小区环境好 西外 全新装修 拎包入住,周门小区周门西街,周门,2室1厅 ,58.97, 南 , 其他 ,9,1998, 塔楼,0,21,2680000.0,"45,447元/平",近地铁 VR房源 房本满五年 随时看房 
保利塞纳维拉 3室2厅 北,保利塞纳维拉,龙溪,3室2厅 ,93.74, 北 , 其他 ,18,2015, 板楼,0,21,3180000.0,"33,924元/平",VR看装修 房本满两年 随时看房 
名汇大厦 新装3房 3地铁 大阳台 证满5年  随时看房,名汇商业大厦,西关,3室1厅 ,87.0, 北 , 精装 ,32,2002, 塔楼,1,29,4080000.0,"46,897元/平",VR房源 房本满五年 随时看房 
新光旁原装电梯房，自用天台花园，3房户型,汇鑫阁,龙津,3室2厅 ,97.76, 南 北 , 精装 ,22,1999, 塔楼,3, 3个月以前发布,4300000.0,"43,986元/平",近地铁 VR看装修 房本满五年 
西关大厦 电梯中层两房厅出阳台 采光好,西关大厦,人民路,2室2厅 ,81.84, 西 , 精装 ,20,1989, 塔楼,1, 1个月以前发布,2500000.0,"30,548元/平",近地铁 VR看装修 房本满五年 
周门小区周门南路 1室1厅 东 东北,周门小区周门南路,周门,1室1厅 ,22.0, 东 东北 , 精装 ,9,1998, 塔楼,18, 2个月以前发布,680000.0,"30,910元/平",近地铁 VR房源 房本满两年 
荔港南湾 实用两房  采光通风好,荔港南湾,南岸路,2室2厅 ,66.01, 北 , 简装 ,32,2008, 塔楼,6, 1个月以前发布,2750000.0,"41,661元/平",近地铁 VR房源 房本满五年 
宝盛园少有南北对流两房 中层视野好户型实用,宝盛园,龙津,2室1厅 ,68.9, 南 , 简装 ,30,2005, 塔楼,11, 2个月以前发布,3650000.0,"52,976元/平",VR看装修 房本满五年 
楼龄新，视野宽阔，近西门口地铁，交通便利，配套齐全,宏新华庭,龙津,2室1厅 ,80.1, 东南 , 精装 ,32,2010, 塔楼,0, 1个月以前发布,4800000.0,"59,926元/平",近地铁 VR看装修 房本满五年 
南向高层望江 南北对流 满五年唯一 全屋精致装修,恒宝华庭,西关,2室2厅 ,67.44, 南 , 精装 ,31,2000, 板塔结合,15, 3个月以前发布,3830000.0,"56,792元/平",VR看装修 房本满五年 
房子满五唯一 ，正东向，光线充足，望小区花园,恒宝华庭,西关,3室2厅 ,65.21, 东 , 精装 ,31,2000, 塔楼,49, 6个月以前发布,3800000.0,"58,274元/平",VR看装修 房本满五年 
文昌南路 双地铁1/8号线 马赛克外墙  满五唯一,文昌南路,西关,2室1厅 ,65.21, 西南 , 精装 ,10,1994, 塔楼,28, 一年前发布,1580000.0,"24,230元/平",近地铁 VR看装修 房本满五年 
宝盛园实用两房一厅  釆光通风好  过五唯一物业,宝盛园,龙津,2室1厅 ,81.5, 南 北 , 简装 ,30,2005, 塔楼,1, 1个月以前发布,4130000.0,"50,675元/平",VR看装修 房本满五年 
辉洋苑 中山八5号线 正点准上车好房 近荔湾湖公园,辉洋苑,黄沙,2室2厅 ,76.45, 东北 , 简装 ,30,2001, 塔楼,0, 2个月以前发布,2900000.0,"37,934元/平",近地铁 VR看装修 房本满两年 
逸翠湾 两房必看 装修如新 高层望江 视野开阔且安静,逸翠湾,黄沙,2室2厅 ,90.5, 西北 , 精装 ,45,2009, 塔楼,37, 5个月以前发布,5200000.0,"57,459元/平",近地铁 VR看装修 房本满五年 
1号线长寿路 原装电梯大两房 楼龄新省级蒋光鼐,城启晴轩,西关,2室2厅 ,70.38, 东南 , 精装 ,26,2003, 塔楼,104, 5个月以前发布,2810000.0,"39,927元/平",近地铁 VR看装修 房本满五年 
荔湖明苑二期  实用两房  中层单位  少有放盘,荔湖明苑,黄沙,2室1厅 ,70.85, 东 , 简装 ,23,1999, 塔楼,3, 1个月以前发布,2900000.0,"40,932元/平",近地铁 VR房源 房本满五年 
房产证满五年 南向三房 都有窗 南北通 光线好,文昌雅居,龙津,3室1厅 ,80.57, 南 , 简装 ,32,2005, 塔楼,0,6,4300000.0,"53,370元/平",房本满五年 
富凯星堤小区 中间楼层 采光视野好,富凯星堤,东塱,3室2厅 ,100.16, 北 , 毛坯 ,20,2015, 塔楼,41, 一年前发布,1110000.0,"11,083元/平",房本满两年 随时看房 
烟厂宿舍，马赛克外墙，小区管理，厅出阳台户型方正,中信苑,中山八,3室1厅 ,82.17, 东南 , 简装 ,9,1995, 板塔结合,37, 2个月以前发布,2220000.0,"27,018元/平",VR房源 房本满五年 随时看房 
鸿图苑 低层电梯  温馨两房一厅  格局方正  满五年,鸿图苑,汾水,2室1厅 ,51.74, 西南 , 简装 ,9,1995, 塔楼,66, 5个月以前发布,1460000.0,"28,219元/平",近地铁 VR看装修 房本满五年 
滘口地铁口 逸彩庭园  随时看房望花园 过五,新世界逸彩庭园,滘口,4室1厅 ,121.12, 东南 , 精装 ,7,2007, 板楼,0,7,4850000.0,"40,043元/平",近地铁 VR房源 房本满五年 随时看房 
新世界凯粤湾 南向望花园 视野开阔 安静不吵 满五年,新世界凯粤湾,滘口,2室1厅 ,75.33, 西南 , 精装 ,33,2015, 塔楼,0,7,3680000.0,"48,852元/平",近地铁 VR看装修 房本满五年 随时看房 
西村地铁口旁，电梯高层，大三房，格局方正。,永安居,西村,3室2厅 ,100.52, 东 南 , 其他 ,13,1998, 塔楼,0,4,5300000.0,"52,726元/平",近地铁 VR房源 房本满五年 随时看房 
"此房满五年,南北对流格局,楼层好,视野宽阔,采光充足",富力君湖华庭,流花站前,3室2厅 ,118.52, 东北 , 其他 ,42,2011, 塔楼,0,21,7300000.0,"61,593元/平",VR看装修 房本满五年 随时看房 
新世界逸彩 五号线 配套齐全 交通便利,新世界逸彩庭园,滘口,2室1厅 ,89.52, 西南 , 其他 ,19,2007, 塔楼,0,17,3450000.0,"38,539元/平",近地铁 VR房源 房本满五年 随时看房 
路劲隽泷湾 3室2厅 南 北,路劲隽泷湾,龙溪,3室2厅 ,90.73, 南 北 , 其他 ,30,2011, 塔楼,0,3,3480000.0,"38,356元/平",VR房源 房本满五年 
金湾明珠 高层复式江景房 单边位视野好,金湾明珠,大坦沙,4室2厅 ,136.0, 东南 , 精装 ,40,2017, 塔楼,0,14,10300000.0,"75,736元/平",近地铁 VR房源 房本满两年 
汇城花园 5室2厅 东 西,汇城花园,滘口,5室2厅 ,139.3, 东 西 , 其他 ,6,2000, 塔楼,0,10,4000000.0,"28,716元/平",VR房源 房本满五年 
逸翠湾 3室2厅 西南,逸翠湾,黄沙,3室2厅 ,143.66, 西南 , 其他 ,45,2009, 塔楼,0,8,8100000.0,"56,384元/平",近地铁 VR看装修 房本满五年 
新世界凯粤湾 一线望江无遮挡 适合三代同堂,新世界凯粤湾,滘口,5室2厅 ,208.35, 东北 , 精装 ,20,2017, 塔楼,0,10,10850000.0,"52,076元/平",VR看装修 房本满五年 
新世界凯粤湾 三房带主套 产权清晰 看房方便,新世界凯粤湾,滘口,3室1厅 ,101.68, 南 , 精装 ,33,2018, 塔楼,1,17,5160000.0,"50,748元/平",VR房源 房本满两年 随时看房 
新世界逸彩庭园       楼梯中层     滘口地铁站,新世界逸彩庭园,滘口,2室1厅 ,82.0, 东南 , 简装 ,6,2007, 板楼,0,17,3200000.0,"39,025元/平",近地铁 VR看装修 房本满五年 随时看房 
新世界逸彩庭园         滘口地铁站       电梯三房,新世界逸彩庭园,滘口,3室2厅 ,112.4, 东 东南 , 简装 ,25,2007, 塔楼,0,16,4500000.0,"40,036元/平",近地铁 VR看装修 房本满五年 随时看房 
文苑楼 2室1厅 南,文苑楼,茶滘,2室1厅 ,45.61, 南 , 其他 ,9,1995, 塔楼,0,5,1200000.0,"26,311元/平",VR房源 房本满两年 随时看房 
芳雅苑 2室1厅 南,芳雅苑,滘口,2室1厅 ,64.17, 南 , 精装 ,9,1995, 塔楼,1,15,1980000.0,"30,856元/平",VR看装修 房本满五年 随时看房 
和平南小区，南北向，双阳台，交通便利。,和平南小区,西场,2室1厅 ,51.17, 南 北 , 简装 ,6,1990, 板楼,0,5,1480000.0,"28,924元/平",近地铁 VR看装修 房本满五年 随时看房 
泰兴苑 1室1厅 东,泰兴苑,龙津,1室1厅 ,30.02, 东 , 其他 ,9,2000, 塔楼,0,7,1080000.0,"35,977元/平",近地铁 VR看装修 房本满两年 随时看房 
恒宝华庭 东向中层望花园三房大阳台 南北对流证满五年,恒宝华庭,西关,3室2厅 ,91.79, 东南 , 简装 ,31,2000, 塔楼,0,12,6100000.0,"66,457元/平",近地铁 VR房源 房本满五年 随时看房 
盛大蓝庭 电梯中层单位西南向 不望地铁 看房方便,盛大蓝庭,坑口,2室2厅 ,75.63, 西南 , 其他 ,18,2003, 塔楼,1,8,2950000.0,"39,006元/平",近地铁 VR看装修 房本满两年 随时看房 
中山七路 南向两房 有位置家装电梯 满五年唯一,中山七路,龙津,2室1厅 ,58.26, 东南 南 , 简装 ,9,1990, 塔楼,0,2,1710000.0,"29,352元/平",VR看装修 房本满五年 随时看房 
东鹏花园三期 2室1厅 南 北,东鹏花园三期,坑口,2室1厅 ,65.73, 南 北 , 其他 ,9,1999, 塔楼,0,9,2100000.0,"31,949元/平",近地铁 VR房源 房本满两年 随时看房 
荔枝湾旁方正两房，加装电梯已签名  中高层 视野通透,湖景阁,黄沙,2室1厅 ,54.35, 东 , 简装 ,9,1997, 塔楼,1,28,2050000.0,"37,719元/平",近地铁 VR看装修 房本满五年 随时看房 
外阳台实用两房，少有户型，采光通风好，2梯4户。,芳村花园,坑口,2室2厅 ,83.39, 东 , 简装 ,18,1999, 塔楼,2,24,3100000.0,"37,175元/平",VR看装修 房本满五年 随时看房 
蓬莱花园 3室2厅 东南,蓬莱花园,芳村,3室2厅 ,111.39, 东南 , 其他 ,9,2001, 塔楼,0,19,3450000.0,"30,973元/平",VR看装修 房本满五年 随时看房 
新世界逸彩庭园 3室1厅 东南,新世界逸彩庭园,滘口,3室1厅 ,103.96, 东南 , 精装 ,20,2007, 塔楼,1,26,4500000.0,"43,286元/平",近地铁 VR看装修 房本满五年 随时看房 
环市西路 3室2厅 北,环市西路,流花站前,3室2厅 ,112.54, 北 , 其他 ,9,1980, 板楼,0,27,3700000.0,"32,878元/平",近地铁 房本满五年 随时看房 
文安花苑 3室1厅 东南,文安花苑,滘口,3室1厅 ,74.86, 东南 , 其他 ,9,1996, 塔楼,0,19,1750000.0,"23,377元/平",近地铁 VR房源 房本满五年 随时看房 
对流采光好 满五年 诚意出让  配套齐全,芬芳小区,汾水,2室1厅 ,78.02, 南 , 其他 ,9,1996, 塔楼,0,17,2030000.0,"26,019元/平",VR看装修 房本满五年 随时看房 
中层单位间隔实用大三房两厅，楼下设有绿化带环境,丽安大厦,周门,3室1厅 ,92.6, 东 , 其他 ,20,1995, 塔楼,0,25,3480000.0,"37,581元/平",VR房源 房本满五年 随时看房 
西华苑 彩虹地铁站 满五唯一 花园小区管理,西华苑,西华路,3室1厅 ,87.11, 西南 西 , 简装 ,21,2002, 塔楼,1,25,4180000.0,"47,986元/平",近地铁 VR看装修 房本满五年 随时看房 
花地河湾 5室2厅 南 西南,花地河湾,西朗,5室2厅 ,76.55, 南 西南 , 其他 ,22,2009, 塔楼,1,28,3000000.0,"39,191元/平",VR看装修 房本满五年 随时看房 
三房两卫 中楼层 采光通风好 满五年唯一,福盛花苑,广钢新城,3室1厅 ,78.8, 东南 南 , 其他 ,7,1998, 塔楼,2,21,2200000.0,"27,919元/平",近地铁 VR房源 房本满五年 随时看房 
东南向单边位置 1号线房村地铁 350米 省级教育机构,丽和华庭,茶滘,2室1厅 ,79.27, 东南 南 , 精装 ,17,2011, 塔楼,0,29,3280000.0,"41,378元/平",近地铁 VR房源 房本满五年 随时看房 
过五，双地铁沿线，原装电梯三房，看花园东向不吵户型,金道花园,鹤洞,3室1厅 ,102.17, 北 , 简装 ,22,2000, 塔楼,2,19,2750000.0,"26,916元/平",近地铁 VR看装修 房本满五年 随时看房 
过五，双地铁沿线，原装电梯三房，看花园南向不吵户型,金道花园,鹤洞,3室2厅 ,104.21, 东南 , 精装 ,22,2000, 塔楼,3,19,3020000.0,"28,980元/平",近地铁 VR看装修 房本满五年 随时看房 
【近沙面】【新电梯大三房】【双地铁】,西关大厦,人民路,3室2厅 ,111.09, 南 , 精装 ,20,1989, 塔楼,2,22,3180000.0,"28,626元/平",近地铁 VR看装修 房本满五年 随时看房 
