南北通透双阳台！一线瞰湖！看房方便,南沙奥园,南沙湾,3室1厅 ,134.16, 南 北 , 精装 ,11,2012, 塔楼,0,5,2050000.0,"15,281元/平",VR房源 房本满两年 随时看房 
区府版块 焦门河边 一河一湖双景观,龙光棕榈水岸北区,南沙区府,3室1厅 ,97.01, 东南 , 毛坯 ,11,2014, 塔楼,3, 4个月以前发布,2420000.0,"24,946元/平",近地铁 VR看装修 房本满两年 随时看房 
高层望花园，毛坯任意装修，蕉门板块,南沙境界家园,黄阁,3室2厅 ,97.86, 东北 , 其他 ,27,2013, 板塔结合,1, 3个月以前发布,1950000.0,"19,927元/平",VR看装修 房本满五年 随时看房 
区府旁 120方 3房2卫  看房方便,南沙境界家园,黄阁,3室2厅 ,120.84, 南 , 精装 ,17,2007, 塔楼,1, 2个月以前发布,2250000.0,"18,620元/平",VR房源 房本满五年 随时看房 
万科府前一号 3室1厅 西南,万科府前一号,南沙区府,3室1厅 ,122.78, 西南 , 其他 ,30,2014, 板楼,1, 2个月以前发布,3150000.0,"25,656元/平",VR房源 房本满五年 随时看房 
悠山时光刚需小三房 南北对流 三面环山 环境空气好,悠山时光,南沙港,3室2厅 ,90.95, 北 , 其他 ,16,2016, 板塔结合,1, 一年前发布,2200000.0,"24,190元/平",VR看装修 房本满五年 随时看房 
景观*好大三房 通风效果佳 全新装修未住过 随时看房,阳光城丽景湾,进港大道,3室2厅 ,113.02, 南 , 精装 ,30,2017, 塔楼,7, 一年前发布,3100000.0,"27,429元/平",VR房源 房本满两年 随时看房 
龙光棕榈水岸南区 3室2厅 南,龙光棕榈水岸南区,南沙区府,3室2厅 ,97.01, 南 , 精装 ,18,2013, 板塔结合,1, 3个月以前发布,2900000.0,"29,894元/平",VR看装修 房本满五年 随时看房 
房过五唯一，景观好！指标户口均无占用。可带出车位！,广州时代云图,金洲,3室2厅 ,93.1, 南 , 其他 ,26,2016, 塔楼,0, 3个月以前发布,2700000.0,"29,002元/平",VR看装修 房本满五年 随时看房 
富力天海湾高层看海三房一卫 满五唯一 东南向,富力天海湾,明珠湾,3室2厅 ,97.39, 东南 , 精装 ,32,2016, 塔楼,51, 10个月以前发布,2000000.0,"20,536元/平",近地铁 VR看装修 房本满五年 随时看房 
区府精致三房，满五年，税费少 婚房装修,万科府前一号,南沙区府,3室2厅 ,90.66, 南 , 精装 ,28,2014, 板楼,15, 7个月以前发布,2650000.0,"29,231元/平",VR看装修 房本满五年 随时看房 
碧桂园天玺湾 南北对流 北向望天然湖 满五 有密码看房,碧桂园天玺湾,进港大道,3室2厅 ,98.0, 东北 , 精装 ,31,2014, 板塔结合,0, 6个月以前发布,2500000.0,"25,511元/平",VR房源 房本满五年 随时看房 
环境优美的海力大三房 配套齐全,海力花园,进港大道,3室2厅 ,111.33, 南 , 毛坯 ,11,2012, 塔楼,3, 6个月以前发布,1930000.0,"17,336元/平",VR看装修 房本满五年 随时看房 
急出手 满五唯一 四房 南北对流 采光通风 自住保样好,万科府前一号,南沙区府,4室2厅 ,143.03, 东 西 , 精装 ,18,2014, 板楼,3, 7个月以前发布,3950000.0,"27,617元/平",VR看装修 房本满五年 随时看房 
精致三房，区府旁，地铁口。业主诚心放买。,叠翠峰,南沙区府,3室2厅 ,89.29, 南 , 精装 ,31,2017, 塔楼,29, 3个月以前发布,2780000.0,"31,135元/平",VR看装修 房本满五年 随时看房 
南北对流双阳台 高层视野开阔   业主诚心放卖,南沙境界家园,黄阁,3室1厅 ,117.96, 东北 , 毛坯 ,26,2013, 板塔结合,2, 2个月以前发布,2350000.0,"19,923元/平",VR看装修 房本满五年 随时看房 
碧桂园豪庭地铁11楼层3开间朝南看园望山开阔景观好,南沙碧桂园豪庭,金洲,3室2厅 ,129.68, 南 , 精装 ,18,2012, 塔楼,0, 1个月以前发布,2990000.0,"23,057元/平",近地铁 VR看装修 房本满五年 随时看房 
实用大户型，看房有钥匙，过五唯一。,越秀滨海珺城,明珠湾,4室2厅 ,166.24, 南 , 精装 ,26,2011, 塔楼,2, 4个月以前发布,4980000.0,"29,957元/平",近地铁 VR看装修 房本满五年 随时看房 
阳光城丽景湾，高楼层，景观好可望海,阳光城丽景湾,进港大道,2室1厅 ,83.36, 北 , 毛坯 ,32,2017, 板楼,7, 一年前发布,1650000.0,"19,794元/平",VR看装修 房本满两年 随时看房 
满 五 唯 一，南 向 格 局 方 正 通 透 三 房,南沙境界家园,黄阁,3室2厅 ,97.4, 南 , 简装 ,22,2013, 板塔结合,10, 10个月以前发布,2000000.0,"20,534元/平",VR看装修 房本满五年 随时看房 
叠翠峰 3室1厅 南,叠翠峰,南沙区府,3室1厅 ,89.03, 南 , 精装 ,32,2017, 塔楼,6, 7个月以前发布,2980000.0,"33,472元/平",VR房源 房本满两年 随时看房 
碧桂园天玺湾 精装两房 采光好 视野开阔,碧桂园天玺湾,进港大道,2室2厅 ,76.88, 北 , 精装 ,18,2014, 板塔结合,7, 一年前发布,1750000.0,"22,763元/平",VR房源 房本满五年 随时看房 
金茂湾看海，户型好，南向，3房。,南沙金茂湾,明珠湾,3室2厅 ,82.52, 南 , 简装 ,26,2016, 板塔结合,30, 一年前发布,1710000.0,"20,723元/平",房本满五年 随时看房 
时代南湾 精装三房 中高楼层 业主诚意出*,时代南湾,南沙港,3室2厅 ,128.85, 南 , 精装 ,24,2012, 板塔结合,18, 一年前发布,2970000.0,"23,051元/平",VR看装修 房本满五年 随时看房 
南沙境界南向小三房，户型少有， 随时可看  快快快,南沙境界家园,黄阁,3室2厅 ,88.0, 南 , 精装 ,17,2013, 板塔结合,0, 1个月以前发布,1870000.0,"21,250元/平",VR看装修 房本满两年 随时看房 
蒲州一路旁小区房源，出行方便，居家便利,优山悦海,南沙港,4室1厅 ,140.1, 南 北 , 精装 ,18,2013, 塔楼,5, 一年前发布,3400000.0,"24,269元/平",近地铁 VR看装修 房本满五年 随时看房 
此房满五不唯一近地铁，南沙必看好房，业主诚心放卖。,丰庭花园,金洲,3室2厅 ,90.27, 南 北 , 精装 ,15,2005, 板楼,47, 一年前发布,1900000.0,"21,048元/平",VR看装修 房本满五年 随时看房 
近地铁口 出行方便 环境优美宜居,南沙奥园,南沙湾,3室2厅 ,135.44, 南 , 毛坯 ,9,2012, 塔楼,12, 6个月以前发布,2165000.0,"15,985元/平",近地铁 VR看装修 房本满五年 随时看房 
明珠湾CBD板块，央企金茂湾开发商。,南沙金茂湾,明珠湾,3室1厅 ,124.73, 南 , 毛坯 ,32,2016, 塔楼,0, 6个月以前发布,5150000.0,"41,290元/平",VR看装修 房本满两年 随时看房 
时代长岛   高楼层   看山景   采光充足,时代长岛,进港大道,3室2厅 ,109.0, 南 北 , 其他 ,29,2016, 塔楼,1, 3个月以前发布,2500000.0,"22,936元/平",VR看装修 房本满两年 随时看房 
时代南湾靠湖三期大四房 产权清晰,时代南湾,南沙港,4室2厅 ,166.26, 东南 , 精装 ,32,2015, 板塔结合,3, 3个月以前发布,4300000.0,"25,864元/平",VR看装修 房本满两年 随时看房 
时代南湾126平海景大三房，满五不唯一，业主诚心出*,时代南湾,南沙港,3室2厅 ,126.45, 东 东南 , 精装 ,19,2012, 板塔结合,65, 一年前发布,3050000.0,"24,121元/平",VR看装修 房本满五年 随时看房 
装修保养免费车位很好视野开阔三房两厅两卫 南向,越秀滨海悦城,金洲,3室2厅 ,120.92, 南 , 精装 ,31,2013, 塔楼,35, 一年前发布,3700000.0,"30,599元/平",VR看装修 房本满两年 随时看房 
房子满五唯一 税费低 保养好 成熟区域 业主诚心出*,丰庭花园,金洲,3室2厅 ,92.47, 北 , 精装 ,15,2005, 板楼,8, 一年前发布,1820000.0,"19,683元/平",VR看装修 房本满五年 随时看房 
园林景观大三房，高楼层视野好。,南沙金茂湾,明珠湾,3室2厅 ,95.46, 南 , 毛坯 ,32,2018, 塔楼,70, 一年前发布,3350000.0,"35,094元/平",VR看装修 房本满两年 随时看房 
三房两卫，实用率高，处于单边位安静，双阳台。,南沙金茂湾,明珠湾,3室1厅 ,96.86, 东 西 , 毛坯 ,32,2017, 塔楼,5, 2个月以前发布,2950000.0,"30,457元/平",VR看装修 房本满两年 随时看房 
明珠湾CBD板块，综合体小区，双阳台对流大三房户型,南沙金茂湾,明珠湾,3室2厅 ,123.79, 东 西 , 毛坯 ,38,2017, 塔楼,9, 一年前发布,5190000.0,"41,926元/平",VR看装修 房本满两年 随时看房 
成熟商圈一步到位 南向大阳台 *格美丽,越秀滨海隽城,金洲,3室2厅 ,116.07, 南 , 精装 ,16,2012, 塔楼,29, 一年前发布,3020000.0,"26,019元/平",VR看装修 房本满五年 随时看房 
小区生活便利，房屋装修保养新，业主诚意卖,海棠花园(南沙),进港大道,3室2厅 ,115.48, 北 , 其他 ,13,2000, 板塔结合,7, 6个月以前发布,1630000.0,"14,115元/平",VR房源 房本满五年 随时看房 
星河盛世精装三房高层 房子保养好采光好景观好,星河盛世,进港大道,3室2厅 ,88.0, 北 , 精装 ,26,2015, 塔楼,18, 一年前发布,2400000.0,"27,273元/平",VR看装修 房本满五年 随时看房 
广晟圣淘沙 71方中楼层南向两房 业主诚心出*,广晟圣淘沙,进港大道,2室2厅 ,71.63, 南 , 毛坯 ,18,2017, 塔楼,12, 一年前发布,1610000.0,"22,477元/平",VR看装修 房本满两年 随时看房 
蕉门河板块 满五年 阳光城香缇溪岸 南向大四房,阳光城香缇溪岸,进港大道,4室2厅 ,142.98, 南 北 , 毛坯 ,11,2011, 塔楼,47, 一年前发布,2800000.0,"19,584元/平",VR看装修 房本满五年 随时看房 
南沙金茂湾，站得高看得远，坐拥美景,南沙金茂湾,明珠湾,4室2厅 ,139.0, 南 北 , 毛坯 ,32,2017, 板塔结合,123, 一年前发布,5400000.0,"38,849元/平",VR房源 房本满两年 随时看房 
星河丹堤中楼层，黄山鲁森林公园，包增值税,广州星河丹堤,金洲,3室2厅 ,127.62, 南 北 , 毛坯 ,8,2018, 塔楼,79, 一年前发布,2590000.0,"20,295元/平",VR房源 房本满两年 随时看房 
飞沙角地铁口 800米 次新小区,南沙心意华庭,金洲,2室1厅 ,86.0, 东 , 精装 ,15,2015, 板塔结合,1, 7个月以前发布,2100000.0,"24,419元/平",近地铁 VR看装修 房本满两年 随时看房 
丰庭花园一梯两户南北对流三房诚心卖房产满五年,丰庭花园,金洲,3室2厅 ,92.43, 南 北 , 精装 ,10,2005, 塔楼,11, 6个月以前发布,1730000.0,"18,717元/平",VR看装修 房本满五年 随时看房 
心卖点：明珠湾金茂湾CBD高档小区，品质精装。,南沙金茂湾,明珠湾,3室2厅 ,93.86, 东南 , 其他 ,15,2016, 塔楼,7, 8个月以前发布,1550000.0,"16,514元/平",房本满两年 
富佳花园高层毛呸满五，南北对流大四房,富佳花园,进港大道,4室1厅 ,146.86, 南 , 其他 ,15,1999, 塔楼,2, 3个月以前发布,2560000.0,"17,432元/平",VR看装修 房本满五年 随时看房 
紫茗花园，中高楼层，南向看小区,紫茗花园,进港大道,3室1厅 ,127.05, 南 , 毛坯 ,17,2014, 板塔结合,0, 2个月以前发布,2450000.0,"19,284元/平",VR看装修 房本满两年 随时看房 
南沙珠江湾 南北对流 户型方正，看法方便,南沙珠江湾,南沙湾,3室2厅 ,118.95, 南 , 精装 ,28,2012, 板塔结合,0, 6个月以前发布,2700000.0,"22,699元/平",VR看装修 房本满两年 随时看房 
精装四房 过五年 带车位 可看湖看海 视野开阔,时代南湾,南沙港,4室2厅 ,145.09, 西北 , 精装 ,24,2012, 板塔结合,52, 9个月以前发布,3650000.0,"25,157元/平",VR看装修 房本满五年 随时看房 
南沙珠江湾 一线海景 中高层无遮挡 钥匙在手看房方便,南沙珠江湾,南沙湾,3室2厅 ,118.0, 南 北 , 其他 ,32,2015, 板塔结合,13, 10个月以前发布,3000000.0,"25,424元/平",VR看装修 房本满五年 随时看房 
南北对流望湖四房 景观漂亮  双阳台保养好 满五近地铁,万科府前一号,南沙区府,4室2厅 ,143.07, 北 南 , 精装 ,18,2014, 板楼,6, 3个月以前发布,4580000.0,"32,013元/平",VR看装修 房本满五年 随时看房 
品质小区，南北对流大三房，采光通风好房。,万科府前一号,南沙区府,3室2厅 ,121.66, 南 北 , 精装 ,11,2014, 板楼,2, 2个月以前发布,3600000.0,"29,591元/平",VR看装修 房本满五年 随时看房 
区府板块 高楼层看蕉门河 满五唯一税费低,龙光棕榈水岸南区,南沙区府,2室1厅 ,97.33, 南 , 毛坯 ,18,2013, 板塔结合,6, 3个月以前发布,2490000.0,"25,584元/平",VR房源 房本满五年 随时看房 
碧桂园南向山景房，满五唯一，诚心出,南沙碧桂园,金洲,3室2厅 ,104.35, 南 , 精装 ,6,2007, 板塔结合,106, 5个月以前发布,1680000.0,"16,100元/平",VR看装修 房本满五年 随时看房 
小三房带入户花园，楼层好，看花园,龙光棕榈水岸北区,南沙区府,3室2厅 ,92.11, 西南 , 精装 ,18,2014, 塔楼,49, 一年前发布,2900000.0,"31,485元/平",近地铁 VR看装修 房本满五年 随时看房 
此房全新未入住，保养好，精装修，采光充足,叠翠峰,南沙区府,3室1厅 ,104.19, 南 , 精装 ,11,2017, 塔楼,12, 一年前发布,3220000.0,"30,906元/平",VR看装修 房本满五年 随时看房 
蕉门板块府前花园高层南向小三房，随时看房,万科府前一号,南沙区府,3室1厅 ,90.66, 南 , 其他 ,28,2014, 板楼,3, 1个月以前发布,2400000.0,"26,473元/平",VR看装修 房本满五年 随时看房 
实用小三房带装修，户型方正，业主置换，,大岗翡翠蓝湾东区,大岗镇,3室2厅 ,86.0, 西南 , 简装 ,9,2011, 板楼,1, 6个月以前发布,1298000.0,"15,094元/平",VR看装修 房本满五年 随时看房 
珠江源昌花园 南北通透大三房 业主诚意出*,珠江源昌花园,横沥,3室2厅 ,96.77, 南 北 , 毛坯 ,27,2000, 塔楼,148, 一年前发布,1550000.0,"16,018元/平",VR看装修 房本满两年 随时看房 
叠翠峰实用三房，全新未住，视野好。,叠翠峰,南沙区府,3室2厅 ,90.67, 北 , 精装 ,24,2017, 塔楼,15, 一年前发布,2750000.0,"30,330元/平",VR看装修 房本满两年 随时看房 
叠翠峰一期，大三房，南向看湖景，看公园，景观优美。,叠翠峰,南沙区府,3室2厅 ,108.56, 西南 , 精装 ,31,2017, 塔楼,39, 6个月以前发布,3080000.0,"28,372元/平",VR看装修 房本满两年 随时看房 
一线海景湖景，视野开阔毫无遮挡，凤凰楼层,时代南湾,南沙港,3室1厅 ,93.21, 东南 , 精装 ,32,2015, 板塔结合,1, 2个月以前发布,2350000.0,"25,212元/平",VR看装修 房本满五年 随时看房 
黄山鲁森林公园傍山美宅 天然氧吧,广州星河丹堤,金洲,4室2厅 ,159.99, 东南 , 其他 ,18,2019, 塔楼,4, 7个月以前发布,5000000.0,"31,252元/平",VR看装修 房本满两年 随时看房 
此房全新没住过、保养好、高层南向看海,南沙珠江湾,南沙湾,3室1厅 ,118.91, 南 , 精装 ,32,2015, 板塔结合,42, 7个月以前发布,2350000.0,"19,763元/平",VR看装修 房本满两年 随时看房 
区府版块 焦门河边 一河一湖双景观,龙光棕榈水岸北区,南沙区府,3室1厅 ,97.01, 东南 , 毛坯 ,11,2014, 塔楼,3, 4个月以前发布,2420000.0,"24,946元/平",近地铁 VR看装修 房本满两年 随时看房 
南沙珠江湾，南向单位，房子通风采光好,南沙珠江湾,南沙湾,3室2厅 ,122.0, 南 , 毛坯 ,32,2015, 板塔结合,2, 7个月以前发布,2600000.0,"21,312元/平",VR看装修 房本满两年 随时看房 
南沙珠江湾，户型方正，看法方便,南沙珠江湾,南沙湾,3室2厅 ,144.27, 南 , 精装 ,25,2012, 板塔结合,0, 7个月以前发布,3300000.0,"22,874元/平",VR看装修 房本满五年 随时看房 
明珠湾起步区东南向大三房 户户朝南 稀有江景,南沙金茂湾,明珠湾,3室2厅 ,123.95, 东南 , 毛坯 ,32,2017, 塔楼,9, 7个月以前发布,3950000.0,"31,868元/平",VR房源 房本满两年 随时看房 
位于黄山鲁森林公园内 税费少 环境好 空气清晰,广州星河丹堤,金洲,3室2厅 ,89.02, 东南 , 精装 ,10,2015, 塔楼,10, 6个月以前发布,2120000.0,"23,815元/平",VR看装修 房本满两年 随时看房 
珠光御景 满五唯一 业主诚心出*，钥匙在手看房方便,珠光南沙御景,金洲,3室2厅 ,135.76, 北 , 毛坯 ,18,2012, 板塔结合,45, 一年前发布,2570000.0,"18,931元/平",VR看装修 房本满五年 随时看房 
三房两厅两卫，东南向，带大平台，业主亏本卖,明珠花园(南沙区),金洲,3室2厅 ,126.2, 东南 , 毛坯 ,12,1999, 塔楼,40, 一年前发布,1445000.0,"11,451元/平",VR房源 房本满两年 随时看房 
诚心放卖，户型方正，南北对流。,紫茗花园,进港大道,3室1厅 ,103.23, 南 , 精装 ,17,2014, 板塔结合,1, 1个月以前发布,1950000.0,"18,890元/平",VR看装修 房本满两年 随时看房 
南沙晴海岸，近地铁 环境好 有钥匙看房方便,晴海岸,南沙湾,3室2厅 ,85.72, 南 , 精装 ,18,2015, 塔楼,4, 7个月以前发布,2350000.0,"27,415元/平",近地铁 VR看装修 房本满两年 随时看房 
南北通透三房满五唯一中高望江广外旁近地铁双阳台,越秀滨海珺城,明珠湾,3室1厅 ,86.62, 南 北 , 精装 ,28,2015, 塔楼,17, 3个月以前发布,2450000.0,"28,285元/平",近地铁 VR看装修 房本满五年 随时看房 
房子保养好 户型方正 双阳台南北对流,阳光城丽景湾,进港大道,3室2厅 ,133.52, 南 北 , 精装 ,30,2017, 塔楼,38, 一年前发布,2800000.0,"20,971元/平",VR看装修 房本满两年 随时看房 
海力花园 3室2厅 北 南,海力花园,进港大道,3室2厅 ,112.0, 北 南 , 精装 ,11,2012, 塔楼,3, 4个月以前发布,2280000.0,"20,358元/平",VR看装修 房本满五年 随时看房 
靓楼层，采光充足，南向4房2卫精装。,碧桂园蜜柚,进港大道,4室2厅 ,125.55, 南 , 精装 ,27,2018, 板楼,3, 5个月以前发布,3030000.0,"24,134元/平",VR看装修 房本满五年 随时看房 
明珠湾板块 小区中间位置安静南北对流大三房,越秀滨海珺城,明珠湾,3室2厅 ,123.76, 南 北 , 精装 ,26,2014, 塔楼,5, 一年前发布,3600000.0,"29,089元/平",近地铁 VR看装修 房本满五年 随时看房 
