珠光新城御景二期 一线江景南向4房  视野开阔,珠光新城御景二期,珠江新城东,4室2厅 ,154.26, 南 北 , 精装 ,27,2017, 塔楼,84, 7个月以前发布,22800000.0,"147,803元/平",近地铁 VR看装修 房本满两年 随时看房 
闹中取静，买房装修，这里可以一步到位。体验奢华生活,汇景新城上城勋堡,汇景新城,5室2厅 ,356.96, 南 北 , 其他 ,18,2007, 塔楼,17, 3个月以前发布,47950000.0,"134,329元/平",VR房源 房本满五年 
【店长强烈推荐】 小城之春 安静望泳池 改善大三房,小城之春,华景新城,3室2厅 ,121.32, 东南 , 精装 ,18,2008, 塔楼,10, 3个月以前发布,13300000.0,"109,628元/平",VR看装修 房本满五年 
领峰园南向四房双主套高层通透对流空气好,领峰园,珠江新城中,4室2厅 ,234.81, 东南 , 精装 ,48,2009, 塔楼,11, 4个月以前发布,15710000.0,"66,889元/平",近地铁 VR看装修 房本满五年 
高德公馆 2室2厅 西 西北,高德公馆,珠江新城中,2室2厅 ,86.92, 西 西北 , 精装 ,38,2009, 板塔结合,1,11,5800000.0,"66,707元/平",近地铁 VR看装修 房本满五年 随时看房 
中区次新房高层，东南北单边景观、实用五房、三代同堂,尚东君御雅苑,珠江新城中,4室2厅 ,198.25, 东北 , 精装 ,46,2015, 塔楼,227, 6个月以前发布,16290000.0,"82,121元/平",近地铁 VR房源 房本满两年 
华阳 06年楼龄 保养好 上学方便 大三房 三阳台 精装,宏景台,体育中心,3室2厅 ,149.49, 东 , 精装 ,22,2005, 塔楼,50, 一年前发布,16800000.0,"112,383元/平",近地铁 VR看装修 房本满五年 
豪景花园三房 高楼层 采光好 精装修 两套打通,豪景花园,沙河,3室2厅 ,98.04, 北 , 精装 ,19,2009, 塔楼,131, 11个月以前发布,3630000.0,"37,026元/平",VR房源 房本满五年 
骏景花园 中高层大4房 望花园泳池 视野开阔,骏景花园,棠下,4室2厅 ,154.53, 北 , 简装 ,13,2003, 塔楼,2, 2个月以前发布,8020000.0,"51,878元/平",近地铁 VR房源 房本满五年 
誉峰A8满五唯一，业主诚心卖，带40平花园，四房双主套,誉峰,珠江新城东,4室2厅 ,232.98, 南 , 精装 ,41,2007, 板楼,14, 5个月以前发布,38880000.0,"166,882元/平",近地铁 VR看装修 房本满五年 
西南向大三房三卫，望小蛮腰，带双主套,誉峰,珠江新城东,3室2厅 ,206.13, 南 , 精装 ,41,2007, 板楼,23, 8个月以前发布,35000000.0,"169,796元/平",VR房源 房本满两年 
天龙大厦 3室1厅 东南 南,天龙大厦,龙口西,3室1厅 ,111.78, 东南 南 , 精装 ,25,1997, 塔楼,4, 3个月以前发布,8500000.0,"76,043元/平",近地铁 VR看装修 房本满两年 
天龙大厦  三房两卫  西北向  双阳台  中间楼层,天龙大厦,龙口西,3室2厅 ,115.63, 西北 , 简装 ,25,1997, 塔楼,1, 一年前发布,8150000.0,"70,484元/平",近地铁 VR看装修 房本满五年 
华景新城 翠安侬苑  高层采光好 精装视野好,华景新城翠安侬苑,华景新城,5室2厅 ,170.51, 西南 , 精装 ,32,2002, 塔楼,2630, 一年前发布,9530000.0,"55,854元/平",VR房源 房本满五年 
华港花园 【实用率92%】南北双阳台 格局正 卧室阔绰,华港花园,天河公园,3室2厅 ,108.86, 南 北 , 简装 ,9,2004, 板塔结合,13, 2个月以前发布,6730000.0,"61,752元/平",近地铁 VR房源 房本满五年 
2004年 电梯高层 格局方正 华港花园  不要错过哈,华港花园,天河公园,3室2厅 ,100.52, 北 , 简装 ,28,2004, 塔楼,1, 3个月以前发布,6210000.0,"61,752元/平",近地铁 VR看装修 房本满五年 
遥望花园 闹中有静 2009年 新鲜出炉 三房 链家优选,东方新世界,天河公园,3室2厅 ,114.69, 西北 , 其他 ,24,2009, 塔楼,0, 1个月以前发布,8830000.0,"76,922元/平",近地铁 VR看装修 房本满五年 
耀星华庭南向三房 精装修 方正实用,耀星华庭,林和,3室2厅 ,121.75, 东南 , 精装 ,31,2003, 板塔结合,32, 一年前发布,8550000.0,"70,163元/平",近地铁 VR看装修 房本满五年 
中海观园大平层 高层东南向 视野开阔,中海观园国际,珠江新城东,4室2厅 ,285.3, 东南 南 , 精装 ,45,2007, 板楼,16, 3个月以前发布,43800000.0,"153,523元/平",近地铁 VR房源 房本满两年 
南国花园 南北对流 舒适四房 景观开阔,南国花园,珠江新城东,4室2厅 ,155.04, 南 北 , 简装 ,28,2002, 塔楼,9, 3个月以前发布,10400000.0,"67,058元/平",近地铁 VR看装修 房本满五年 
南向三房 可望江望猎德大桥 带租约,中达广场,珠江新城中,3室1厅 ,67.0, 南 , 精装 ,25,2012, 塔楼,0,26,4500000.0,"67,165元/平",近地铁 房本满五年 
金融城 三溪地铁口600米 单边位东南向两房 户型方正,美林湖畔花园,东圃,2室1厅 ,81.53, 南 , 精装 ,18,2005, 塔楼,1,16,4240000.0,"51,884元/平",VR看装修 房本满五年 
美林湖畔花园誉府 3室1厅 西南,美林湖畔花园誉府,东圃,3室1厅 ,95.0, 西南 , 精装 ,10,2013, 塔楼,1,12,4930000.0,"51,884元/平",VR看装修 房本满五年 
时代花生刚需小两房，南向采光好，满五年！,时代花生一期,沙太南,2室1厅 ,52.15, 南 , 其他 ,8,2008, 塔楼,0,15,3150000.0,"60,403元/平",VR看装修 房本满五年 
旭景家园，中楼层采光视野好，满五年唯一，税费少,旭景家园,东圃,3室2厅 ,88.27, 南 , 其他 ,15,2002, 塔楼,0,16,3660000.0,"41,357元/平",VR房源 房本满五年 
天河北 龙口西小区 户型方正 厅出阳台 热-销-户型,龙口小区,龙口西,2室2厅 ,60.08, 北 , 其他 ,9,1996, 塔楼,0,16,4500000.0,"74,901元/平",近地铁 VR看装修 房本满五年 
橡树园 1室1厅 西南,橡树园,沙太南,1室1厅 ,41.0, 西南 , 其他 ,9,2006, 塔楼,0,11,1600000.0,"39,025元/平",VR房源 房本满两年 
龙口西高品质装修房，保养如新！带阳台，诚心卖,东方之珠花园,天润路,2室2厅 ,90.62, 北 , 精装 ,28,2004, 板塔结合,0,15,6990000.0,"77,136元/平",近地铁 VR房源 房本满五年 
嘉逸花园 1室0厅 北,嘉逸花园,粤垦,1室0厅 ,36.11, 北 , 其他 ,26,2008, 塔楼,0,6,1230000.0,"34,063元/平",VR看装修 房本满五年 
岗顶旁 原装电梯，楼龄新，楼下就是地铁口和美食城,百脑汇科技大厦,石牌,2室1厅 ,50.11, 东 , 其他 ,30,2004, 塔楼,1,11,2600000.0,"51,886元/平",近地铁 VR看装修 房本满五年 
燕塘地铁口新燕花园电梯2房厅出阳台 人车分流带游泳池,新燕花园,燕塘,2室1厅 ,80.78, 南 北 , 精装 ,17,2004, 塔楼,0,11,4650000.0,"57,564元/平",近地铁 VR看装修 房本满五年 
宝翠园东南三房望泳池，通风业主诚心出,宝翠园,龙洞,3室1厅 ,100.91, 东南 , 精装 ,16,2012, 塔楼,0,16,7000000.0,"69,369元/平",近地铁 VR看装修 房本满两年 
天河东路小区 2室1厅 西,天河东路小区,龙口西,2室1厅 ,62.31, 西 , 其他 ,9,1999, 塔楼,0,13,4500000.0,"72,220元/平",近地铁 VR房源 房本满五年 
隽峰苑 精装修高层两房 通风采光好,隽峰苑,珠江新城中,2室1厅 ,71.95, 东北 , 精装 ,32,2008, 塔楼,0,15,5810000.0,"80,747元/平",近地铁 VR房源 房本满两年 
隆德大厦 1室1厅 南,隆德大厦,体育中心,1室1厅 ,41.08, 南 , 简装 ,30,2006, 塔楼,0,9,2950000.0,"71,812元/平",近地铁 房本满五年 
此房满五唯一，精装修可拎包入住，高层西北向带阳台.,跑马地花园三期,珠江新城东,1室1厅 ,66.3, 西北 , 精装 ,33,2006, 塔楼,0,15,2700000.0,"40,584元/平",近地铁 VR看装修 房本满五年 
珠江新城，保养好，格局方正实用两居,南天广场,珠江新城西,2室1厅 ,88.85, 西南 , 其他 ,33,1997, 塔楼,0,9,4490000.0,"50,453元/平",近地铁 VR看装修 房本满两年 
珠江公园旁，中楼层安静大两房，满五税费低,安骏大厦,珠江新城东,2室2厅 ,75.56, 西 , 简装 ,28,1999, 塔楼,0,8,7000000.0,"92,642元/平",近地铁 VR房源 房本满五年 
金融城后花园 精装全明3居室好房 视野无遮挡  满五,天健上城,车陂,3室2厅 ,101.23, 西北 , 其他 ,13,2016, 塔楼,1, 1个月以前发布,7650000.0,"75,571元/平",VR看装修 房本满五年 
此房满五，户型方正，通风采光良好，居住适应,天翔花园,龙口东,4室2厅 ,164.0, 北 , 其他 ,16,1998, 塔楼,4, 一年前发布,11500000.0,"70,122元/平",近地铁 VR房源 房本满五年 
旭日雅苑 南北通透格局方正 采光好安静望花园 满五,旭日雅苑,员村,3室1厅 ,115.33, 南 北 , 精装 ,6,2012, 板楼,25, 6个月以前发布,6980000.0,"60,522元/平",近地铁 VR看装修 房本满五年 
美林湖畔花园 6室4厅 东南,美林湖畔花园,东圃,6室4厅 ,245.51, 东南 , 其他 ,6,2005, 塔楼,5, 3个月以前发布,12740000.0,"51,884元/平",近地铁 VR房源 房本满五年 
恒城复式在卖，高层电梯，采光视野好,恒城大厦,天河南,5室2厅 ,188.56, 南 , 其他 ,31,1998, 塔楼,8, 一年前发布,13450000.0,"71,331元/平",近地铁 VR房源 房本满五年 
此房南北对流格局好，装修保养好，适合居住,汇景新城世家,汇景新城,4室2厅 ,233.35, 南 北 , 其他 ,28,2009, 塔楼,21, 一年前发布,23000000.0,"98,565元/平",VR房源 房本满五年 
珠江新城高层望江、广州塔 视野一览无余 南北对流,博雅首府,珠江新城中,5室2厅 ,351.85, 西南 东北 , 精装 ,27,2008, 塔楼,43, 7个月以前发布,59800000.0,"169,959元/平",近地铁 VR房源 房本满两年 
旭日雅苑 原装电梯 三房二卫 满五年,旭日雅苑,员村,3室2厅 ,103.0, 东 , 其他 ,11,2012, 塔楼,9, 2个月以前发布,6800000.0,"66,020元/平",近地铁 VR看装修 房本满五年 
天河北 中怡城市花园 1房1厅  精装修 单边位,中怡城市花园,林和,1室1厅 ,54.39, 西北 , 其他 ,30,2002, 塔楼,0,11,4250000.0,"78,083元/平",近地铁 VR看装修 房本满两年 随时看房 
誉峰A4栋，四房双主套，高层正南向望花园单边位,誉峰,珠江新城东,4室2厅 ,234.54, 南 , 精装 ,45,2007, 板楼,68, 5个月以前发布,42500000.0,"181,206元/平",VR看装修 房本满两年 
大面积平层 南北对流 楼龄新 比邻珠江公园,越秀星汇御府,珠江新城东,6室2厅 ,401.45, 东 南 北 , 其他 ,34,2015, 板楼,7, 3个月以前发布,68000000.0,"169,386元/平",VR看装修 房本满两年 
园林，江景，城市CBD繁荣景观尽收眼里,粤海丽江花园,珠江新城东,4室2厅 ,283.56, 东南 , 简装 ,45,2011, 塔楼,53, 10个月以前发布,17860000.0,"62,974元/平",VR房源 房本满五年 
前排，南向安静，满五年，封闭园林小区，装修保养好,华景新城陶然庭苑,华景新城,4室2厅 ,134.64, 南 北 , 简装 ,36,2006, 塔楼,23, 一年前发布,7530000.0,"55,854元/平",VR看装修 房本满五年 
华港花园 位置好，前后花园三房 南北对流,华港花园,天河公园,3室2厅 ,103.77, 西南 , 精装 ,9,2004, 板塔结合,27, 10个月以前发布,6410000.0,"61,752元/平",VR房源 房本满五年 
高档小区   标准大三房  业主诚心卖房  随时可看,理想蓝堡国际花园,天河公园,4室2厅 ,132.72, 南 北 , 其他 ,29,2004, 塔楼,23, 一年前发布,13800000.0,"103,979元/平",VR房源 房本满五年 
龙口西大四房，东向大阳台，户型方正,天信大厦,龙口西,4室2厅 ,161.54, 东南 , 简装 ,9,1997, 塔楼,6, 一年前发布,11600000.0,"71,809元/平",近地铁 VR看装修 房本满五年 
房子诚心放卖，户型好，南向好户型，快来看房,金穗大厦,体育中心,4室2厅 ,136.49, 南 , 简装 ,33,1997, 板塔结合,8, 3个月以前发布,6500000.0,"47,623元/平",近地铁 VR房源 房本满五年 
好房推荐：高层东南向 可望广州塔 视野好采光好保养好,名门大厦,珠江新城西,4室2厅 ,252.21, 东南 , 精装 ,33,1997, 塔楼,2, 5个月以前发布,22000000.0,"87,229元/平",VR房源 房本满五年 
天翔花园 精致四房 业主自住 看房周末可以,天翔花园,龙口东,4室2厅 ,140.44, 南 西 东北 , 精装 ,15,1998, 塔楼,6, 2个月以前发布,12000000.0,"85,446元/平",VR房源 房本满五年 
中高层121方三房业主诚心出*,名门大厦,珠江新城西,3室2厅 ,121.2, 北 , 精装 ,33,1997, 塔楼,17, 一年前发布,9000000.0,"74,258元/平",近地铁 房本满五年 
名雅苑 3室1厅 南,名雅苑,体育中心,3室1厅 ,128.93, 南 , 其他 ,8,1994, 塔楼,5, 4个月以前发布,12800000.0,"99,279元/平",近地铁 VR看装修 房本满五年 
"名雅苑 太古汇旁南北对流经典复式,使用率高，花园小区",名雅苑,体育中心,6室2厅 ,216.4, 东南 , 其他 ,6,1994, 板楼,4, 7个月以前发布,15180000.0,"70,148元/平",近地铁 VR房源 房本满五年 
南天广场 3室2厅 南,南天广场,珠江新城西,3室2厅 ,127.03, 南 , 精装 ,33,1997, 塔楼,80, 一年前发布,6410000.0,"50,453元/平",近地铁 VR看装修 房本满五年 
东方新世界 二期 四房单位 安静望小区花园,东方新世界,天河公园,4室2厅 ,167.98, 东北 , 精装 ,25,2011, 塔楼,212, 一年前发布,12930000.0,"76,922元/平",VR看装修 房本满五年 
隽峰苑  高层  视野开阔 业主诚心卖  南北对流  跃式,隽峰苑,珠江新城中,4室2厅 ,167.0, 南 , 精装 ,32,2008, 塔楼,93, 一年前发布,13490000.0,"80,747元/平",近地铁 VR看装修 房本满五年 
保利香槟花园 南北向四房 户型方正好用 通风采光好,保利香槟花园,珠江新城西,4室2厅 ,165.16, 南 北 , 精装 ,21,2004, 塔楼,328, 7个月以前发布,19680000.0,"119,158元/平",近地铁 VR看装修 房本满五年 
天翔花园 南北对流四房 户型方正双地铁口 小区密度低,天翔花园,龙口东,4室2厅 ,164.04, 南 北 , 精装 ,15,1998, 塔楼,4, 2个月以前发布,11800000.0,"71,934元/平",近地铁 VR房源 房本满五年 
龙口西，西南向电梯三房，采光通风好，满五唯一,天龙大厦,龙口西,3室1厅 ,111.77, 南 , 简装 ,25,1997, 塔楼,5, 6个月以前发布,8500000.0,"76,050元/平",近地铁 VR看装修 房本满五年 
天河智慧城地铁口独立卫生间小户型,万科云城米酷,智慧城,1室0厅 ,25.06, 西 , 其他 ,17,2017, 塔楼,0,9,550000.0,"21,948元/平",近地铁 房本满两年 随时看房 
此房南北对流格局好，装修保养好，适合居住,汇景新城世家,汇景新城,3室2厅 ,185.6, 南 北 , 精装 ,28,2009, 塔楼,16, 一年前发布,18000000.0,"96,983元/平",VR房源 房本满五年 
远洋优质好房，房型端正采光好，业主诚心出*,远洋天骄,天河客运站,3室1厅 ,88.91, 北 , 其他 ,19,2017, 塔楼,24, 一年前发布,5600000.0,"62,986元/平",VR看装修 房本满两年 
实用四房，安静，前后看花园，户型好。,汇景新城上城勋堡,汇景新城,4室1厅 ,213.32, 南 北 , 精装 ,22,2007, 塔楼,1, 一年前发布,22500000.0,"105,476元/平",VR房源 房本满五年 
此房东北向安静城市景观，双主套设计，奢华的装修风格,星汇云锦,珠江新城西,3室2厅 ,242.85, 东北 , 精装 ,42,2010, 塔楼,16, 10个月以前发布,17030000.0,"70,103元/平",近地铁 VR房源 房本满两年 
顶楼复式，实用面积大，少有放盘,汇豪大厦,珠江新城东,6室2厅 ,243.35, 东 , 精装 ,29,1996, 塔楼,2, 4个月以前发布,24500000.0,"100,679元/平",近地铁 VR房源 房本满五年 
高层复式，大景观，视野开阔，户型方正,汇景新城棕榈园,汇景新城,4室2厅 ,235.73, 南 , 简装 ,29,2004, 塔楼,68, 一年前发布,22000000.0,"93,328元/平",VR房源 房本满五年 
采光好 环境优美 交通便利 望公园 精装大五房,天健上城,车陂,5室2厅 ,181.0, 北 , 精装 ,12,2016, 塔楼,17, 11个月以前发布,13000000.0,"71,824元/平",VR看装修 房本满两年 
珠江新城高层望江、广州塔 视野一览无余 南北对流,博雅首府,珠江新城中,5室2厅 ,351.85, 西南 东北 , 精装 ,27,2008, 塔楼,43, 7个月以前发布,59800000.0,"169,959元/平",近地铁 VR房源 房本满两年 
恒城复式在卖，高层电梯，采光视野好,恒城大厦,天河南,5室2厅 ,188.56, 南 , 其他 ,31,1998, 塔楼,8, 一年前发布,13450000.0,"71,331元/平",近地铁 VR房源 房本满五年 
丽晴轩大五房，电梯中楼层，通风采光好，满五年,丽晴轩,粤垦,5室2厅 ,149.77, 东 南 西 北 , 其他 ,11,2002, 塔楼,5, 5个月以前发布,9100000.0,"60,760元/平",VR房源 房本满五年 
此房是双阳台四房，望山很舒服，业主诚心卖,汇景新城龙熹山,汇景新城,4室2厅 ,204.0, 南 北 , 其他 ,30,2011, 板楼,48, 一年前发布,20000000.0,"98,040元/平",VR看装修 房本满五年 
骏景花园南苑 方正四房 业主自住保养好,骏景花园,棠下,4室2厅 ,144.15, 北 , 简装 ,13,2000, 塔楼,28, 一年前发布,7480000.0,"51,878元/平",VR房源 房本满五年 
珠江东境 带2个100方的私家大平台,珠江东境花园,车陂,4室2厅 ,157.76, 南 , 精装 ,7,2014, 板楼,5, 1个月以前发布,17880000.0,"113,337元/平",VR看装修 房本满两年 
华景里四房次新楼两梯两户，南北对流户型,华景新城华景里,华景新城,4室2厅 ,189.63, 南 西南 , 精装 ,29,2014, 板楼,2, 2个月以前发布,10600000.0,"55,854元/平",VR房源 房本满五年 
华苑大厦 4室2厅 东南,华苑大厦,体育中心,4室2厅 ,174.58, 东南 , 简装 ,30,1996, 板塔结合,8, 5个月以前发布,8480000.0,"48,574元/平",近地铁 VR房源 房本满五年 
中区次新房高层，东南北单边景观、实用五房、三代同堂,尚东君御雅苑,珠江新城中,4室2厅 ,198.25, 东北 , 精装 ,46,2015, 塔楼,227, 6个月以前发布,16290000.0,"82,121元/平",近地铁 VR房源 房本满两年 
高德公馆 2室2厅 西 西北,高德公馆,珠江新城中,2室2厅 ,86.92, 西 西北 , 精装 ,38,2009, 板塔结合,1,11,5800000.0,"66,707元/平",近地铁 VR看装修 房本满五年 随时看房 
