豪利花园，房子精装修，拎包入住，看房方便，欢迎咨询,豪利花园,镜湖大道,3室1厅 ,98.96, 南 , 精装 ,16,2014, 塔楼,2,28,1790000.0,"18,089元/平",VR房源 房本满两年 随时看房 
雅宝新城雅宝名居 3室2厅 南,雅宝新城雅宝名居,秀全街,3室2厅 ,195.68, 南 , 毛坯 ,29,2017, 塔楼,0, 3个月以前发布,3300000.0,"16,865元/平",VR房源 房本满两年 随时看房 
宾馆新村、低楼层、户型方正实用大四房,宾馆新村,旧区,4室1厅 ,95.0, 南 , 简装 ,6,1985, 板楼,3, 3个月以前发布,1000000.0,"10,527元/平",近地铁 VR看装修 房本满五年 随时看房 
三房毛坯房，户型方正，朝向南，采光视野宽阔，，，，,雅居乐·岭会,狮岭镇,3室2厅 ,98.0, 南 , 毛坯 ,32,2016, 塔楼,0, 9个月以前发布,1250000.0,"12,756元/平",VR看装修 房本满五年 随时看房 
富豪山庄，精装大三房，原本四房，适合一家大小居住,花都富豪山庄,旧区,3室2厅 ,188.17, 南 , 精装 ,7,2000, 塔楼,8, 一年前发布,2350000.0,"12,489元/平",近地铁 VR看装修 房本满五年 随时看房 
永大新城，锦砖南北通透格局好，花果山地铁口，大三房,永大新城,旧区,3室2厅 ,116.31, 南 北 , 精装 ,8,2001, 板楼,77, 一年前发布,1500000.0,"12,897元/平",近地铁 VR房源 房本满五年 随时看房 
广州北地铁祈福辉煌台满二税费低,祈福辉煌台,铁路西,2室2厅 ,87.28, 东北 , 毛坯 ,28,2012, 塔楼,5, 一年前发布,1580000.0,"18,103元/平",近地铁 VR房源 房本满五年 随时看房 
全屋红木定制，改善型大四房，交通便利,祈福天龙苑,铁路西,4室2厅 ,143.83, 南 , 精装 ,28,2014, 塔楼,8, 9个月以前发布,2750000.0,"19,120元/平",VR房源 房本满两年 随时看房 
豪利花园 3室1厅 南,豪利花园,镜湖大道,3室1厅 ,109.36, 南 , 精装 ,15,2011, 塔楼,24, 9个月以前发布,1750000.0,"16,003元/平",VR看装修 房本满五年 随时看房 
美力花园 60方私人平台 区服板块锦砖小区,美力花园,旧区,3室2厅 ,119.48, 南 北 , 简装 ,8,2004, 塔楼,25, 8个月以前发布,2000000.0,"16,740元/平",VR房源 房本满五年 随时看房 
房子精装修，目前自己住，无遮挡采光通风好，高层,雅居乐锦城花冠集,秀全街,3室1厅 ,93.14, 北 , 精装 ,32,2008, 塔楼,5, 一年前发布,1780000.0,"19,112元/平",VR房源 房本满五年 随时看房 
保利城花园大三房，户型方正  楼层好 业主诚心,保利城花园,铁路西,3室1厅 ,122.39, 南 , 精装 ,23,2009, 塔楼,17, 一年前发布,1725000.0,"14,095元/平",近地铁 VR房源 房本满五年 随时看房 
学府花园二期 带入 户花园户型 三房带主套,云峰学府花园,秀全街,3室2厅 ,121.53, 南 , 其他 ,18,2016, 塔楼,4, 6个月以前发布,1760000.0,"14,483元/平",VR房源 房本满两年 随时看房 
高尔夫温馨两房 望花园 安静   满五唯一,保利高尔夫郡,铁路西,2室1厅 ,83.53, 北 , 简装 ,32,2015, 塔楼,19, 5个月以前发布,1200000.0,"14,367元/平",近地铁 VR看装修 房本满五年 随时看房 
北站时代城，刚需小三房，东南看花园，业主诚意卖,南华时代城,铁路西,3室2厅 ,85.7, 东南 , 毛坯 ,30,2010, 塔楼,25, 5个月以前发布,1480000.0,"17,270元/平",VR房源 房本满两年 随时看房 
配套成熟   适合公积金  电梯高层大三房,商业大道,旧区,3室2厅 ,102.17, 南 北 , 精装 ,9,1992, 板楼,58, 一年前发布,1050000.0,"10,277元/平",近地铁 VR看装修 房本满五年 随时看房 
富银路，中行宿舍楼，格局方正，三房两卫,富银路,旧区,3室1厅 ,101.97, 南 , 简装 ,9,1996, 塔楼,11, 一年前发布,1020000.0,"10,003元/平",VR房源 房本满五年 随时看房 
漂亮的小三房   房子保养好   业主诚心出*,富力金港城东区,花东镇,3室2厅 ,97.86, 南 , 其他 ,11,2013, 塔楼,14, 一年前发布,1420000.0,"14,511元/平",VR看装修 房本满五年 随时看房 
自由人花园 5室2厅 南 北,自由人花园,镜湖大道,5室2厅 ,185.58, 南 北 , 毛坯 ,18,2013, 塔楼,0, 1个月以前发布,4500000.0,"24,249元/平",VR房源 房本满五年 随时看房 
中轴线上盖 配套成熟 一级棒的小区！,碧泰豪苑,旧区,3室2厅 ,94.75, 北 , 毛坯 ,16,2015, 塔楼,8, 9个月以前发布,1500000.0,"15,832元/平",VR看装修 房本满五年 随时看房 
距离市场仅500米，距离石头记公园和曼古园600米,宝铼雅居,铁路西,3室2厅 ,118.26, 南 北 , 其他 ,18,2013, 塔楼,0, 3个月以前发布,1650000.0,"13,953元/平",VR看装修 房本满五年 随时看房 
"此房子满五唯一，小区环境优美,安静舒适,人车分流",天马河壹号四期,铁路西,3室1厅 ,97.18, 北 , 其他 ,10,2012, 塔楼,40, 一年前发布,1530000.0,"15,744元/平",近地铁 VR看装修 房本满五年 随时看房 
证满五唯一 南北对流 采光通风好，住家装修保好,银雅华庭,旧区,3室2厅 ,119.78, 南 , 其他 ,8,2007, 塔楼,2, 6个月以前发布,1760000.0,"14,694元/平",VR看装修 房本满五年 随时看房 
适合三代同堂，低楼层望花园，安静舒适的家，采光充足,学府南苑,秀全街,4室2厅 ,163.84, 南 , 毛坯 ,18,2013, 塔楼,15, 一年前发布,2200000.0,"13,428元/平",VR看装修 房本满五年 随时看房 
满五唯一，马赛克外墙，南北通透，有车位,花城路,旧区,4室2厅 ,106.08, 南 北 , 简装 ,7,1992, 板楼,15, 一年前发布,1150000.0,"10,841元/平",近地铁 VR看装修 房本满五年 随时看房 
金色华庭，步梯低层，大三房，中间位置不靠路,金色华庭,新区,3室2厅 ,139.61, 南 北 , 精装 ,8,2006, 塔楼,8, 一年前发布,2150000.0,"15,401元/平",近地铁 VR看装修 房本满五年 随时看房 
不靠高速此房为毛坯可以根据爱好装修，交通.生活方便,雅居乐锦城花冠集,秀全街,3室1厅 ,92.21, 北 , 其他 ,32,2008, 塔楼,11, 一年前发布,1600000.0,"17,352元/平",VR看装修 房本满两年 随时看房 
怡康花园(花都) 3室2厅 南,怡康花园(花都),旧区,3室2厅 ,112.57, 南 , 其他 ,9,1998, 塔楼,8, 5个月以前发布,1400000.0,"12,437元/平",VR看装修 房本满五年 随时看房 
宝铼雅居 2室1厅 南,宝铼雅居,铁路西,2室1厅 ,43.69, 南 , 其他 ,14,2013, 塔楼,5, 4个月以前发布,800000.0,"18,311元/平",VR房源 房本满两年 随时看房 
雅宝名居175方大四房，电梯高层，毛坯南向，户型好,雅宝新城雅宝名居,秀全街,4室2厅 ,175.13, 南 , 毛坯 ,29,2017, 塔楼,0, 1个月以前发布,2450000.0,"13,990元/平",VR看装修 房本满五年 随时看房 
花都湖湿地公园旁，电梯楼，通风透气。,湖畔花园,旧区,3室1厅 ,83.6, 东南 , 其他 ,26,1995, 塔楼,0, 3个月以前发布,1150000.0,"13,756元/平",VR看装修 房本满两年 随时看房 
此房马赛克外墙，全新装修，钥匙在手，地理位置优越,新华路,旧区,2室1厅 ,66.67, 南 , 精装 ,9,1997, 塔楼,21, 一年前发布,750000.0,"11,250元/平",近地铁 VR看装修 房本满两年 随时看房 
嘉汇城东区，小区中间位置，南向看花园，高楼层采光好,嘉汇城一期,镜湖大道,5室2厅 ,177.71, 南 北 , 精装 ,32,2013, 板楼,4, 一年前发布,3400000.0,"19,133元/平",VR看装修 房本满五年 随时看房 
南向望花园，户型实用通风采光好,宝铼雅居,铁路西,2室2厅 ,50.49, 南 , 其他 ,14,2013, 塔楼,7, 9个月以前发布,820000.0,"16,241元/平",VR房源 房本满两年 随时看房 
高层户型方正4房2卫 满五唯一 采光好,美林轩逸时光,镜湖大道,4室2厅 ,177.12, 北 , 其他 ,15,2010, 塔楼,11, 一年前发布,2990000.0,"16,882元/平",VR看装修 房本满五年 随时看房 
*大户型五房，全新毛坯，东南向， 视野开阔,天湖峰境,北兴镇,5室2厅 ,200.5, 东南 , 毛坯 ,29,2010, 塔楼,56, 一年前发布,1600000.0,"7,981元/平",VR房源 房本满五年 随时看房 
美力盈彩 南向大三房 高楼层 视野开阔 区府旁 圆玄,美力盈彩花苑,旧区,3室2厅 ,138.68, 南 北 , 其他 ,20,2010, 塔楼,18, 一年前发布,2224000.0,"16,037元/平",VR房源 房本满五年 随时看房 
美力盈彩花苑 4室2厅 南 北,美力盈彩花苑,旧区,4室2厅 ,153.84, 南 北 , 毛坯 ,20,2010, 塔楼,12, 一年前发布,2900000.0,"18,851元/平",VR看装修 房本满五年 随时看房 
双地铁站、通风采光好、自住选择高,花都银燕大厦,旧区,5室2厅 ,238.04, 南 , 毛坯 ,20,2002, 塔楼,1, 一年前发布,4600000.0,"19,325元/平",近地铁 VR房源 房本满五年 随时看房 
天湖峰境单证小高高楼层视野开阔通风采光佳望湖景,天湖峰境,北兴镇,4室2厅 ,134.76, 南 , 精装 ,10,2008, 塔楼,6, 一年前发布,1620000.0,"12,022元/平",VR看装修 房本满五年 随时看房 
雅宝新城名门世家小区环境幽美设施齐全,雅宝新城名门世家,秀全街,3室2厅 ,140.6, 北 , 其他 ,25,2012, 塔楼,2, 5个月以前发布,2250000.0,"16,003元/平",VR看装修 房本满两年 随时看房 
北站板块 交通便利毛坯南向大三房,天马河壹号五期,铁路西,3室2厅 ,121.55, 南 , 毛坯 ,27,2015, 塔楼,24, 3个月以前发布,1730000.0,"14,233元/平",近地铁 VR看装修 房本满两年 随时看房 
区府板块近五小近图书馆和新华书店双地铁口,花都银燕大厦,旧区,3室2厅 ,135.23, 东北 , 精装 ,16,2002, 塔楼,4, 一年前发布,2300000.0,"17,009元/平",近地铁 VR看装修 房本满五年 随时看房 
南向三房，精装修，高楼层，少有的户型,富力金港城东区,花东镇,3室1厅 ,97.95, 南 , 其他 ,11,2013, 塔楼,6, 一年前发布,1480000.0,"15,110元/平",VR看装修 房本满五年 随时看房 
电梯高层 采光通风好 居住舒适,宝铼雅居,铁路西,3室2厅 ,118.26, 东南 南 , 毛坯 ,18,2013, 塔楼,5, 9个月以前发布,1430000.0,"12,093元/平",VR看装修 房本满五年 随时看房 
马鞍山地铁口物业 大润发 东南向看马鞍山包装修,星缘美居,新区,3室2厅 ,149.89, 东南 , 简装 ,18,2009, 塔楼,1, 一年前发布,2955000.0,"19,715元/平",近地铁 VR房源 房本满五年 随时看房 
花果山地铁口，体育馆物业，设施齐全,云山大道,旧区,3室2厅 ,97.65, 北 , 其他 ,6,2000, 塔楼,6, 一年前发布,1050000.0,"10,753元/平",近地铁 VR看装修 房本满五年 随时看房 
云峰学府花园 3室1厅 北,云峰学府花园,秀全街,3室1厅 ,92.69, 北 , 其他 ,18,2011, 塔楼,0, 10个月以前发布,1400000.0,"15,105元/平",VR看装修 房本满五年 随时看房 
学府南苑中高层视野好，安静东南向大四房,学府南苑,秀全街,4室2厅 ,140.4, 南 , 其他 ,18,2011, 塔楼,1, 一年前发布,2100000.0,"14,958元/平",VR看装修 房本满两年 随时看房 
中层精装3房 格局方正 采光好,雅居乐锦城花漾集,秀全街,3室2厅 ,92.8, 南 , 毛坯 ,32,2008, 塔楼,24, 一年前发布,1460000.0,"15,733元/平",VR看装修 房本满两年 随时看房 
隆晖苑  大3房地铁口  南向 60方大阳台,隆晖苑,新区,4室2厅 ,135.0, 南 北 , 精装 ,17,2006, 塔楼,45, 一年前发布,3030000.0,"22,445元/平",近地铁 VR房源 房本满五年 随时看房 
精装修 东南向采光充足 配套设施齐全 交通便利,天马丽苑二期,铁路西,3室2厅 ,96.23, 东南 , 精装 ,33,2007, 塔楼,23, 一年前发布,1600000.0,"16,627元/平",VR房源 房本满两年 随时看房 
金华花园三房高层靓向 采光通风好 视野开阔,金华花园,铁路西,3室2厅 ,100.62, 南 , 简装 ,9,1995, 塔楼,1, 11个月以前发布,1100000.0,"10,933元/平",VR看装修 房本满五年 随时看房 
正规格局两房 小区清净 园林式管理,万科天景花园,铁路西,2室2厅 ,80.17, 西北 , 精装 ,31,2006, 塔楼,3, 3个月以前发布,1390000.0,"17,339元/平",近地铁 VR看装修 房本满五年 随时看房 
此房证满两年  税费低，精装修带入户花园,学府南苑,秀全街,3室2厅 ,122.58, 南 , 精装 ,18,2011, 塔楼,16, 一年前发布,1850000.0,"15,093元/平",VR看装修 房本满五年 随时看房 
万科天景花园  格局方正采光好,万科天景花园,铁路西,2室1厅 ,80.58, 南 , 其他 ,31,2006, 塔楼,4, 10个月以前发布,1380000.0,"17,126元/平",近地铁 VR看装修 房本满五年 随时看房 
花果山公园地铁口  近花都湖  锦砖外墙 精装三房,金联市场,旧区,3室2厅 ,77.48, 北 , 其他 ,8,2002, 塔楼,5, 一年前发布,900000.0,"11,616元/平",VR看装修 房本满五年 随时看房 
证够两年.红本在手无按揭.望花园视野好,雅居乐锦城花冠集,秀全街,2室1厅 ,85.3, 东北 , 其他 ,32,2008, 塔楼,8, 一年前发布,1420000.0,"16,648元/平",VR房源 房本满五年 随时看房 
南北对流采光充足，配套设施完善交通便利，望花园安静,南华时代城,铁路西,3室1厅 ,88.71, 东南 , 毛坯 ,30,2010, 塔楼,13, 一年前发布,1630000.0,"18,375元/平",VR房源 房本满两年 随时看房 
天马河壹号毛坯三房，户型方正阳台没遮挡,天马河壹号一期,铁路西,3室2厅 ,93.12, 东北 , 毛坯 ,18,2012, 塔楼,2, 一年前发布,1600000.0,"17,183元/平",近地铁 VR看装修 房本满五年 随时看房 
雅宝新城亚瑟公馆·.花园中间位置,雅宝新城亚瑟公馆,秀全街,2室1厅 ,95.38, 南 , 其他 ,19,2009, 塔楼,4, 一年前发布,1410000.0,"14,783元/平",VR看装修 房本满五年 随时看房 
处于花都CBD中轴线上的住宅小区 共享*达配套,雅居乐·岭会,狮岭镇,2室2厅 ,86.03, 东北 , 精装 ,32,2016, 塔楼,4, 一年前发布,1170000.0,"13,600元/平",VR看装修 房本满五年 随时看房 
东南向 中高楼层 中间位置安静不靠路 装修保养新净,祈福天龙苑,铁路西,2室2厅 ,60.18, 南 , 精装 ,28,2014, 塔楼,38, 5个月以前发布,1180000.0,"19,608元/平",近地铁 VR房源 房本满两年 随时看房 
满五唯一，规整大三房，电梯中高楼层，汽车城板块,保利城花园,铁路西,3室2厅 ,91.31, 东北 东 , 精装 ,25,2012, 塔楼,17, 一年前发布,1550000.0,"16,976元/平",近地铁 VR看装修 房本满五年 随时看房 
花园中间，空气好，舒适大三房，业主诚心出*,保利城花园,铁路西,3室2厅 ,144.2, 西南 , 简装 ,26,2009, 塔楼,23, 一年前发布,1900000.0,"13,177元/平",近地铁 VR看装修 房本满五年 随时看房 
距离广州北站800米，小区绿化高,祈福天龙苑,铁路西,2室1厅 ,60.5, 南 , 精装 ,28,2016, 塔楼,2, 5个月以前发布,1300000.0,"21,488元/平",VR房源 房本满两年 随时看房 
南向两房，装修保养好，品牌物业，居住环境舒服,万科天景花园,铁路西,2室2厅 ,80.58, 西南 , 简装 ,31,2006, 塔楼,5, 一年前发布,1500000.0,"18,616元/平",近地铁 VR看装修 房本满两年 随时看房 
交通方便，满5年，建设北路，杨屋路口,怡尚雅居,花城街,3室1厅 ,96.61, 南 , 精装 ,11,2012, 塔楼,10, 一年前发布,1510000.0,"15,630元/平",VR看装修 房本满两年 随时看房 
此房满5年，地铁在小区门口9号线飞鹅岭站,风神公社,铁路西,4室2厅 ,160.21, 南 北 , 精装 ,10,2010, 塔楼,3, 一年前发布,2400000.0,"14,981元/平",近地铁 VR看装修 房本满五年 随时看房 
花果山地铁口旁全鸿花园 ，靠地铁口，小区新净,全鸿花园,旧区,4室2厅 ,170.94, 南 , 简装 ,23,2005, 塔楼,14, 一年前发布,2800000.0,"16,381元/平",近地铁 VR房源 房本满五年 随时看房 
鸿雅轩 3室1厅 南 北,鸿雅轩,旧区,3室1厅 ,86.94, 南 北 , 简装 ,8,1998, 塔楼,0, 2个月以前发布,1130000.0,"12,998元/平",近地铁 VR看装修 房本满两年 随时看房 
花都紫金苑步梯中层户型方正实用性高有钥匙看房,花都紫荆苑,旧区,3室2厅 ,120.0, 南 北 , 精装 ,7,2000, 塔楼,7, 10个月以前发布,1640000.0,"13,667元/平",近地铁 VR看装修 房本满五年 随时看房 
全天有光线，交通便利，小区管理好，南北对流,路劲天隽峰,旧区,3室2厅 ,96.81, 南 , 精装 ,32,2019, 塔楼,1, 1个月以前发布,2520000.0,"26,031元/平",近地铁 VR房源 房本满两年 随时看房 
富力金港城东区 大三房 望花园,富力金港城东区,花东镇,3室2厅 ,125.09, 北 , 简装 ,16,2011, 塔楼,12, 一年前发布,1580000.0,"12,631元/平",VR看装修 房本满五年 随时看房 
金碧御水山庄大面积5房  格局方正采光好，满五唯一,金碧御水山庄,狮岭镇,5室1厅 ,194.26, 西南 , 精装 ,19,2006, 塔楼,18, 4个月以前发布,1550000.0,"7,979元/平",VR房源 房本满五年 随时看房 
三房户型方正，通风采光好，舒适安静,保利高尔夫郡,铁路西,3室2厅 ,99.6, 北 , 精装 ,30,2015, 塔楼,60, 一年前发布,1460000.0,"14,659元/平",近地铁 VR看装修 房本满两年 随时看房 
此房南北对流，格局方正，秀全公园旁边。,新城市花园,旧区,3室2厅 ,131.9, 南 北 , 简装 ,9,1999, 塔楼,19, 一年前发布,1250000.0,"9,477元/平",近地铁 VR看装修 房本满五年 随时看房 
漂亮的小三房   房子保养好   业主诚心出*,富力金港城东区,花东镇,3室2厅 ,97.86, 南 , 其他 ,11,2013, 塔楼,14, 一年前发布,1420000.0,"14,511元/平",VR看装修 房本满五年 随时看房 
自由人花园 5室2厅 南 北,自由人花园,镜湖大道,5室2厅 ,185.58, 南 北 , 毛坯 ,18,2013, 塔楼,0, 1个月以前发布,4500000.0,"24,249元/平",VR房源 房本满五年 随时看房 
中轴线上盖 配套成熟 一级棒的小区！,碧泰豪苑,旧区,3室2厅 ,94.75, 北 , 毛坯 ,16,2015, 塔楼,8, 9个月以前发布,1500000.0,"15,832元/平",VR看装修 房本满五年 随时看房 
雅景苑 地铁物业 电梯3层复式 景观房看花都广场美景,花都雅景苑,旧区,5室2厅 ,270.0, 南 北 , 简装 ,26,2003, 塔楼,35, 一年前发布,4000000.0,"14,815元/平",近地铁 VR房源 房本满五年 随时看房 
