实用大复式！过5年，唯一物业，税费低,锦绣生态园,钟村,4室2厅 ,202.67, 东北 , 精装 ,17,2007, 塔楼,1,18,5000000.0,"24,671元/平",VR房源 房本满五年 随时看房 
彩晴轩，市桥地铁口电梯楼，南向小区中间位置　,彩晴轩,市桥北,2室2厅 ,73.1, 南 , 简装 ,8,2003, 塔楼,0,11,2250000.0,"30,780元/平",VR看装修 房本满五年 随时看房 
全新装修可拎包入住，满五无抵押,祈福新村A区,祈福新村,2室2厅 ,68.9, 北 , 精装 ,3,1994, 平房,1,12,1450000.0,"21,045元/平",近地铁 VR看装修 房本满五年 随时看房 
BAI事佳 满五年唯一  江景大3房 环境好 舒适度高,百事佳花园,南浦,2室1厅 ,112.31, 东 东北 , 简装 ,28,1995, 塔楼,0,15,2800000.0,"24,931元/平",近地铁 VR房源 房本满五年 随时看房 
美心翠拥华庭 2房 中间楼层 无遮挡 通风采光好,美心翠拥华庭二期,东怡新区,2室1厅 ,57.2, 南 北 , 简装 ,7,2004, 塔楼,0,15,1100000.0,"19,231元/平",近地铁 VR看装修 房本满两年 随时看房 
祈福新村实用户型 温馨三房 有钥匙看房,祈福新村D区,祈福新村,3室2厅 ,68.9, 北 , 其他 ,4,1995, 板楼,0,9,1600000.0,"23,223元/平",VR看装修 房本满五年 随时看房 
倚莲半岛花园   环境优美  刚需大4房,倚莲半岛花园,莲花山,4室2厅 ,195.69, 南 北 , 其他 ,14,2014, 塔楼,18, 一年前发布,3700000.0,"18,908元/平",VR看装修 房本满五年 随时看房 
亚运城天誉 南向单位 高楼层 采光好 向花园,亚运城天誉,亚运城,4室1厅 ,184.99, 南 , 毛坯 ,55,2013, 塔楼,116, 一年前发布,4300000.0,"23,245元/平",VR看装修 房本满五年 随时看房 
南向复式  视野无遮挡 采光好 产权清晰 看楼方便,祈福新村倚湖湾,祈福新村,5室2厅 ,247.57, 南 , 精装 ,33,2012, 塔楼,4, 4个月以前发布,10300000.0,"41,605元/平",VR房源 房本满两年 随时看房 
拎包入住 满五不唯一高层顶复视野好,广州雅居乐花园雅逸庭,雅居乐,5室2厅 ,306.1, 南 北 , 其他 ,19,2010, 塔楼,11, 一年前发布,11300000.0,"36,884元/平",近地铁 VR房源 房本满五年 随时看房 
水韵蓝湾 南向别墅 证过两年 有钥匙随时可看,水韵蓝湾北区,桥南,5室3厅 ,440.39, 南 , 毛坯 ,1,2010, 暂无数据,10, 一年前发布,12880000.0,"29,247元/平",VR房源 房本满五年 随时看房 
此房证过两年，免重税。独门独户，通风采光好。,水韵蓝湾北区,桥南,6室2厅 ,421.82, 南 , 毛坯 ,1,2010, 暂无数据,27, 一年前发布,10000000.0,"23,707元/平",VR房源 房本满两年 随时看房 
星河湾盛荟 奢华4+1房  东单边位  南向主厅,广州星河湾盛荟园,星河湾,4室1厅 ,342.0, 南 北 , 精装 ,19,2001, 板楼,6, 3个月以前发布,11550000.0,"33,759元/平",VR房源 房本满五年 随时看房 
满五唯一，南北对流，顶楼复式，业主急*,桥福园,市桥,5室2厅 ,157.3, 南 北 , 简装 ,7,2000, 塔楼,37, 一年前发布,2680000.0,"17,038元/平",房本满五年 随时看房 
复式带露台 居家先选 四房双卫 实用面积大,华南碧桂园翠宏台,华南碧桂园,5室2厅 ,153.8, 南 西南 北 , 其他 ,6,2001, 塔楼,1, 7个月以前发布,4680000.0,"30,430元/平",VR房源 房本满五年 随时看房 
不常见471平顶层复式住宅五房四卫,华南碧桂园翠云山,华南碧桂园,5室2厅 ,471.18, 南 , 精装 ,18,2001, 塔楼,57, 5个月以前发布,22000000.0,"46,692元/平",VR房源 房本满两年 随时看房 
独栋别墅，独立江边，景观优美。,珠江花园,厦滘,9室2厅 ,290.0, 南 , 精装 ,1,1998, 暂无数据,1, 3个月以前发布,33000000.0,"113,794元/平",VR房源 房本满五年 随时看房 
户型方正南向中楼层，业主成心卖，采光充足，各付个税,奥园莲峰圣境,莲花山,4室2厅 ,216.74, 南 , 其他 ,11,2018, 板塔结合,1, 2个月以前发布,6080000.0,"28,053元/平",VR看装修 房本满两年 随时看房 
此房楼层好，户型方正，通风采光好，南北对流,奥园莲峰圣境,莲花山,5室2厅 ,271.37, 南 北 , 其他 ,11,2018, 板塔结合,1, 3个月以前发布,8100000.0,"29,849元/平",VR看装修 房本满两年 随时看房 
旭晖园 中层单位 带80方平台 交通便利,旭晖园,市桥北,4室2厅 ,118.24, 南 , 简装 ,8,2003, 塔楼,10, 一年前发布,2480000.0,"20,975元/平",VR房源 房本满五年 随时看房 
山水华府二期前后大阳台 南北对流4+1户型 有钥匙可看,锦绣香江花园山水华府,汉溪长隆,5室2厅 ,266.08, 东南 , 其他 ,20,2010, 板塔结合,55, 2个月以前发布,9280000.0,"34,850元/平",VR房源 房本满五年 随时看房 
广州碧桂园雅苑顶层复式加大天台,广州碧桂园雅苑,南浦,5室3厅 ,218.1, 东南 , 精装 ,6,1998, 塔楼,2, 6个月以前发布,6800000.0,"31,179元/平",近地铁 VR房源 房本满五年 随时看房 
三、四代同堂一起居住，享受美好生活的乐趣。,锦绣香江花园山水华府,汉溪长隆,7室2厅 ,475.8, 东南 , 精装 ,17,2010, 板塔结合,31, 一年前发布,16590000.0,"34,850元/平",VR房源 房本满五年 随时看房 
锦绣银湾中空复式大四房  过五唯一 业主置换 看房方便,锦绣银湾,大石,4室2厅 ,140.54, 南 北 , 精装 ,28,2007, 板塔结合,3, 4个月以前发布,7500000.0,"53,366元/平",VR房源 房本满五年 随时看房 
电梯高层，视野开阔，无遮档，通风采光好。,金沙湾花园金沙御苑,沙湾,5室2厅 ,243.04, 南 , 毛坯 ,24,2012, 塔楼,19, 一年前发布,7090000.0,"29,173元/平",VR房源 房本满两年 随时看房 
亚运城天誉大四房，楼层高，视野好，毛胚房,亚运城天誉,亚运城,4室2厅 ,185.3, 西南 , 毛坯 ,55,2013, 塔楼,49, 一年前发布,4480000.0,"24,178元/平",VR看装修 房本满两年 随时看房 
洛涛居北区复式楼 采光通风靓 视野无限好 户型方正,芳华花园洛涛居北区,洛溪,5室2厅 ,160.0, 东 东南 , 其他 ,6,1999, 塔楼,12, 一年前发布,3980000.0,"24,875元/平",近地铁 VR房源 房本满五年 随时看房 
广州雅居乐花园一尺山居 3室1厅 南,广州雅居乐花园一尺山居,雅居乐,3室1厅 ,97.44, 南 , 其他 ,23,2010, 塔楼,0,17,3600000.0,"36,884元/平",VR房源 房本满五年 随时看房 
转角大阳台  少有户型  南北对流通风好,亚运城技术官员村,亚运城,4室2厅 ,164.03, 南 , 简装 ,11,2010, 塔楼,2,19,4700000.0,"28,654元/平",VR看装修 房本满五年 随时看房 
位置方正向南，满五唯一大四房带储物间，双阳台,金海岸花园聚湖,番禺客运站,5室2厅 ,279.07, 南 , 毛坯 ,18,2012, 塔楼,34, 一年前发布,9500000.0,"34,042元/平",VR看装修 房本满两年 随时看房 
此房楼层好，户型方正，通风采光好,奥园莲峰圣境,莲花山,4室2厅 ,174.36, 南 , 其他 ,11,2018, 板塔结合,2, 6个月以前发布,5220000.0,"29,939元/平",VR看装修 房本满两年 随时看房 
一线江景，层高4.2米保养好，视野开阔，单边位,星河湾半岛三号园,厦滘,4室2厅 ,254.65, 南 北 , 精装 ,29,2013, 塔楼,155, 一年前发布,8600000.0,"33,759元/平",VR看装修 房本满两年 随时看房 
此房楼层好，户型方正，通风采光好，南北对流,奥园莲峰圣境,莲花山,5室2厅 ,271.11, 南 北 , 其他 ,11,2018, 板塔结合,1, 6个月以前发布,7240000.0,"26,706元/平",VR看装修 房本满两年 随时看房 
吉祥道  大三房  中间楼层  业主诚心卖,吉祥道,洛溪,3室1厅 ,95.26, 南 , 其他 ,7,2013, 塔楼,59, 一年前发布,2000000.0,"20,996元/平",VR房源 房本满五年 随时看房 
满五唯一，楼层好，毛坯有很大装修遐想,锦绣半岛西区,南浦,5室2厅 ,320.74, 南 北 , 其他 ,26,2009, 塔楼,1, 4个月以前发布,10900000.0,"33,984元/平",VR看装修 房本满五年 随时看房 
上善若水 南北向大平层四房 离地铁50米,广州雅居乐花园上善若水,雅居乐,4室2厅 ,183.87, 南 北 , 精装 ,9,2010, 板楼,32, 一年前发布,6790000.0,"36,884元/平",近地铁 VR看装修 房本满五年 随时看房 
此房楼层好，户型方正，通风采光好,奥园莲峰圣境,莲花山,5室2厅 ,271.37, 南 北 , 其他 ,11,2018, 板塔结合,1, 4个月以前发布,6660000.0,"24,543元/平",VR看装修 房本满两年 随时看房 
靓户型方正，业主诚心卖，通风采光好，南北通透,奥园莲峰圣境,莲花山,5室2厅 ,271.37, 北 南 , 其他 ,11,2018, 板塔结合,15, 10个月以前发布,6080000.0,"22,405元/平",VR房源 房本满两年 随时看房 
广州雅居乐花园剑桥郡 4室2厅 南,广州雅居乐花园剑桥郡,雅居乐,4室2厅 ,416.74, 南 , 毛坯 ,22,2010, 塔楼,0, 2个月以前发布,20000000.0,"47,992元/平",近地铁 VR房源 房本满五年 随时看房 
锦绣半岛西区 单证大4房 南北对流双阳台望江 望花园,锦绣半岛西区,南浦,4室2厅 ,171.21, 东南 西北 , 精装 ,26,2009, 塔楼,6, 一年前发布,6100000.0,"35,629元/平",VR看装修 房本满五年 随时看房 
高楼层君临天下感，视野好江山尽眼中。,中海蓝湾,洛溪,3室2厅 ,145.0, 北 , 其他 ,36,2003, 塔楼,59, 一年前发布,6800000.0,"46,897元/平",VR看装修 房本满五年 随时看房 
此房楼层好，户型方正，通风采光好,奥园莲峰圣境,莲花山,5室2厅 ,272.34, 西南 , 其他 ,19,2018, 塔楼,1, 2个月以前发布,5980000.0,"21,958元/平",VR看装修 房本满两年 随时看房 
东南向方正复式大四房三卫带大露台,广地花园,星河湾,4室1厅 ,192.59, 南 , 毛坯 ,7,2000, 板塔结合,270, 一年前发布,4310000.0,"22,380元/平",VR房源 房本满五年 随时看房 
业主很少住保养很好，诚心出*，三层复式,锦绣香江花园紫荆雅园,汉溪长隆,6室2厅 ,180.3, 西北 , 简装 ,11,2004, 塔楼,258, 一年前发布,6290000.0,"34,850元/平",近地铁 VR房源 房本满五年 随时看房 
全明通风南北对流户型 电梯中高靓层 采光好 格局方正,东湖洲花园2区,番禺客运站,5室2厅 ,191.81, 东南 南 , 其他 ,25,2012, 塔楼,4, 6个月以前发布,7980000.0,"41,604元/平",VR看装修 房本满两年 随时看房 
户型方正实用，保养如新， 近山近公园，生活舒适便利,华南碧桂园岭御苑,华南碧桂园,3室2厅 ,97.14, 西南 , 其他 ,18,2011, 塔楼,0,6,3700000.0,"38,090元/平",VR看装修 房本满五年 
东方白云花园、新一期满五年、南向望园景、高楼层、,东方白云花园,市桥北,2室2厅 ,90.9, 南 , 精装 ,15,2005, 塔楼,0,8,2450000.0,"26,953元/平",VR看装修 房本满五年 
南浦长大公司 精装三房 南北对流 保养新,南浦长大公司,南浦,3室2厅 ,93.6, 西南 , 精装 ,8,2002, 塔楼,0,11,2800000.0,"29,915元/平",近地铁 VR看装修 房本满两年 
丽江花园如英居 3室1厅 西南,丽江花园如英居,南浦,3室1厅 ,97.42, 西南 , 精装 ,14,2016, 塔楼,0,7,3900000.0,"40,033元/平",近地铁 VR房源 房本满两年 
楼层好无遮挡，客厅和2个房间都朝南，彩光通风都好,平康苑,番禺广场,3室2厅 ,117.4, 南 , 精装 ,9,1998, 塔楼,0,13,2200000.0,"18,740元/平",近地铁 VR看装修 房本满五年 
吉祥北园 刚需型三房房 中间楼层 南北对流,吉祥北园,洛溪,3室1厅 ,82.0, 南 , 简装 ,7,1993, 板塔结合,0,13,1950000.0,"23,781元/平",近地铁 VR房源 房本满五年 
建华汇单位  刚需大两房  满五年唯一无抵押,富丽家园中行宿舍,大石,2室2厅 ,95.3, 南 , 简装 ,8,1995, 塔楼,0,12,1680000.0,"17,629元/平",VR看装修 房本满五年 
锦绣半岛金月湾満五年唯一高层望江 南向物业 精装样板,锦绣半岛金月湾,南浦,4室2厅 ,143.0, 西南 , 精装 ,31,2014, 塔楼,0,15,6200000.0,"43,357元/平",VR看装修 房本满五年 
丽江花园电梯高层 一线江景 方正四房,丽江花园丽彦楼,南浦,4室1厅 ,114.1, 西北 , 精装 ,9,1995, 塔楼,0,11,2700000.0,"23,664元/平",VR房源 房本满五年 
剑桥郡正南向望花园三房，看房方便，业主诚意放卖。,广州雅居乐花园剑桥郡,雅居乐,3室1厅 ,101.56, 南 , 其他 ,32,2010, 塔楼,0,11,5200000.0,"51,202元/平",近地铁 VR房源 房本满两年 
单证  户型方正 满五唯一 自住保养好,锦绣银湾,大石,3室2厅 ,122.31, 东北 , 精装 ,28,2007, 板塔结合,0,16,4180000.0,"34,176元/平",VR看装修 房本满五年 
如意中心  电梯三房  方正实用  生活便利,如意中心,洛溪,3室2厅 ,86.8, 东南 , 精装 ,16,1996, 板塔结合,0,11,2500000.0,"28,802元/平",近地铁 VR看装修 房本满五年 
房子采光通风好，格局方正，视野开阔,繁华路,市桥,2室2厅 ,65.3, 南 , 简装 ,6,1995, 板塔结合,0,12,1300000.0,"19,909元/平",VR看装修 房本满两年 
广州雅居乐花园雅逸庭 3室1厅 西南,广州雅居乐花园雅逸庭,雅居乐,3室1厅 ,130.81, 西南 , 其他 ,11,2010, 塔楼,0,7,4830000.0,"36,884元/平",近地铁 VR房源 房本满五年 
滨江绿园 南向大三房 业主急卖，看房方便,滨江绿园,大石,3室2厅 ,104.27, 南 , 其他 ,6,2004, 板塔结合,0,16,3090000.0,"29,635元/平",近地铁 VR房源 房本满五年 
电梯直上三房，自住看房方便，满五唯一，望小区园景,华侨城(番禺),市桥,3室2厅 ,108.3, 东 西南 , 其他 ,13,1996, 塔楼,0,15,2200000.0,"20,314元/平",VR看装修 房本满五年 
市桥地铁口200米，出门就有公园，装修保养新。,来福苑,市桥,3室2厅 ,99.6, 东 , 精装 ,7,2000, 塔楼,0,13,2350000.0,"23,595元/平",近地铁 VR看装修 房本满五年 
三房户型方正，高楼层南向采光好。,敏捷华美国际,大石,3室2厅 ,73.64, 东 , 其他 ,17,2015, 板塔结合,0,5,1550000.0,"21,049元/平",房本满两年 
中层南向  视野好  双阳台方正实用两房,祈福新村海晴居,祈福新村,2室2厅 ,52.39, 南 , 精装 ,6,2003, 板楼,0,7,1850000.0,"35,313元/平",VR房源 房本满两年 
彩晴轩 3室1厅 南,彩晴轩,市桥北,3室1厅 ,108.1, 南 , 简装 ,11,2003, 塔楼,1,10,3450000.0,"31,915元/平",VR房源 房本满两年 
祈福新村海晴居 4室1厅 南,祈福新村海晴居,祈福新村,4室1厅 ,107.08, 南 , 简装 ,6,2003, 板楼,0,10,4180000.0,"39,037元/平",VR房源 房本满两年 
华新智汇+ 2室1厅 北,华新智汇+,万博,2室1厅 ,58.49, 北 , 其他 ,30,2016, 板楼,0,5,1600000.0,"27,356元/平",近地铁 房本满两年 
锦绣银湾别墅 单边位置 花园大 装修保养新,锦绣银湾,大石,5室2厅 ,120.59, 南 北 , 其他 ,28,2007, 板塔结合,0,15,8900000.0,"73,804元/平",VR房源 房本满五年 
滨江绿园 电梯南向 温馨两房 采光好,滨江绿园,大石,2室1厅 ,66.96, 南 , 精装 ,11,2004, 板塔结合,0,8,2150000.0,"32,109元/平",VR看装修 房本满五年 
星尚花园 3室1厅 南 北,星尚花园,市桥东,3室1厅 ,100.07, 南 北 , 精装 ,26,2012, 板楼,0,8,3090000.0,"30,879元/平",VR房源 房本满五年 
靓楼层 装修保养好 采光好 望园景视野好 很快过五年,祈福新村晓峰园,祈福新村,3室2厅 ,119.05, 北 , 精装 ,35,2005, 塔楼,0,10,3300000.0,"27,720元/平",VR房源 房本满两年 
华葆明苑 3室2厅 东南,华葆明苑,市桥,3室2厅 ,120.4, 东南 , 精装 ,7,2000, 塔楼,0,9,2500000.0,"20,765元/平",VR看装修 房本满两年 
房产证满五年唯一，南向望小区，上学就在家门口,信联大厦,市桥,3室1厅 ,146.0, 南 , 精装 ,8,1997, 塔楼,0,9,1800000.0,"12,329元/平",VR看装修 房本满五年 
东海花园 方正三房 位置好 满五年少税 江边小区!,東海花園,厦滘,3室2厅 ,105.47, 北 , 精装 ,19,2003, 塔楼,0,9,4450000.0,"42,193元/平",近地铁 VR看装修 房本满两年 
東海花園 4室2厅 东南 西北,東海花園,厦滘,4室2厅 ,141.6, 东南 西北 , 简装 ,19,2003, 塔楼,0,10,6280000.0,"44,351元/平",近地铁 VR房源 房本满五年 
星河湾半岛一号园 5室2厅 南 北,星河湾半岛一号园,厦滘,5室2厅 ,483.16, 南 北 , 精装 ,27,2009, 塔楼,0,14,16320000.0,"33,759元/平",VR房源 房本满五年 
朗陶居东南向精装三房 户型方正实用 视野开阔,朗陶居,桥南,3室2厅 ,108.7, 东南 , 其他 ,7,2001, 塔楼,0,9,2250000.0,"20,700元/平",VR房源 房本满五年 
锦绣生态园 南向园中 带露台 满五年,锦绣生态园,钟村,2室2厅 ,74.0, 南 , 精装 ,6,2003, 塔楼,0,7,1880000.0,"25,406元/平",VR看装修 房本满五年 
金沙丽水 3室2厅 东,金沙丽水,沙湾,3室2厅 ,78.12, 东 , 简装 ,4,1990, 板楼,0,5,1600000.0,"20,482元/平",VR房源 房本满两年 
东湖洲花园2区   证过五年  唯一物业   业主自住,东湖洲花园2区,番禺客运站,3室2厅 ,100.9, 东南 , 精装 ,16,2012, 塔楼,0,5,4200000.0,"41,626元/平",VR房源 房本满五年 
美心翡翠明庭 3室2厅 北 东,美心翡翠明庭,番禺客运站,3室2厅 ,109.3, 北 东 , 精装 ,17,2003, 塔楼,0,9,3270000.0,"29,918元/平",VR房源 房本满两年 
东湖洲二期 满五唯一 南向 三房 望小区花园 安静舒适,东湖洲花园2区,番禺客运站,3室2厅 ,89.0, 南 , 精装 ,16,2012, 塔楼,0,13,3800000.0,"42,697元/平",VR看装修 房本满五年 
锦绣香江花园山水华府 近地铁口物业 交通便利,锦绣香江花园山水华府,汉溪长隆,3室1厅 ,90.34, 南 北 , 精装 ,20,2010, 板塔结合,0,1,3150000.0,"34,850元/平",VR房源 房本满两年 
康裕园 精装两房 生活交通方便,康裕园,市桥,2室2厅 ,77.44, 南 , 其他 ,7,1993, 塔楼,0,3,1900000.0,"24,536元/平",VR房源 房本满五年 
天成好房推荐，南向望花园，业主诚心卖，自住保养好,亚运城天成,亚运城,3室1厅 ,103.36, 东南 南 , 精装 ,44,2019, 塔楼,3,9,3180000.0,"30,767元/平",VR房源 房本满两年 
近地铁口电梯中高层南向两房 楼龄新 证满五年税少,富丽家园三和大厦,大石,2室1厅 ,79.59, 南 北 , 精装 ,7,2010, 塔楼,0,4,2400000.0,"30,155元/平",近地铁 VR房源 房本满五年 
侨基花园 2室1厅 东南,侨基花园,市桥,2室1厅 ,65.99, 东南 , 精装 ,32,1998, 塔楼,0,4,1350000.0,"20,458元/平",近地铁 VR房源 房本满五年 
鸿基花园 2室1厅 西南,鸿基花园,市桥,2室1厅 ,73.7, 西南 , 精装 ,12,1999, 塔楼,0,6,1530000.0,"20,760元/平",近地铁 VR房源 房本满五年 
此房满五唯一，东南向电梯高层，视野开阔，采光充足,丽江花园丽波楼,南浦,3室1厅 ,89.5, 东南 , 精装 ,9,1993, 塔楼,0,5,2200000.0,"24,582元/平",VR房源 房本满五年 
广奥东街新净三房  南向景观开扬  采光通风好,广州奥林匹克花园,洛溪,3室2厅 ,96.7, 南 , 精装 ,6,2002, 塔楼,0,11,3500000.0,"36,195元/平",近地铁 VR房源 房本满五年 
